Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae 342 - ortholog count (reference : comparison)	Klebsiella pneumoniae 342 - ortholuge status	Klebsiella pneumoniae 342 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae KCTC 2242 - ortholog count (reference : comparison)	Klebsiella pneumoniae KCTC 2242 - ortholuge status	Klebsiella pneumoniae KCTC 2242 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholog NCBI RefSeq accession
397675169	RVBD_3228	WP_003416916.1	ribosome small subunit-dependent GTPase A	1 to 1	RBB	WP_004178332.1	1 to 1	RBB	WP_008807202.1	1 to 1	RBB	WP_002885537.1	1 to 1	RBB	NP_418585.4	1 to 1	RBB	WP_004178332.1	1 to 1	RBB	WP_004178332.1	1 to 1	RBB	YP_005224705
397675170	RVBD_3229c	WP_003416919.1	stearoyl-CoA 9-desaturase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675171	RVBD_3230c	WP_003416922.1	stearoyl-CoA 9-desaturase electron transfer partner	1 to 1	RBB	WP_004147771.1	1 to 1	RBB	WP_012542337.1	1 to 1	RBB	WP_004147771.1	1 to 1	RBB	NP_415393.1	1 to 1	RBB	WP_004147771.1	1 to 1	RBB	WP_004147771.1	1 to 1	RBB	YP_005226083
397675172	RVBD_3231c	WP_031647152.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675173	RVBD_3232c	WP_009938021.1	polyphosphate kinase 2	0	N/A		1 to 1	RBB	WP_012541603.1	1 to 1	RBB	WP_004180084.1	0	N/A		1 to 1	RBB	WP_004180084.1	1 to 1	RBB	WP_041937784.1	1 to 1	RBB	YP_005227132
397675174	RVBD_3233c	YP_006516709	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675175	RVBD_3234c	YP_006516710	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675176	RVBD_3235	WP_003912151.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675177	RVBD_3236c	WP_003416933.1	CPA2 family monovalent cation:H+ antiporter-2	1 to 1	SSD	WP_002892195.1	1 to 1	RBB	WP_008805453.1	1 to 1	SSD	WP_002892195.1	1 to 1	RBB	NP_415011.1	1 to 1	RBB	WP_002892195.1	1 to 1	RBB	WP_002892195.1	1 to 1	SSD	YP_005225505
397675178	RVBD_3237c	WP_003899982.1	TrkA domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675179	RVBD_3238c	WP_003416945.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675180	RVBD_3239c	WP_003900661.1	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675181	RVBD_3240c	WP_003901576.1	protein translocase subunit secA 1	1 to 1	RBB	WP_002888638.1	1 to 1	SSD	WP_012542851.1	1 to 1	RBB	WP_002888638.1	1 to 1	RBB	NP_414640.1	1 to 1	RBB	WP_002888638.1	1 to 1	SSD	WP_002888638.1	1 to 1	RBB	YP_005225120
397675182	RVBD_3241c	WP_003901577.1	ribosomal subunit interface protein	1 to 1	RBB	WP_002918423.1	1 to 1	RBB	WP_004206206.1	1 to 1	RBB	WP_002918423.1	1 to 1	RBB	NP_417670.1	1 to 1	RBB	WP_002918423.1	1 to 1	RBB	WP_002918423.1	1 to 1	RBB	YP_005229052
397675183	RVBD_3242c	WP_003416963.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675184	RVBD_3243c	WP_003416966.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675185	RVBD_3244c	WP_003901578.1	lipoprotein lpqB	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675186	RVBD_3245c	WP_003917137.1	sensor histidine kinase mtrB	1 to 1	RBB	WP_014907739.1	1 to 1	RBB	WP_008807874.1	1 to 1	RBB	WP_002882898.1	1 to 2	RBB	NP_416126.1;NP_418347.1	1 to 1	RBB	WP_002882898.1	1 to 1	RBB	WP_002882898.1	1 to 1	RBB	YP_005224371
397675187	RVBD_3246c	WP_003899985.1	DNA-binding response regulator mtrA	1 to 2	RBB	WP_002896380.1	2 to 1	RBB	WP_012542345.1	2 to 1	RBB	WP_002896380.1	0	N/A		2 to 1	RBB	WP_002896380.1	2 to 1	RBB	WP_002896380.1	2 to 1	RBB	YP_005226068
397675188	RVBD_3247c	WP_003417036.1	thymidylate kinase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675189	RVBD_3248c	WP_003417039.1	adenosylhomocysteinase	1 to 1	Borderline-SSD	WP_004184774.1	1 to 1	Non-SSD	WP_012541120.1	1 to 1	SSD	WP_004184774.1	0	N/A		1 to 1	RBB	WP_004184774.1	1 to 1	Non-SSD	WP_004184774.1	1 to 1	SSD	YP_005227822
397675190	RVBD_3249c	WP_003417042.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675191	RVBD_3250c	WP_003417044.1	rubredoxin-2	1 to 2	RBB	WP_014907043.1	2 to 1	RBB	WP_012540778.1	2 to 1	RBB	WP_015958870.1	2 to 1	RBB	NP_417190.1	2 to 1	RBB	WP_004145759.1	2 to 1	RBB	WP_014907043.1	2 to 1	RBB	YP_005228417
397675192	RVBD_3251c	WP_003417045.1	rubredoxin 3	1 to 2	RBB	WP_014907043.1	2 to 1	RBB	WP_012540778.1	2 to 1	RBB	WP_015958870.1	2 to 1	RBB	NP_417190.1	2 to 1	RBB	WP_004145759.1	2 to 1	RBB	WP_014907043.1	2 to 1	RBB	YP_005228417
397675193	RVBD_3252c	WP_003417047.1	alkane 1-monooxygenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675194	RVBD_3253c	WP_003417049.1	APA family basic amino acid/polyamine antiporter	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675195	RVBD_3254	WP_003899988.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675196	RVBD_3255c	WP_003417054.1	mannose-6-phosphate isomerase	1 to 1	RBB	WP_002903312.1	1 to 1	RBB	WP_008805077.1	1 to 1	RBB	WP_002903312.1	1 to 1	RBB	NP_416130.3	1 to 1	RBB	WP_004183884.1	1 to 1	RBB	WP_002903312.1	1 to 1	RBB	YP_005226719
397675197	RVBD_3256c	WP_003417056.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675198	RVBD_3257c	WP_003899989.1	phosphomannomutase	1 to 1	RBB	WP_004899416.1	1 to 2	RBB	WP_004899416.1;WP_012541094.1	0	N/A		1 to 1	RBB	NP_416552.1	1 to 1	RBB	WP_004899416.1	1 to 1	RBB	WP_004899416.1	0	N/A	
397675199	RVBD_3258c	WP_003417073.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675200	RVBD_3259	WP_003417076.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675201	RVBD_3260c	WP_003900662.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675202	RVBD_3261	WP_003417087.1	2-phospho-L-lactate transferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675203	RVBD_3262	WP_003900663.1	gamma-glutamyl ligase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675204	RVBD_3262A	YP_006516739	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675205	RVBD_3263	WP_003912160.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675206	RVBD_3264c	WP_003417097.1	mannose-1-phosphate guanylyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675207	RVBD_3265c	WP_003899992.1	dTDP-Rha:alpha-D-GlcNAc-pyrophosphate polyprenol, alpha-3-L-rhamnosyltransferase	0	N/A		0	N/A		1 to 1	RBB	YP_001336135	0	N/A		0	N/A		0	N/A		0	N/A	
397675208	RVBD_3266c	WP_003899993.1	dTDP-4-dehydrorhamnose reductase	0	N/A		0	N/A		1 to 2	SSD	WP_004175259.1	1 to 1	RBB	NP_416544.1	0	N/A		0	N/A		1 to 1	SSD	YP_005227856
397675209	RVBD_3267	WP_003900664.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675210	RVBD_3268	WP_003417112.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675211	RVBD_3269	WP_003417115.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675212	RVBD_3270	WP_003899995.1	heavy metal translocating P-type ATPase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675213	RVBD_3271c	WP_003417119.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675214	RVBD_3272	WP_003417120.1	hypothetical protein	0	N/A		0	N/A		0	N/A		1 to 2	RBB	NP_416872.4;NP_416875.1	0	N/A		0	N/A		0	N/A	
397675215	RVBD_3273	WP_003917141.1	carbonic anhydrase	1 to 1	RBB	WP_012737245.1	1 to 1	RBB	WP_012543066.1	1 to 1	RBB	WP_015959323.1	0	N/A		1 to 1	RBB	WP_004222216.1	1 to 1	RBB	WP_012737245.1	1 to 1	RBB	YP_005224838
397675216	RVBD_3274c	WP_003417122.1	acyl-CoA dehydrogenase fadE25	1 to 4	RBB	WP_000337350.1	5 to 1	RBB	WP_012542794.1	7 to 1	RBB	WP_002889690.1	2 to 1	RBB	NP_414581.1	6 to 1	RBB	WP_002889690.1	6 to 1	RBB	WP_002889690.1	7 to 1	RBB	YP_005225261
397675217	RVBD_3275c	WP_003899997.1	N5-carboxyaminoimidazole ribonucleotide mutase	1 to 1	SSD	WP_004151322.1	1 to 1	RBB	WP_012542650.1	1 to 1	SSD	WP_004151322.1	1 to 1	RBB	NP_415056.1	1 to 1	RBB	WP_004223115.1	1 to 1	RBB	WP_004151322.1	1 to 1	SSD	YP_005225527
397675218	RVBD_3276c	WP_003417126.1	N5-carboxyaminoimidazole ribonucleotide synthase	1 to 1	SSD	WP_012737545.1	1 to 1	RBB	WP_008805468.1	1 to 1	Borderline-SSD	WP_004143002.1	1 to 1	RBB	NP_415055.1	1 to 1	RBB	WP_004223112.1	1 to 1	RBB	WP_012737545.1	1 to 1	SSD	YP_005225526
397675219	RVBD_3277	WP_003899998.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675220	RVBD_3278c	WP_003417130.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675221	RVBD_3279c	WP_003899999.1	biotin-[acetyl-CoA-carboxylase] ligase	1 to 1	SSD	WP_014908110.1	1 to 1	SSD	WP_008808010.1	1 to 1	SSD	WP_002883521.1	1 to 1	RBB	NP_418404.1	1 to 1	RBB	WP_002883521.1	1 to 1	SSD	WP_002883521.1	1 to 1	SSD	YP_005224492
397675222	RVBD_3280	WP_003417136.1	propionyl-CoA carboxylase subunit beta	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675223	RVBD_3281	WP_010886160.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675224	RVBD_3282	WP_003417146.1	maf-like protein	2 to 1	RBB	WP_015875196.1;WP_014907850.1	1 to 2	RBB	YP_002236339;WP_008805982.1	1 to 2	RBB	WP_002899273.1;WP_002918646.1	1 to 2	RBB	NP_415605.2;NP_417714.1	1 to 2	RBB	WP_002899273.1;WP_002918646.1	1 to 2	SSD	WP_014907850.1;WP_015875196.1	1 to 2	RBB	YP_005226264;YP_005229087
397675225	RVBD_3283	WP_003417149.1	thiosulfate sulfurtransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675226	RVBD_3284	WP_003417152.1	cysteine desulfuration protein SufE	1 to 1	RBB	WP_004142894.1	1 to 1	RBB	WP_008806277.1	1 to 1	RBB	WP_004142894.1	1 to 1	RBB	NP_417291.1	1 to 1	RBB	WP_004142894.1	1 to 1	RBB	WP_004142894.1	1 to 1	RBB	YP_005228543
397675227	RVBD_3285	WP_003417156.1	acetyl/propionyl-CoA carboxylase subunit alpha	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675228	RVBD_3286c	WP_003417158.1	sigma-B/F/G subfamily RNA polymerase sigma-70 factor	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_416432.3	0	N/A		0	N/A		0	N/A	
397675229	RVBD_3287c	WP_003417160.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675230	RVBD_3288c	WP_003900003.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675231	RVBD_3289c	WP_003417165.1	transmembrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675232	RVBD_3290c	WP_003900004.1	L-lysine 6-transaminase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675233	RVBD_3291c	WP_003417179.1	lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	1 to 1	RBB	WP_000228469.1	1 to 1	RBB	WP_000228469.1	1 to 1	RBB	WP_000228469.1	1 to 1	RBB	NP_415409.1	1 to 1	RBB	WP_000228469.1	1 to 1	RBB	WP_000228469.1	1 to 1	RBB	YP_005226100
397675234	RVBD_3292	WP_003417184.1	hypothetical protein	1 to 1	RBB	WP_002907549.1	1 to 1	RBB	WP_008804661.1	1 to 1	RBB	WP_002907549.1	1 to 1	RBB	NP_415940.1	1 to 1	RBB	WP_002907549.1	1 to 1	RBB	WP_002907549.1	1 to 1	RBB	YP_005227225
397675235	RVBD_3293	WP_031647156.1	aldehyde dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675236	RVBD_3294c	WP_003417192.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675237	RVBD_3295	WP_003417200.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A		4 to 1	RBB	NP_415533.1	0	N/A		0	N/A		0	N/A	
397675238	RVBD_3296	WP_003912132.1	ATP-dependent helicase Lhr	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_416170.1	0	N/A		0	N/A		0	N/A	
397675239	RVBD_3297	WP_003900006.1	endonuclease VIII	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_415242.1	0	N/A		0	N/A		0	N/A	
397675240	RVBD_3298c	WP_003417210.1	polyhydroxybutyrate depolymerase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675241	RVBD_3299c	WP_003916522.1	arylsulfatase	1 to 3	RBB	WP_012737578.1	0	N/A		3 to 1	RBB	WP_004893684.1	3 to 1	RBB	NP_416015.2	3 to 1	RBB	WP_004223434.1	3 to 1	RBB	WP_012737578.1	3 to 1	RBB	YP_005225645
397675242	RVBD_3300c	WP_003913034.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675243	RVBD_3301c	WP_003417216.1	phosphate transporter regulatory protein PhoU	1 to 2	RBB	WP_004145007.1	2 to 1	RBB	WP_004145007.1	2 to 1	RBB	WP_004145007.1	0	N/A		2 to 1	RBB	WP_004145007.1	2 to 1	RBB	WP_004145007.1	2 to 1	RBB	YP_005229596
397675244	RVBD_3302c	WP_003417217.1	glycerol-3-phosphate dehydrogenase	1 to 2	RBB	WP_002920554.1	2 to 1	RBB	WP_008806993.1	1 to 1	RBB	WP_015959098.1	2 to 1	RBB	NP_417884.1	1 to 1	RBB	WP_004901088.1	2 to 1	RBB	WP_002920554.1	2 to 1	RBB	YP_005229244
397675245	RVBD_3303c	WP_009936266.1	NAD(P)H dehydrogenase (quinone)	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675246	RVBD_3304	WP_003417219.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675247	RVBD_3305c	WP_003417220.1	amidohydrolase	5 to 1	RBB	WP_004142619.1;WP_002901900.1;WP_014907431.1;WP_014907890.1;WP_014907515.1	1 to 5	RBB	WP_012541199.1;WP_012541438.1;WP_008804705.1;WP_023297456.1;WP_012542544.1	1 to 5	RBB	WP_012068391.1;WP_004147828.1;WP_002901900.1;WP_015958491.1;WP_004148649.1	0	N/A		1 to 5	RBB	WP_004223425.1;WP_004147828.1;WP_002901900.1;WP_004180131.1;WP_004898758.1	1 to 5	RBB	WP_004142619.1;WP_014907890.1;WP_002901900.1;WP_014907515.1;WP_014907431.1	1 to 5	RBB	YP_005225640;YP_005226145;YP_005226506;YP_005227172;YP_005227372
397675248	RVBD_3306c	WP_003900009.1	amidohydrolase	1 to 1	RBB	WP_014907662.1	1 to 1	RBB	WP_012541884.1	1 to 1	RBB	WP_004176321.1	1 to 1	RBB	NP_415853.1	1 to 1	RBB	WP_004176321.1	1 to 1	RBB	WP_004176321.1	1 to 1	RBB	YP_005226741
397675249	RVBD_3307	WP_003417233.1	purine nucleoside phosphorylase	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_416902.1	0	N/A		0	N/A		0	N/A	
397675250	RVBD_3308	WP_003900011.1	phosphomannomutase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675251	RVBD_3309c	WP_003417245.1	uracil phosphoribosyltransferase	1 to 1	SSD	WP_002913827.1	1 to 1	SSD	WP_004201927.1	1 to 1	SSD	WP_002913827.1	1 to 1	RBB	NP_416993.2	1 to 1	RBB	WP_002913827.1	1 to 1	SSD	WP_002913827.1	1 to 1	SSD	YP_005228194
397675252	RVBD_3310	WP_003900013.1	acid phosphatase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675253	RVBD_3311	WP_003417251.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675256	RVBD_3312A	WP_003417257.1	pilin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675254	RVBD_3312c	WP_003417254.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675255	RVBD_3312Xc	YP_006516790	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675257	RVBD_3313c	WP_003417259.1	adenosine deaminase	0	N/A		1 to 1	RBB	WP_012541536.1	1 to 1	RBB	WP_004151209.1	1 to 1	RBB	NP_416140.1	1 to 1	RBB	WP_004151209.1	1 to 1	RBB	WP_004151209.1	1 to 1	RBB	YP_005227237
397675258	RVBD_3314c	WP_003900016.1	thymidine phosphorylase	1 to 1	RBB	WP_002887787.1	1 to 1	SSD	WP_008807525.1	1 to 1	RBB	WP_002887787.1	1 to 1	RBB	NP_418799.1	1 to 1	RBB	WP_002887787.1	1 to 1	SSD	WP_002887787.1	1 to 1	RBB	YP_005224991
397675259	RVBD_3315c	WP_003417264.1	cytidine deaminase	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_416648.1	0	N/A		0	N/A		0	N/A	
397675260	RVBD_3316	WP_003417267.1	succinate dehydrogenase, cytochrome b556 subunit	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675261	RVBD_3317	WP_009936281.1	succinate dehydrogenase hydrophobic membrane anchor protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675262	RVBD_3318	WP_003417273.1	succinate dehydrogenase, flavoprotein subunit	1 to 1	RBB	WP_004179067.1	1 to 1	RBB	WP_008805685.1	1 to 1	SSD	WP_004179067.1	1 to 1	RBB	NP_415251.1	1 to 1	RBB	WP_004179067.1	1 to 1	RBB	WP_004179067.1	1 to 1	SSD	YP_005225867
397675263	RVBD_3319	WP_003417279.1	succinate dehydrogenase and fumarate reductase iron-sulfur protein	1 to 1	RBB	WP_014907921.1	1 to 1	RBB	WP_008805686.1	1 to 1	RBB	WP_002894954.1	1 to 1	RBB	NP_415252.1	1 to 1	RBB	WP_002894954.1	1 to 1	RBB	WP_002894954.1	1 to 1	RBB	YP_005225868
397675264	RVBD_3320c	WP_003417282.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675265	RVBD_3321c	WP_003417286.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675266	RVBD_3322c	WP_003417288.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675267	RVBD_3323c	WP_003417290.1	molybdopterin synthase catalytic subunit	1 to 2	RBB	WP_002895674.1	2 to 1	RBB	WP_008805750.1	2 to 1	SSD	WP_002895674.1	2 to 1	RBB	NP_415306.1	2 to 1	RBB	WP_004223773.1	2 to 1	RBB	WP_002895674.1	2 to 1	SSD	YP_005225941
397675269	RVBD_3324A	YP_006516804	4a-hydroxytetrahydrobiopterin dehydratase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675268	RVBD_3324c	WP_003417293.1	molybdenum cofactor biosynthesis protein C 3	1 to 2	RBB	WP_002895670.1	2 to 1	SSD	WP_008805748.1	2 to 1	RBB	WP_002895670.1	2 to 1	RBB	NP_415304.1	2 to 1	RBB	WP_002895670.1	2 to 1	SSD	WP_002895670.1	2 to 1	RBB	YP_005225939
397675270	RVBD_3325	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		16 to 1	RBB	WP_004222278.1	0	N/A		16 to 1	RBB	YP_005225151
397675271	RVBD_3326	WP_003899492.1	transposase	4 to 16	RBB	WP_004146689.1	16 to 1	SSD	WP_012543023.1	16 to 4	RBB	WP_004146689.1;WP_015958955.1	16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 7	RBB	WP_004146689.1;WP_004222280.1;WP_014599215.1	16 to 4	RBB	WP_004146689.1	16 to 7	RBB	YP_005224653;YP_005225150;YP_005225191;YP_005225696;YP_005225762;YP_005226399;YP_005229359
397675272	RVBD_3327	WP_003905037.1	transposase	1 to 1	RBB	WP_004140393.1	1 to 1	RBB	WP_012542084.1	1 to 1	RBB	WP_004176519.1	1 to 1	RBB	NP_416267.1	1 to 1	RBB	WP_004224229.1	1 to 1	RBB	WP_004140393.1	1 to 1	RBB	YP_005226413
397675273	RVBD_3328c	WP_009935306.1	sigma-70 family RNA polymerase sigma factor	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675274	RVBD_3329	WP_003912180.1	hypothetical protein	1 to 1	RBB	WP_012737606.1	1 to 1	RBB	WP_012542107.1	1 to 1	SSD	WP_004214933.1	0	N/A		1 to 1	RBB	WP_004183313.1	1 to 1	RBB	WP_012737606.1	1 to 1	SSD	YP_005225707
397675275	RVBD_3330	WP_003417415.1	D-alanyl-D-alanine carboxypeptidase	1 to 1	RBB	WP_004153104.1	2 to 1	RBB	WP_016161444.1	2 to 1	RBB	WP_004153104.1	2 to 1	RBB	NP_416514.4	2 to 1	RBB	WP_004153104.1	2 to 1	RBB	WP_004153104.1	1 to 1	RBB	YP_005227829
397675276	RVBD_3331	WP_003912183.1	sugar porter (SP) family MFS transporter	4 to 1	RBB	WP_002916587.1;WP_002916001.1;WP_014907110.1;WP_014907606.1	1 to 3	RBB	WP_008806458.1;WP_008806353.1;WP_012541737.1	1 to 4	SSD	WP_004143440.1;WP_002914018.1;WP_002916001.1;WP_002916587.1	1 to 3	RBB	NP_417318.1;NP_417418.1;NP_418455.1	1 to 4	RBB	WP_004143440.1;WP_004899871.1;WP_002916001.1;WP_002916587.1	1 to 4	RBB	WP_004143440.1;WP_002914018.1;WP_002916001.1;WP_002916587.1	1 to 4	SSD	YP_005226920;YP_005228243;YP_005228630;YP_005228745
397675277	RVBD_3332	WP_003417418.1	N-acetylglucosamine-6-phosphate deacetylase	1 to 1	RBB	WP_002894747.1	1 to 1	SSD	WP_012542447.1	1 to 1	RBB	WP_002894747.1	1 to 1	RBB	NP_415203.1	1 to 1	RBB	WP_004223668.1	1 to 1	SSD	WP_002894747.1	1 to 1	RBB	YP_005225831
397675279	RVBD_3333A	YP_006516814	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675278	RVBD_3333c	WP_003417421.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675280	RVBD_3334	WP_003900026.1	MerR family transcriptional regulator	2 to 1	RBB	WP_004185894.1;WP_002892208.1	1 to 2	RBB	WP_008807053.1;WP_002892208.1	1 to 2	RBB	WP_002892208.1;WP_004185894.1	1 to 2	RBB	NP_415020.1;NP_417751.1	1 to 2	RBB	WP_002892208.1;WP_004900962.1	1 to 2	RBB	WP_002892208.1;WP_004185894.1	1 to 2	RBB	YP_005225513;YP_005229141
