Escherichia coli str. K-12 substr. MG1655 - GI (Reference)	Escherichia coli str. K-12 substr. MG1655 - Locus Tag (Reference)	Escherichia coli str. K-12 substr. MG1655 - NCBI RefSeq Accession (Reference)	Escherichia coli str. K-12 substr. MG1655 - Description (Reference)	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae KCTC 2242 - ortholog count (reference : comparison)	Klebsiella pneumoniae KCTC 2242 - ortholuge status	Klebsiella pneumoniae KCTC 2242 - ortholog NCBI RefSeq accession	Mycobacterium tuberculosis H37Rv - ortholog count (reference : comparison)	Mycobacterium tuberculosis H37Rv - ortholuge status	Mycobacterium tuberculosis H37Rv - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae 342 - ortholog count (reference : comparison)	Klebsiella pneumoniae 342 - ortholuge status	Klebsiella pneumoniae 342 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholog NCBI RefSeq accession
16131755	b3917	NP_418352.1	sulfate transporter subunit	1 to 1	SSD	YP_005229474	1 to 1	SSD	WP_004901431.1	1 to 2	RBB	WP_003412335.1	1 to 1	SSD	WP_002922936.1	1 to 1	SSD	WP_002922936.1	1 to 1	SSD	WP_002922936.1	1 to 1	SSD	WP_002922936.1
16131756	b3918	NP_418353.1	CDP-diacylglycerol phosphotidylhydrolase	1 to 1	SSD	YP_005229473	1 to 1	SSD	WP_004181543.1	1 to 1	RBB	WP_003411717.1	1 to 1	SSD	WP_004173892.1	1 to 1	SSD	WP_004173892.1	1 to 1	SSD	WP_008806813.1	1 to 1	SSD	WP_004181543.1
16131757	b3919	NP_418354.1	triosephosphate isomerase	1 to 1	SSD	YP_005229471	1 to 1	SSD	WP_002922909.1	1 to 1	RBB	WP_003407398.1	1 to 1	SSD	WP_002922909.1	1 to 1	SSD	WP_002922909.1	1 to 1	SSD	WP_002922909.1	1 to 1	SSD	WP_002922909.1
16131758	b3920	NP_418355.1	conserved protein	1 to 1	SSD	YP_005229470	1 to 1	SSD	WP_004901421.1	0	N/A		1 to 1	SSD	WP_002922908.1	1 to 1	SSD	WP_002922908.1	1 to 1	SSD	WP_008806815.1	1 to 1	SSD	WP_041937685.1
16131759	b3921	NP_418356.1	predicted inner membrane protein, DUF805 family	1 to 1	SSD	YP_005229469	1 to 1	SSD	WP_004901418.1	0	N/A		1 to 1	SSD	WP_004901418.1	1 to 1	SSD	WP_004901418.1	1 to 1	SSD	WP_004173894.1	1 to 1	SSD	WP_004901418.1
16131760	b3922	NP_418357.1	conserved protein, UPF0381 family	1 to 1	RBB	YP_005227182	1 to 1	RBB	WP_002906788.1	0	N/A		1 to 1	RBB	WP_002906788.1	1 to 1	RBB	WP_002906788.1	1 to 1	RBB	WP_012541568.1	1 to 1	RBB	WP_015958496.1
16131761	b3923	NP_418358.1	stress-induced protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16131762	b3924	NP_418359.1	ferredoxin-NADP reductase	1 to 1	SSD	YP_005229468	1 to 1	SSD	WP_004173895.1	0	N/A		1 to 1	SSD	WP_014906769.1	1 to 1	SSD	WP_014906769.1	1 to 1	SSD	WP_012540295.1	1 to 1	SSD	WP_004173895.1
16131763	b3925	NP_418360.1	fructose 1,6-bisphosphatase II	1 to 1	SSD	YP_005229467	1 to 1	SSD	WP_002922903.1	1 to 2	RBB	WP_003405806.1	1 to 1	SSD	WP_002922903.1	1 to 1	SSD	WP_002922903.1	1 to 1	SSD	WP_002922903.1	1 to 1	SSD	WP_002922903.1
16131764	b3926	NP_418361.1	glycerol kinase	1 to 1	SSD	YP_005229477	1 to 1	SSD	WP_002922944.1	1 to 1	RBB	WP_023637510.1	1 to 1	SSD	WP_014906766.1	1 to 1	SSD	WP_002922944.1	1 to 1	SSD	WP_008806810.1	1 to 1	SSD	WP_002922944.1
16131765	b3927	NP_418362.1	glycerol facilitator	1 to 1	SSD	YP_005229476	1 to 1	SSD	WP_002922941.1	0	N/A		1 to 1	SSD	WP_002922941.1	1 to 1	SSD	WP_002922941.1	1 to 1	SSD	WP_012540293.1	1 to 1	SSD	WP_002922941.1
16131766	b3928	NP_418363.1	septal ring assembly factor, stimulates cell division	1 to 1	SSD	YP_005229475	1 to 1	SSD	WP_002922939.1	0	N/A		1 to 1	SSD	WP_002922939.1	1 to 1	SSD	WP_002922939.1	1 to 1	SSD	WP_012967048.1	1 to 1	SSD	WP_002922939.1
16131767	b3929	NP_418364.1	ribonuclease E (RNase E) inhibitor protein	1 to 1	Borderline-SSD	YP_005224376	1 to 1	SSD	WP_002882913.1	1 to 1	RBB	WP_003399786.1	1 to 1	Borderline-SSD	WP_002882913.1	1 to 1	SSD	WP_002882913.1	1 to 1	SSD	WP_002882913.1	1 to 1	SSD	WP_002882913.1
16131768	b3930	NP_418365.1	1,4-dihydroxy-2-naphthoate octaprenyltransferase	1 to 1	SSD	YP_005224377	1 to 1	SSD	WP_002882914.1	1 to 1	RBB	WP_003402865.1	1 to 1	SSD	WP_009309732.1	1 to 1	SSD	WP_009309732.1	1 to 1	SSD	WP_012543268.1	1 to 1	SSD	WP_002882914.1
16131769	b3931	NP_418366.1	molecular chaperone and ATPase component of HslUV protease	1 to 1	SSD	YP_005224378	1 to 1	SSD	WP_002882917.1	0	N/A		1 to 1	SSD	WP_002882917.1	1 to 1	SSD	WP_002882917.1	1 to 1	Borderline-SSD	WP_008807871.1	1 to 1	SSD	WP_015959208.1
16131770	b3932	NP_418367.1	peptidase component of the HslUV protease	1 to 1	SSD	YP_005224379	1 to 1	SSD	WP_002882918.1	0	N/A		1 to 1	SSD	WP_002882918.1	1 to 1	SSD	WP_002882918.1	1 to 1	SSD	WP_002882918.1	1 to 1	SSD	WP_002882918.1
16131771	b3933	NP_418368.1	essential cell division protein	1 to 1	SSD	YP_005224380	1 to 1	SSD	WP_014599296.1	0	N/A		1 to 1	SSD	WP_004151859.1	1 to 1	SSD	WP_004151859.1	1 to 1	SSD	WP_032734001.1	1 to 1	SSD	WP_004151859.1
16131772	b3934	NP_418369.1	DNA-binding transcriptional dual regulator	1 to 1	SSD	YP_005224381	1 to 1	SSD	WP_002882921.1	1 to 9	RBB	WP_003419400.1	1 to 1	SSD	WP_002882921.1	1 to 1	SSD	WP_002882921.1	1 to 1	SSD	WP_004203676.1	1 to 1	SSD	WP_002882921.1
16131773	b3935	NP_418370.1	Primosome factor n' (replication factor Y)	1 to 1	SSD	YP_005224383	1 to 1	SSD	WP_004901742.1	1 to 1	RBB	WP_003407285.1	1 to 1	SSD	WP_009309733.1	1 to 1	SSD	WP_009309733.1	1 to 1	SSD	WP_012543266.1	1 to 1	SSD	WP_004177997.1
16131774	b3936	NP_418371.1	50S ribosomal subunit protein L31	1 to 1	SSD	YP_005224384	1 to 1	SSD	WP_002882922.1	1 to 1	RBB	WP_003406668.1	1 to 1	SSD	WP_002882922.1	1 to 1	SSD	WP_002882922.1	1 to 1	SSD	WP_008807868.1	1 to 1	SSD	WP_002882922.1
16131775	b3937	NP_418372.1	conserved protein, DUF830 family	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16131776	b3938	NP_418373.1	DNA-binding transcriptional repressor, S-adenosylmethionine-binding	1 to 1	SimNSSD	YP_005224385	1 to 1	SimNSSD	WP_002882924.1	0	N/A		1 to 1	SimNSSD	WP_002882924.1	1 to 1	SimNSSD	WP_002882924.1	1 to 1	SimNSSD	WP_004107547.1	1 to 1	SimNSSD	WP_002882924.1
16131777	b3939	NP_418374.1	cystathionine gamma-synthase, PLP-dependent	1 to 1	SSD	YP_005224386	1 to 1	SSD	WP_004150388.1	1 to 1	RBB	WP_003405736.1	1 to 1	SSD	WP_012737107.1	1 to 1	SSD	WP_012737107.1	1 to 1	SSD	WP_008807867.1	1 to 1	SSD	WP_004150388.1
16131778	b3940	NP_418375.1	fused aspartokinase II/homoserine dehydrogenase II	1 to 1	SSD	YP_005224387	1 to 1	SSD	WP_004901750.1	1 to 3	RBB	WP_003419828.1	1 to 1	SSD	WP_002882944.1	1 to 1	SSD	WP_002882944.1	1 to 1	SSD	WP_008807866.1	1 to 1	SSD	WP_002882944.1
16131779	b3941	NP_418376.1	5,10-methylenetetrahydrofolate reductase	1 to 1	SSD	YP_005224392	1 to 1	SSD	WP_002882952.1	0	N/A		1 to 1	SSD	WP_004203682.1	1 to 1	SSD	WP_004203682.1	1 to 1	SSD	WP_008807863.1	1 to 1	SSD	WP_002882952.1
16131780	b3942	NP_418377.1	catalase/hydroperoxidase HPI(I)	1 to 1	SSD	YP_005227075	1 to 1	SSD	WP_004176050.1	1 to 1	RBB	WP_003899075.1	1 to 1	SSD	WP_009485840.1	1 to 1	SSD	WP_009485840.1	1 to 1	SSD	WP_012541632.1	1 to 1	SSD	WP_004176050.1
90111667	b3943	NP_418378.4	inner membrane protein, predicted permease	1 to 1	RBB	YP_005224393	1 to 1	RBB	WP_004177983.1	0	N/A		1 to 1	RBB	WP_004177983.1	1 to 1	RBB	WP_004177983.1	0	N/A		1 to 1	RBB	WP_041937690.1
16131782	b3944	NP_418379.1	conserved protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
90111668	b3945	NP_418380.4	glycerol dehydrogenase, NAD	1 to 1	RBB	YP_005224394	1 to 1	RBB	WP_004146274.1	0	N/A		1 to 1	RBB	WP_012737111.1	1 to 1	RBB	WP_012737111.1	1 to 1	RBB	WP_012543263.1	1 to 1	RBB	WP_015959214.1
16131784	b3946	NP_418381.1	fructose-6-phosphate aldolase 2	1 to 1	SSD	YP_005224395	1 to 1	SSD	WP_004177977.1	0	N/A		1 to 1	SSD	WP_004177977.1	1 to 1	SSD	WP_004177977.1	1 to 1	SSD	WP_012543262.1	1 to 1	SSD	WP_004212041.1
49176446	b3947	YP_026278.1	fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004179266.1	1 to 1	RBB	WP_004179266.1	1 to 1	RBB	WP_012542283.1	0	N/A	
16131787	b3949	NP_418384.1	predicted enzyme IIC component of PTS	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014907875.1	1 to 1	RBB	WP_023341267.1	1 to 1	RBB	WP_008805917.1	0	N/A	
16131788	b3950	NP_418385.1	predicted enzyme IIB component of PTS	0	N/A		1 to 2	RBB	WP_004190049.1	0	N/A		1 to 1	RBB	WP_004179264.1	1 to 1	RBB	WP_004179264.1	1 to 1	RBB	WP_004179264.1	2 to 1	RBB	WP_004176139.1
16131789	b3951	NP_418386.1	predicted formate acetyltransferase 2 (pyruvate formate lyase II)	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004183609.1	1 to 1	RBB	WP_004183609.1	1 to 1	RBB	WP_012542284.1	0	N/A	
49176447	b3952	NP_418387.3	pyruvate formate lyase II activase	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004179261.1	1 to 1	RBB	WP_004179261.1	1 to 1	RBB	WP_008805914.1	0	N/A	
16131791	b3953	NP_418388.1	predicted enzyme IIB component of PTS	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004179260.1	1 to 1	RBB	WP_004179260.1	1 to 1	RBB	WP_008805913.1	0	N/A	
16131792	b3954	NP_418389.1	predicted DNA-binding transcriptional regulator	1 to 1	RBB	YP_005224396	1 to 1	RBB	WP_004901768.1	0	N/A		1 to 1	RBB	WP_012737112.1	1 to 1	RBB	WP_012737112.1	1 to 1	RBB	WP_012543261.1	1 to 1	RBB	WP_002882984.1
16131793	b3955	NP_418390.1	conserved inner membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16131794	b3956	NP_418391.1	phosphoenolpyruvate carboxylase	1 to 1	SSD	YP_005224398	1 to 1	SSD	WP_004181636.1	0	N/A		1 to 1	SSD	WP_004181636.1	1 to 1	SSD	WP_004181636.1	1 to 1	SSD	WP_008807858.1	1 to 1	SSD	WP_004181636.1
16131795	b3957	NP_418392.1	acetylornithine deacetylase	1 to 1	SSD	YP_005224399	1 to 1	SSD	WP_004177969.1	1 to 1	RBB	WP_003411121.1	1 to 1	SSD	WP_004177969.1	1 to 1	SSD	WP_004177969.1	1 to 1	SSD	WP_012543260.1	1 to 1	SSD	WP_041937691.1
16131796	b3958	NP_418393.1	N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding	1 to 1	SSD	YP_005224400	1 to 1	SSD	WP_004181637.1	1 to 1	RBB	WP_003898960.1	1 to 1	SSD	WP_012737114.1	1 to 1	SSD	WP_012737114.1	1 to 1	SSD	WP_008807856.1	1 to 1	SSD	WP_015959217.1
145698337	b3959	NP_418394.3	acetylglutamate kinase	1 to 1	SSD	YP_005224401	1 to 1	SSD	WP_004177966.1	1 to 1	RBB	WP_003408161.1	1 to 1	SSD	WP_004181638.1	1 to 1	SSD	WP_004181638.1	1 to 1	SSD	WP_012543259.1	1 to 1	SSD	WP_004177966.1
16131798	b3960	NP_418395.1	argininosuccinate lyase	1 to 1	SSD	YP_005224402	1 to 1	SSD	WP_004146283.1	1 to 1	RBB	WP_003408180.1	1 to 1	SSD	WP_004146283.1	1 to 1	SSD	WP_004146283.1	1 to 1	SSD	WP_012543258.1	1 to 1	SSD	WP_004146283.1
16131799	b3961	NP_418396.1	DNA-binding transcriptional dual regulator	1 to 1	SSD	YP_005224403	1 to 1	SSD	WP_002883015.1	1 to 8	RBB	WP_003400857.1	1 to 1	SSD	WP_002883015.1	1 to 1	SSD	WP_002883015.1	1 to 1	SSD	WP_008807853.1	1 to 1	SSD	WP_002883015.1
90111670	b3962	NP_418397.2	pyridine nucleotide transhydrogenase, soluble	1 to 1	SSD	YP_005224404	1 to 1	SSD	WP_002883016.1	1 to 1	RBB	WP_003918486.1	1 to 1	SSD	WP_002883016.1	1 to 1	SSD	WP_002883016.1	1 to 1	SSD	WP_008807852.1	1 to 1	SSD	WP_002883016.1
145698338	b3963	NP_418398.2	DNA-binding transcriptional repressor	1 to 1	SSD	YP_005224405	1 to 1	SSD	WP_004151856.1	1 to 1	RBB	WP_003415979.1	1 to 1	SSD	WP_004151856.1	1 to 1	SSD	WP_004151856.1	1 to 1	SSD	WP_004151856.1	1 to 1	SSD	WP_004151856.1
16131802	b3964	NP_418399.1	inner membrane protein, DUF1422 family	1 to 1	SSD	YP_005224406	1 to 1	SSD	WP_002883021.1	0	N/A		1 to 1	SSD	WP_002883021.1	1 to 1	SSD	WP_002883021.1	1 to 1	SSD	WP_004203691.1	1 to 1	SSD	WP_002883021.1
16131803	b3965	NP_418400.1	tRNA m(5)U54 methyltransferase, SAM-dependen	1 to 1	SSD	YP_005224407	1 to 1	SSD	WP_002883023.1	1 to 3	RBB	WP_003900550.1	1 to 1	SSD	WP_002883023.1	1 to 1	SSD	WP_002883023.1	1 to 1	SSD	WP_012543257.1	1 to 1	SSD	WP_015959219.1
16131804	b3966	NP_418401.1	vitamin B12/cobalamin outer membrane transporter	1 to 1	Non-SSD	YP_005224408	1 to 1	Non-SSD	WP_004901782.1	0	N/A		0	N/A		1 to 1	Non-SSD	WP_004146288.1	1 to 1	Non-SSD	WP_012543256.1	1 to 1	Non-SSD	WP_004187300.1
90111671	b3967	NP_418402.2	glutamate racemase	1 to 1	SSD	YP_005224409	1 to 1	SSD	WP_002883026.1	1 to 1	RBB	WP_003406919.1	1 to 1	SSD	WP_002883026.1	1 to 1	SSD	WP_002883026.1	1 to 1	SSD	WP_008807849.1	1 to 1	SSD	WP_002883026.1
16131806	b3972	NP_418403.1	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	1 to 1	SSD	YP_005224491	1 to 1	SSD	WP_004901905.1	1 to 1	RBB	WP_003402354.1	1 to 1	SSD	WP_012737140.1	1 to 1	SSD	WP_012737140.1	1 to 1	SSD	WP_008808011.1	1 to 1	SSD	WP_015959236.1
16131807	b3973	NP_418404.1	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding	1 to 1	SSD	YP_005224492	1 to 1	SSD	WP_002883521.1	1 to 1	RBB	WP_003899999.1	1 to 1	SSD	WP_014908110.1	1 to 1	SSD	WP_002883521.1	1 to 1	SSD	WP_008808010.1	1 to 1	SSD	WP_002883521.1
16131808	b3974	NP_418405.1	pantothenate kinase	1 to 1	SSD	YP_005224493	1 to 1	SSD	WP_015959237.1	1 to 1	RBB	WP_003405790.1	1 to 1	SSD	WP_015959237.1	1 to 1	SSD	WP_015959237.1	1 to 1	SSD	WP_008808009.1	1 to 1	SSD	WP_015959237.1
16131810	b3980	NP_418407.1	protein chain elongation factor EF-Tu (duplicate of tufA)	2 to 2	RBB	YP_005224494;YP_005229174	2 to 2	RBB	WP_014599299.1;WP_004174069.1	1 to 2	RBB	WP_003403463.1	2 to 2	RBB	WP_014906848.1;WP_004174069.1	2 to 2	RBB	WP_004174069.1	2 to 2	SSD	WP_012540432.1	2 to 2	RBB	WP_004174069.1
16131811	b3981	NP_418408.1	preprotein translocase membrane subunit	1 to 1	SSD	YP_005224495	1 to 1	SSD	WP_002883772.1	0	N/A		1 to 1	SSD	WP_002883772.1	1 to 1	SSD	WP_002883772.1	1 to 1	SSD	WP_002883772.1	1 to 1	SSD	WP_002883772.1
16131812	b3982	NP_418409.1	transcription termination factor	1 to 1	SSD	YP_005224496	1 to 1	SSD	WP_001287521.1	1 to 1	RBB	WP_003403288.1	1 to 1	SSD	WP_001287521.1	1 to 1	SSD	WP_001287521.1	1 to 1	SSD	WP_007665882.1	1 to 1	SSD	WP_001287521.1
16131813	b3983	NP_418410.1	50S ribosomal subunit protein L11	1 to 1	SSD	YP_005224497	1 to 1	SSD	WP_002884034.1	1 to 1	RBB	WP_003403291.1	1 to 1	SSD	WP_002884034.1	1 to 1	SSD	WP_002884034.1	1 to 1	SSD	WP_008808007.1	1 to 1	SSD	WP_002884034.1
16131814	b3984	NP_418411.1	50S ribosomal subunit protein L1	1 to 1	SSD	YP_005224498	1 to 1	SSD	WP_002884036.1	1 to 1	RBB	WP_003403292.1	1 to 1	SSD	WP_002884036.1	1 to 1	SSD	WP_002884036.1	1 to 1	SSD	WP_008808006.1	1 to 1	SSD	WP_002884036.1
16131815	b3985	NP_418412.1	50S ribosomal subunit protein L10	1 to 1	SSD	YP_005224499	1 to 1	SSD	WP_001207203.1	1 to 1	RBB	WP_003403341.1	1 to 1	SSD	WP_001207203.1	1 to 1	SSD	WP_001207203.1	1 to 1	SSD	WP_001207203.1	1 to 1	SSD	WP_001207203.1
16131816	b3986	NP_418413.1	50S ribosomal subunit protein L7/L12	1 to 1	SSD	YP_005224500	1 to 1	SSD	WP_002884142.1	1 to 1	RBB	WP_003403353.1	1 to 1	SSD	WP_002884142.1	1 to 1	SSD	WP_002884142.1	1 to 1	SSD	WP_002884142.1	1 to 1	SSD	WP_002884142.1
16131817	b3987	NP_418414.1	RNA polymerase, beta subunit	1 to 1	SSD	YP_005224501	1 to 1	SSD	WP_014599300.1	1 to 1	RBB	WP_003900201.1	1 to 1	SSD	WP_004901914.1	1 to 1	SSD	WP_004901914.1	1 to 1	SSD	WP_012543213.1	1 to 1	SSD	WP_004901914.1
16131818	b3988	NP_418415.1	RNA polymerase, beta prime subunit	1 to 1	SSD	YP_005224502	1 to 1	SSD	WP_002884146.1	1 to 1	RBB	WP_003403413.1	1 to 1	SSD	WP_002884146.1	1 to 1	SSD	WP_002884146.1	1 to 1	SSD	WP_008808004.1	1 to 1	SSD	WP_002884146.1
16131819	b3989	NP_418416.1	stationary phase growth adaptation protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16131820	b3990	NP_418417.1	tyrosine lyase, involved in thiamin-thiazole moiety synthesis	1 to 1	SSD	YP_005224508	1 to 1	SSD	WP_004177872.1	0	N/A		1 to 1	SSD	WP_004177872.1	1 to 1	SSD	WP_004177872.1	1 to 1	SSD	WP_012543211.1	1 to 1	SSD	WP_015959239.1
33347812	b3991	NP_418418.2	thiamin biosynthesis ThiGH complex subunit	1 to 1	SSD	YP_005224509	1 to 1	SSD	WP_004146302.1	1 to 1	RBB	WP_003916659.1	1 to 1	SSD	WP_004152308.1	1 to 1	SSD	WP_004152308.1	1 to 1	SSD	WP_012543210.1	1 to 1	SSD	WP_015959240.1
90111672	b3992	NP_418420.4	adenylyltransferase, modifies ThiS C-terminus	1 to 1	SSD	YP_005224511	1 to 1	SSD	WP_004152309.1	0	N/A		1 to 1	SSD	WP_004177871.1	1 to 1	SSD	WP_004177871.1	1 to 1	SSD	WP_008807997.1	1 to 1	SSD	WP_004177871.1
16131823	b3993	NP_418421.1	thiamin phosphate synthase (thiamin phosphate pyrophosphorylase)	1 to 1	SSD	YP_005224512	1 to 1	SSD	WP_004152310.1	1 to 1	RBB	WP_003402115.1	1 to 1	SSD	WP_004152310.1	1 to 1	SSD	WP_004152310.1	1 to 1	SSD	WP_008807996.1	1 to 1	SSD	WP_004152310.1
16131824	b3994	NP_418422.1	thiamin (pyrimidine moiety) biosynthesis protein	1 to 1	SSD	YP_005224513	1 to 1	SSD	WP_004901924.1	1 to 1	RBB	WP_003900143.1	1 to 1	SSD	WP_009485012.1	1 to 1	SSD	WP_009485012.1	1 to 1	SSD	WP_012543209.1	1 to 1	SSD	WP_004873297.1
16131825	b3995	NP_418423.1	stationary phase protein, binds sigma 70 RNA polymerase subunit	1 to 1	SSD	YP_005224514	1 to 1	SSD	WP_002884324.1	0	N/A		1 to 1	SSD	WP_002884324.1	1 to 1	SSD	WP_002884324.1	1 to 1	SSD	WP_002884324.1	1 to 1	SSD	WP_002884324.1
49176450	b3996	YP_026280.1	NADH pyrophosphatase	1 to 1	SSD	YP_005224515	1 to 1	SSD	WP_002884327.1	1 to 1	RBB	WP_003899965.1	1 to 1	SSD	WP_002884327.1	1 to 1	SSD	WP_002884327.1	1 to 1	SSD	WP_008807994.1	1 to 1	SSD	WP_002884327.1
16131827	b3997	NP_418425.1	uroporphyrinogen decarboxylase	1 to 1	SSD	YP_005224516	1 to 1	SSD	WP_004178235.1	1 to 1	RBB	WP_003413873.1	1 to 1	SSD	WP_004178235.1	1 to 1	SSD	WP_004178235.1	1 to 1	SSD	WP_008807993.1	1 to 1	SSD	WP_002884329.1
90111673	b3998	NP_418426.2	endonuclease V	1 to 1	Borderline-SSD	YP_005224517	1 to 1	Borderline-SSD	WP_004152311.1	0	N/A		1 to 1	Borderline-SSD	WP_012737143.1	1 to 1	Borderline-SSD	WP_012737143.1	1 to 1	Borderline-SSD	WP_008807992.1	1 to 1	Borderline-SSD	WP_004152311.1
16131829	b3999	NP_418427.1	conserved protein	1 to 1	SSD	YP_005224518	1 to 1	SSD	WP_002884331.1	0	N/A		1 to 1	SSD	WP_002884331.1	1 to 1	SSD	WP_002884331.1	1 to 1	SSD	WP_012543208.1	1 to 1	SSD	WP_015959241.1
16131830	b4000	NP_418428.1	HU, DNA-binding transcriptional regulator, alpha subunit	1 to 1	SimNSSD	YP_005224519	1 to 1	SimNSSD	WP_002884342.1	1 to 3	RBB	WP_003415107.1	1 to 1	SimNSSD	WP_002884342.1	1 to 1	SimNSSD	WP_002884342.1	1 to 1	SimNSSD	WP_002884342.1	1 to 1	SimNSSD	WP_002884342.1
16131831	b4001	NP_418429.1	conserved protein	1 to 1	SSD	YP_005224520	1 to 1	SSD	WP_002884344.1	0	N/A		1 to 1	SSD	WP_002884344.1	1 to 1	SSD	WP_002884344.1	1 to 1	SSD	WP_012969176.1	1 to 1	SSD	WP_002884344.1
90111674	b4002	NP_418430.2	Zn-binding periplasmic protein	1 to 1	RBB	YP_005224521	1 to 1	RBB	WP_002884346.1	0	N/A		1 to 1	RBB	WP_012737144.1	1 to 1	RBB	WP_012737144.1	1 to 1	RBB	WP_012543206.1	1 to 1	RBB	WP_002884346.1
16131833	b4003	NP_418431.1	sensory histidine kinase in two-component regulatory system with ZraR	1 to 1	RBB	YP_005224523	1 to 1	RBB	WP_004895017.1	0	N/A		1 to 1	RBB	WP_004895017.1	1 to 1	RBB	WP_004895017.1	1 to 1	RBB	WP_012543205.1	1 to 1	RBB	WP_015959242.1
16131834	b4004	NP_418432.1	fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein	1 to 1	RBB	YP_005224524	1 to 1	RBB	WP_004901934.1	0	N/A		1 to 1	RBB	WP_012737145.1	1 to 1	RBB	WP_012737145.1	1 to 1	RBB	WP_012543204.1	1 to 1	RBB	WP_015959243.1
16131835	b4005	NP_418433.1	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	1 to 1	SSD	YP_005224525	1 to 1	SSD	WP_002884357.1	1 to 1	RBB	WP_003898580.1	1 to 1	SSD	WP_002884357.1	1 to 1	SSD	WP_002884357.1	1 to 1	SSD	WP_008807986.1	1 to 1	SSD	WP_002884357.1
16131836	b4006	NP_418434.1	fused IMP cyclohydrolase/phosphoribosylaminoimidazolecarboxamide formyltransferase	1 to 1	SSD	YP_005224526	1 to 1	SSD	WP_004901938.1	1 to 1	RBB	WP_003404890.1	1 to 1	SSD	WP_002884359.1	1 to 1	SSD	WP_002884359.1	1 to 1	SSD	WP_012543203.1	1 to 1	SSD	WP_015959244.1
16131837	b4011	NP_418435.1	conserved stress-induced protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16131838	b4012	NP_418436.1	predicted acetyltransferase	1 to 1	SSD	YP_005224527	1 to 1	SSD	WP_004178258.1	1 to 1	RBB	WP_003900571.1	1 to 1	SSD	WP_004178258.1	1 to 1	SSD	WP_004178258.1	1 to 1	SSD	WP_008807332.1	1 to 1	SSD	WP_015959245.1
16131839	b4013	NP_418437.1	homoserine O-transsuccinylase	1 to 1	SSD	YP_005224528	1 to 1	SSD	WP_004146576.1	0	N/A		1 to 1	SSD	WP_004146576.1	1 to 1	SSD	WP_004146576.1	1 to 1	SSD	WP_008807331.1	1 to 1	SSD	WP_004146576.1
16131840	b4014	NP_418438.1	malate synthase A	1 to 1	SSD	YP_005224529	1 to 1	SSD	WP_002884559.1	0	N/A		1 to 1	SSD	WP_002884559.1	1 to 1	SSD	WP_002884559.1	1 to 1	SSD	WP_012543202.1	1 to 1	SSD	WP_015959246.1
16131841	b4015	NP_418439.1	isocitrate lyase	1 to 1	SSD	YP_005224530	1 to 1	SSD	WP_004192658.1	1 to 1	RBB	WP_003402316.1	1 to 1	SSD	WP_004192658.1	1 to 1	SSD	WP_004192658.1	1 to 1	SSD	WP_012543201.1	1 to 1	SSD	WP_029602897.1
