Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Staphylococcus aureus subsp. aureus str. Newman - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus str. Newman - ortholuge status	Staphylococcus aureus subsp. aureus str. Newman - ortholog NCBI RefSeq accession	Bacillus subtilis subsp. subtilis str. 168 - ortholog count (reference : comparison)	Bacillus subtilis subsp. subtilis str. 168 - ortholuge status	Bacillus subtilis subsp. subtilis str. 168 - ortholog NCBI RefSeq accession	Streptococcus pneumoniae D39 - ortholog count (reference : comparison)	Streptococcus pneumoniae D39 - ortholuge status	Streptococcus pneumoniae D39 - ortholog NCBI RefSeq accession
397675015	RVBD_3089	WP_003416081.1	o-succinylbenzoate--CoA ligase	3 to 1	RBB	WP_001008401.1	1 to 1	RBB	NP_388908.2	0	N/A	
397675016	RVBD_3089Ac	YP_006516551	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675017	RVBD_3090	WP_003416086.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675018	RVBD_3091	WP_003900628.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675019	RVBD_3092c	WP_003416091.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675020	RVBD_3093c	WP_003912071.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397675021	RVBD_3094c	WP_003416097.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675022	RVBD_3095	WP_003416099.1	transcriptional regulator	0	N/A		1 to 3	RBB	NP_388408.1;NP_388410.1;NP_390781.1	0	N/A	
397675023	RVBD_3096	WP_003899909.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675024	RVBD_3097c	WP_003912072.1	triacylglycerol lipase	1 to 1	RBB	WP_000620864.1	0	N/A		0	N/A	
561108365	RVBD_3098A	WP_003416110.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675025	RVBD_3098c	YP_006516560	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675027	RVBD_3099c	WP_003416111.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675028	RVBD_3100c	WP_003416113.1	SsrA-binding protein	1 to 1	RBB	WP_001085185.1	1 to 1	RBB	NP_391240.1	1 to 1	RBB	YP_816345.1
397675029	RVBD_3101c	WP_003416117.1	cell division transporter permease	0	N/A		1 to 1	RBB	NP_391405.1	1 to 1	RBB	YP_816154.1
397675030	RVBD_3102c	WP_003416120.1	type II (General) Secretory Pathway (IISP) Family protein	0	N/A		1 to 1	RBB	NP_391406.1	1 to 1	RBB	YP_816153.1
397675031	RVBD_3103c	WP_003416124.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675032	RVBD_3104c	WP_003416127.1	MscS family small conductance mechanosensitive ion channel	1 to 1	RBB	WP_001077602.1	1 to 1	RBB	NP_389304.2	1 to 1	RBB	YP_817015.1
397675033	RVBD_3105c	WP_003416129.1	peptide chain release factor 2	1 to 1	RBB	WP_000840125.1	1 to 1	RBB	NP_391409.1	1 to 1	RBB	YP_816152.1
397675034	RVBD_3106	WP_003900632.1	NADPH-ferredoxin reductase fprA	0	N/A		0	N/A		0	N/A	
397675035	RVBD_3107c	WP_003899914.1	alkyl-dihydroxyacetonephosphate synthase	0	N/A		0	N/A		0	N/A	
397675036	RVBD_3108	WP_031647143.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675037	RVBD_3109	WP_003900633.1	molybdenum cofactor biosynthesis protein A 1	1 to 1	RBB	WP_000230173.1	1 to 1	RBB	NP_391551.1	0	N/A	
397675038	RVBD_3110	WP_003416149.1	4a-hydroxytetrahydrobiopterin dehydratase	0	N/A		0	N/A		0	N/A	
397675039	RVBD_3111	WP_003899917.1	molybdenum cofactor biosynthesis protein C 1	2 to 1	RBB	WP_000134528.1	2 to 1	RBB	NP_388477.1	0	N/A	
397675040	RVBD_3112	WP_003899918.1	molybdopterin converting factor subunit 1	0	N/A		0	N/A		0	N/A	
397675041	RVBD_3113	WP_003912074.1	HAD hydrolase	0	N/A		0	N/A		0	N/A	
397675042	RVBD_3114	WP_003906986.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675043	RVBD_3115	WP_003901078.1	transposase	0	N/A		0	N/A		0	N/A	
397675044	RVBD_3116	WP_003899922.1	molybdopterin biosynthesis protein MoeB	2 to 1	RBB	WP_000076929.1	2 to 2	RBB	NP_389052.1;NP_389310.1	1 to 1	RBB	YP_816103.1
397675045	RVBD_3117	WP_003404293.1	thiosulfate sulfurtransferase	0	N/A		0	N/A		0	N/A	
397675046	RVBD_3118	WP_003404278.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675047	RVBD_3119	WP_003899923.1	molybdopterin synthase catalytic subunit	2 to 1	RBB	WP_000808500.1	2 to 1	SSD	NP_389313.1	0	N/A	
397675048	RVBD_3120	WP_003899924.1	methyltransferase	0	N/A		0	N/A		0	N/A	
397675049	RVBD_3121	WP_003917126.1	cytochrome P450 141 cyp141	0	N/A		0	N/A		0	N/A	
397675050	RVBD_3122	WP_003900634.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675051	RVBD_3123	WP_003901547.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675052	RVBD_3124	WP_003900636.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675053	RVBD_3125c	WP_003899929.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397675054	RVBD_3126c	WP_003899930.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675055	RVBD_3127	WP_003416354.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675056	RVBD_3129	WP_003416360.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675057	RVBD_3130c	WP_003899932.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A	
397675058	RVBD_3131	WP_003416362.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675059	RVBD_3132c	WP_003899933.1	redox sensor histidine kinase response regulator devS	2 to 2	RBB	WP_000437967.1;WP_001017131.1	0	N/A		0	N/A	
397675060	RVBD_3133c	WP_003416369.1	transcriptional regulatory protein devR (dosR)	1 to 3	RBB	WP_001045133.1;WP_000153530.1;WP_000706315.1	1 to 4	RBB	NP_388711.1;NP_388814.1;NP_391188.1;NP_391770.1	1 to 1	RBB	YP_815865.1
397675061	RVBD_3134c	WP_003416373.1	universal stress protein	0	N/A		0	N/A		0	N/A	
397675062	RVBD_3135	WP_003906988.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397675063	RVBD_3136	WP_003416381.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397675064	RVBD_3136Ac	YP_006516599	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675065	RVBD_3137	WP_003917127.1	histidinol-phosphatase	0	N/A		0	N/A		3 to 1	RBB	YP_816701.1
397675066	RVBD_3138	WP_003899934.1	pyruvate formate lyase activating enzyme	0	N/A		0	N/A		0	N/A	
397675067	RVBD_3139	WP_003900638.1	acyl-CoA dehydrogenase fadE24	0	N/A		0	N/A		0	N/A	
397675068	RVBD_3140	WP_003899936.1	acyl-CoA dehydrogenase	0	N/A		0	N/A		0	N/A	
397675069	RVBD_3141	WP_003416403.1	NADPH2:quinone reductase	1 to 1	RBB	WP_000573242.1	0	N/A		0	N/A	
397675070	RVBD_3142c	WP_003416407.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675071	RVBD_3143	WP_003416410.1	response regulator	0	N/A		0	N/A		0	N/A	
397675072	RVBD_3144c	WP_003913805.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397675073	RVBD_3145	WP_003416417.1	NADH-quinone oxidoreductase subunit A	0	N/A		0	N/A		0	N/A	
397675074	RVBD_3146	WP_003416420.1	NADH-quinone oxidoreductase subunit B	0	N/A		0	N/A		0	N/A	
397675075	RVBD_3147	WP_003416425.1	NADH-quinone oxidoreductase subunit C	0	N/A		0	N/A		0	N/A	
397675076	RVBD_3148	WP_003416430.1	NADH-quinone oxidoreductase subunit D	0	N/A		0	N/A		0	N/A	
397675077	RVBD_3149	WP_003416434.1	NADH-quinone oxidoreductase subunit E	0	N/A		0	N/A		0	N/A	
397675078	RVBD_3150	WP_003416439.1	NADH-quinone oxidoreductase subunit F	0	N/A		0	N/A		0	N/A	
397675079	RVBD_3151	WP_003916519.1	NADH-quinone oxidoreductase subunit G	0	N/A		1 to 1	RBB	NP_390600.1	0	N/A	
397675080	RVBD_3152	WP_003416445.1	NADH-quinone oxidoreductase subunit H	0	N/A		0	N/A		0	N/A	
397675081	RVBD_3153	WP_031647147.1	NADH-quinone oxidoreductase subunit I	0	N/A		0	N/A		0	N/A	
397675082	RVBD_3154	WP_003416449.1	NADH dehydrogenase I subunit J	0	N/A		0	N/A		0	N/A	
397675083	RVBD_3155	WP_003416452.1	NADH-quinone oxidoreductase subunit K	0	N/A		0	N/A		0	N/A	
397675084	RVBD_3156	WP_003900642.1	NADH-quinone oxidoreductase subunit L	1 to 2	RBB	WP_000060776.1;WP_000054609.1	1 to 1	SSD	NP_391038.2	0	N/A	
397675085	RVBD_3157	WP_003900643.1	NADH-quinone oxidoreductase subunit M	1 to 1	RBB	WP_000573077.1	1 to 1	RBB	NP_391041.3	0	N/A	
397675086	RVBD_3158	WP_003900644.1	NADH-quinone oxidoreductase subunit N	1 to 1	RBB	WP_000950548.1	0	N/A		0	N/A	
397675087	RVBD_3159c	WP_003906993.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675088	RVBD_3160c	WP_003416573.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675089	RVBD_3161c	WP_003900647.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397675090	RVBD_3162c	WP_003900648.1	membrane protein	0	N/A		0	N/A		0	N/A	
397675091	RVBD_3163c	WP_003416584.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_388515.2	0	N/A	
397675092	RVBD_3164c	WP_003416588.1	MoxR-like ATPase	0	N/A		0	N/A		0	N/A	
397675093	RVBD_3165c	WP_003416593.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675094	RVBD_3166c	WP_003900649.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675095	RVBD_3167c	WP_003416599.1	TetR family transcriptional regulator	0	N/A		1 to 1	RBB	NP_388413.1	0	N/A	
397675096	RVBD_3168	WP_003900650.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675097	RVBD_3169	WP_031647150.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675098	RVBD_3170	WP_003416607.1	monoamine oxidase	0	N/A		0	N/A		0	N/A	
397675099	RVBD_3171c	WP_010924623.1	peroxiredoxin	0	N/A		0	N/A		0	N/A	
397675100	RVBD_3172c	WP_003917749.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675101	RVBD_3173c	WP_003416617.1	TetR/AcrR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397675102	RVBD_3174	WP_003900652.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397675103	RVBD_3175	WP_003416624.1	amidase	0	N/A		0	N/A		0	N/A	
397675104	RVBD_3176c	WP_003416627.1	microsomal epoxide hydrolase	0	N/A		0	N/A		0	N/A	
397675105	RVBD_3177	WP_003416628.1	peroxiredoxin	0	N/A		0	N/A		0	N/A	
397675106	RVBD_3178	WP_003416632.1	deazaflavin-dependent nitroreductase	0	N/A		0	N/A		0	N/A	
397675107	RVBD_3178A	YP_006516642	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675108	RVBD_3179	WP_003416640.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A	
397675109	RVBD_3180c	WP_003899952.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675110	RVBD_3181c	WP_003899953.1	prevent-host-death family protein	0	N/A		0	N/A		0	N/A	
397675111	RVBD_3182	WP_003899954.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675112	RVBD_3183	WP_003899955.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675113	RVBD_3184	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A	
397675114	RVBD_3185	WP_003899492.1	transposase	0	N/A		0	N/A		16 to 1	RBB	YP_816351.1
397675115	RVBD_3186	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A	
397675116	RVBD_3187	WP_003899492.1	transposase	0	N/A		0	N/A		16 to 1	RBB	YP_816351.1
397675117	RVBD_3188	WP_003899956.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675118	RVBD_3189	WP_003899957.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675120	RVBD_3190A	WP_003416778.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675121	RVBD_3190B	YP_006516656	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675119	RVBD_3190c	WP_003912135.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675122	RVBD_3191c	WP_003416786.1	transposase	1 to 2	RBB	WP_031783734.1;YP_001333637	0	N/A		1 to 2	RBB	YP_816291.1;YP_816804.1
397675123	RVBD_3192	WP_003416793.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675124	RVBD_3192A	YP_006516659	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675125	RVBD_3193c	WP_003899961.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675126	RVBD_3194c	WP_003416799.1	PDZ domain-containing protein	0	N/A		1 to 1	RBB	NP_389388.2	1 to 1	RBB	YP_817187.1
397675127	RVBD_3195	WP_003912138.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675128	RVBD_3196	WP_021082912.1	bacteriocin biosynthesis cyclodehydratase domain-containing protein	0	N/A		0	N/A		0	N/A	
397675129	RVBD_3196A	WP_015456486.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675130	RVBD_3197	WP_003416815.1	ABC transporter ATP-binding protein	0	N/A		0	N/A		0	N/A	
397675131	RVBD_3197A	WP_003899963.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675133	RVBD_3198A	WP_003416827.1	glutaredoxin-like protein	0	N/A		0	N/A		0	N/A	
397675132	RVBD_3198c	WP_003912141.1	DNA helicase II/ATP-dependent DNA helicase PcrA	0	N/A		0	N/A		0	N/A	
397675134	RVBD_3199c	WP_003899965.1	NADH pyrophosphatase	1 to 1	RBB	WP_000588527.1	0	N/A		1 to 2	RBB	YP_816138.1;YP_816564.1
397675135	RVBD_3200c	WP_003899966.1	NAD+ diphosphatase	0	N/A		1 to 1	SSD	NP_391010.3	0	N/A	
397675136	RVBD_3201c	WP_003416833.1	DNA helicase II/ATP-dependent DNA helicase PcrA	0	N/A		0	N/A		0	N/A	
397675138	RVBD_3202A	WP_003907005.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675137	RVBD_3202c	WP_003899967.1	ATP-dependent DNA helicase	0	N/A		0	N/A		0	N/A	
397675139	RVBD_3203	WP_003899968.1	lipase lipV	0	N/A		0	N/A		0	N/A	
397675140	RVBD_3204	WP_003917132.1	methyltransferase	0	N/A		0	N/A		0	N/A	
397675141	RVBD_3205c	WP_003416850.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675142	RVBD_3206c	WP_003416855.1	molybdopterin biosynthesis protein MoeB	2 to 1	RBB	WP_000076929.1	2 to 2	RBB	NP_389052.1;NP_389310.1	1 to 1	RBB	YP_816089.1
397675143	RVBD_3207c	WP_003900656.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675144	RVBD_3208	WP_003416861.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397675145	RVBD_3208A	WP_003416863.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675146	RVBD_3209	WP_003416868.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675147	RVBD_3210c	WP_003416873.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675148	RVBD_3211	WP_003416875.1	ATP-dependent RNA helicase rhlE	0	N/A		0	N/A		0	N/A	
397675149	RVBD_3212	WP_003416876.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675150	RVBD_3213c	WP_003917133.1	chromosome partitioning protein	0	N/A		0	N/A		0	N/A	
397675151	RVBD_3214	WP_003416878.1	phosphoglycerate mutase	0	N/A		1 to 1	RBB	NP_388915.1	0	N/A	
397675152	RVBD_3215	WP_003416879.1	isochorismate synthase	1 to 1	RBB	WP_000190623.1	1 to 1	RBB	NP_391079.2	0	N/A	
397675153	RVBD_3216	YP_006516688	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675155	RVBD_3217Ac	YP_006516690	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675154	RVBD_3217c	WP_003416881.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675156	RVBD_3218	WP_003416883.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675157	RVBD_3219	WP_003416884.1	transcriptional regulator whib-like whiB1	0	N/A		0	N/A		0	N/A	
397675158	RVBD_3220c	WP_003416886.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675160	RVBD_3221A	WP_003416891.1	anti-sigma factor	0	N/A		0	N/A		0	N/A	
397675159	RVBD_3221c	WP_003416887.1	biotinylated protein	0	N/A		1 to 1	RBB	YP_003097733	0	N/A	
397675161	RVBD_3222c	WP_003899976.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675162	RVBD_3223c	WP_003900660.1	RNA polymerase sigma-E factor	0	N/A		0	N/A		0	N/A	
397675163	RVBD_3224	WP_003416899.1	citronellol/citronellal dehydrogenase	0	N/A		0	N/A		0	N/A	
397675164	RVBD_3224A	WP_003416901.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675165	RVBD_3224B	WP_003416902.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675166	RVBD_3225c	WP_003899979.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675167	RVBD_3226c	WP_003416907.1	hypothetical protein	0	N/A		1 to 3	SSD	NP_389747.1;NP_389769.1;NP_389931.1	0	N/A	
397675168	RVBD_3227	WP_003416914.1	3-phosphoshikimate 1-carboxyvinyltransferase	0	N/A		1 to 1	SSD	NP_390141.1	1 to 1	RBB	YP_816672.1
397675169	RVBD_3228	WP_003416916.1	ribosome small subunit-dependent GTPase A	1 to 1	RBB	WP_000847933.1	1 to 1	RBB	NP_389460.1	1 to 1	RBB	YP_817203.1
397675170	RVBD_3229c	WP_003416919.1	stearoyl-CoA 9-desaturase	0	N/A		0	N/A		0	N/A	
397675171	RVBD_3230c	WP_003416922.1	stearoyl-CoA 9-desaturase electron transfer partner	3 to 1	RBB	WP_000954810.1	0	N/A		0	N/A	
397675172	RVBD_3231c	WP_031647152.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675173	RVBD_3232c	WP_009938021.1	polyphosphate kinase 2	0	N/A		0	N/A		0	N/A	
397675174	RVBD_3233c	YP_006516709	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A	
397675175	RVBD_3234c	YP_006516710	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A	
397675176	RVBD_3235	WP_003912151.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675177	RVBD_3236c	WP_003416933.1	CPA2 family monovalent cation:H+ antiporter-2	0	N/A		1 to 1	SSD	NP_388866.2	0	N/A	
397675178	RVBD_3237c	WP_003899982.1	TrkA domain-containing protein	0	N/A		1 to 2	RBB	NP_388867.1;NP_390642.1	0	N/A	
397675179	RVBD_3238c	WP_003416945.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675180	RVBD_3239c	WP_003900661.1	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	0	N/A		3 to 1	RBB	NP_391637.1	0	N/A	
397675181	RVBD_3240c	WP_003901576.1	protein translocase subunit secA 1	1 to 1	RBB	WP_000506531.1	1 to 1	RBB	NP_391410.1	1 to 1	RBB	YP_816968.1
397675182	RVBD_3241c	WP_003901577.1	ribosomal subunit interface protein	1 to 1	RBB	WP_000617735.1	1 to 1	RBB	NP_391411.1	1 to 1	RBB	YP_817418.1
397675183	RVBD_3242c	WP_003416963.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675184	RVBD_3243c	WP_003416966.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675185	RVBD_3244c	WP_003901578.1	lipoprotein lpqB	0	N/A		0	N/A		0	N/A	
397675186	RVBD_3245c	WP_003917137.1	sensor histidine kinase mtrB	0	N/A		0	N/A		0	N/A	
397675187	RVBD_3246c	WP_003899985.1	DNA-binding response regulator mtrA	0	N/A		0	N/A		0	N/A	
397675188	RVBD_3247c	WP_003417036.1	thymidylate kinase	0	N/A		0	N/A		0	N/A	
397675189	RVBD_3248c	WP_003417039.1	adenosylhomocysteinase	0	N/A		0	N/A		0	N/A	
397675190	RVBD_3249c	WP_003417042.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675191	RVBD_3250c	WP_003417044.1	rubredoxin-2	0	N/A		0	N/A		0	N/A	
397675192	RVBD_3251c	WP_003417045.1	rubredoxin 3	0	N/A		0	N/A		0	N/A	
397675193	RVBD_3252c	WP_003417047.1	alkane 1-monooxygenase	0	N/A		0	N/A		0	N/A	
397675194	RVBD_3253c	WP_003417049.1	APA family basic amino acid/polyamine antiporter	2 to 1	RBB	WP_000534425.1	0	N/A		2 to 1	RBB	YP_816368.1
397675195	RVBD_3254	WP_003899988.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675196	RVBD_3255c	WP_003417054.1	mannose-6-phosphate isomerase	0	N/A		0	N/A		0	N/A	
397675197	RVBD_3256c	WP_003417056.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675198	RVBD_3257c	WP_003899989.1	phosphomannomutase	0	N/A		0	N/A		0	N/A	
397675199	RVBD_3258c	WP_003417073.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675200	RVBD_3259	WP_003417076.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675201	RVBD_3260c	WP_003900662.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675202	RVBD_3261	WP_003417087.1	2-phospho-L-lactate transferase	0	N/A		0	N/A		0	N/A	
397675203	RVBD_3262	WP_003900663.1	gamma-glutamyl ligase	0	N/A		0	N/A		0	N/A	
397675204	RVBD_3262A	YP_006516739	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675205	RVBD_3263	WP_003912160.1	methyltransferase	0	N/A		0	N/A		0	N/A	
397675206	RVBD_3264c	WP_003417097.1	mannose-1-phosphate guanylyltransferase	0	N/A		0	N/A		0	N/A	
397675207	RVBD_3265c	WP_003899992.1	dTDP-Rha:alpha-D-GlcNAc-pyrophosphate polyprenol, alpha-3-L-rhamnosyltransferase	0	N/A		0	N/A		0	N/A	
397675208	RVBD_3266c	WP_003899993.1	dTDP-4-dehydrorhamnose reductase	0	N/A		1 to 1	RBB	NP_391661.3	1 to 1	RBB	YP_815846.1
397675209	RVBD_3267	WP_003900664.1	hypothetical protein	0	N/A		0	N/A		2 to 1	RBB	YP_815830.1
397675210	RVBD_3268	WP_003417112.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675211	RVBD_3269	WP_003417115.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675212	RVBD_3270	WP_003899995.1	heavy metal translocating P-type ATPase	0	N/A		0	N/A		0	N/A	
397675213	RVBD_3271c	WP_003417119.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675214	RVBD_3272	WP_003417120.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675215	RVBD_3273	WP_003917141.1	carbonic anhydrase	0	N/A		0	N/A		0	N/A	
397675216	RVBD_3274c	WP_003417122.1	acyl-CoA dehydrogenase fadE25	3 to 1	RBB	WP_000142189.1	1 to 2	RBB	NP_390295.2;NP_391598.1	0	N/A	
397675217	RVBD_3275c	WP_003899997.1	N5-carboxyaminoimidazole ribonucleotide mutase	1 to 1	RBB	WP_000861572.1	1 to 1	SSD	NP_388524.1	1 to 1	RBB	YP_815504.1
397675218	RVBD_3276c	WP_003417126.1	N5-carboxyaminoimidazole ribonucleotide synthase	1 to 1	RBB	WP_001010412.1	1 to 1	SSD	NP_388525.2	1 to 1	RBB	YP_815506.1
397675219	RVBD_3277	WP_003899998.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675220	RVBD_3278c	WP_003417130.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675221	RVBD_3279c	WP_003899999.1	biotin-[acetyl-CoA-carboxylase] ligase	1 to 1	RBB	WP_000049919.1	1 to 1	SSD	NP_390125.1	1 to 1	RBB	YP_817129.1
397675222	RVBD_3280	WP_003417136.1	propionyl-CoA carboxylase subunit beta	0	N/A		1 to 1	RBB	NP_390272.2	0	N/A	
397675223	RVBD_3281	WP_010886160.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675224	RVBD_3282	WP_003417146.1	maf-like protein	0	N/A		1 to 1	RBB	NP_390683.1	0	N/A	
397675225	RVBD_3283	WP_003417149.1	thiosulfate sulfurtransferase	0	N/A		0	N/A		0	N/A	
397675226	RVBD_3284	WP_003417152.1	cysteine desulfuration protein SufE	0	N/A		0	N/A		0	N/A	
397675227	RVBD_3285	WP_003417156.1	acetyl/propionyl-CoA carboxylase subunit alpha	0	N/A		0	N/A		0	N/A	
397675228	RVBD_3286c	WP_003417158.1	sigma-B/F/G subfamily RNA polymerase sigma-70 factor	1 to 1	RBB	WP_001041103.1	1 to 1	RBB	NP_388354.2	0	N/A	
397675229	RVBD_3287c	WP_003417160.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675230	RVBD_3288c	WP_003900003.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675231	RVBD_3289c	WP_003417165.1	transmembrane protein	0	N/A		0	N/A		0	N/A	
397675232	RVBD_3290c	WP_003900004.1	L-lysine 6-transaminase	0	N/A		0	N/A		0	N/A	
397675233	RVBD_3291c	WP_003417179.1	lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	0	N/A		1 to 2	RBB	NP_388306.1;NP_388536.2	0	N/A	
397675234	RVBD_3292	WP_003417184.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675235	RVBD_3293	WP_031647156.1	aldehyde dehydrogenase	0	N/A		0	N/A		0	N/A	
397675236	RVBD_3294c	WP_003417192.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A	
397675237	RVBD_3295	WP_003417200.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397675238	RVBD_3296	WP_003912132.1	ATP-dependent helicase Lhr	0	N/A		0	N/A		0	N/A	
397675239	RVBD_3297	WP_003900006.1	endonuclease VIII	0	N/A		0	N/A		0	N/A	
397675240	RVBD_3298c	WP_003417210.1	polyhydroxybutyrate depolymerase	0	N/A		0	N/A		0	N/A	
397675241	RVBD_3299c	WP_003916522.1	arylsulfatase	0	N/A		0	N/A		0	N/A	
397675242	RVBD_3300c	WP_003913034.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397675243	RVBD_3301c	WP_003417216.1	phosphate transporter regulatory protein PhoU	2 to 1	RBB	WP_000974847.1	0	N/A		2 to 2	RBB	YP_816694.1;YP_817303.1
397675244	RVBD_3302c	WP_003417217.1	glycerol-3-phosphate dehydrogenase	1 to 1	RBB	WP_001218600.1	1 to 1	SSD	NP_388811.2	1 to 1	RBB	YP_817397.1
397675245	RVBD_3303c	WP_009936266.1	NAD(P)H dehydrogenase (quinone)	0	N/A		0	N/A		0	N/A	
