Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Lactobacillus rhamnosus GG NC_013198 - ortholog count (reference : comparison)	Lactobacillus rhamnosus GG NC_013198 - ortholuge status	Lactobacillus rhamnosus GG NC_013198 - ortholog NCBI RefSeq accession	Bacteroides vulgatus ATCC 8482 - ortholog count (reference : comparison)	Bacteroides vulgatus ATCC 8482 - ortholuge status	Bacteroides vulgatus ATCC 8482 - ortholog NCBI RefSeq accession	Eubacterium eligens ATCC 27750 - ortholog count (reference : comparison)	Eubacterium eligens ATCC 27750 - ortholuge status	Eubacterium eligens ATCC 27750 - ortholog NCBI RefSeq accession	Eubacterium rectale ATCC 33656 - ortholog count (reference : comparison)	Eubacterium rectale ATCC 33656 - ortholuge status	Eubacterium rectale ATCC 33656 - ortholog NCBI RefSeq accession
397675082	RVBD_3154	WP_003416449.1	NADH dehydrogenase I subunit J	0	N/A		0	N/A		0	N/A		0	N/A	
397675083	RVBD_3155	WP_003416452.1	NADH-quinone oxidoreductase subunit K	0	N/A		1 to 1	RBB	WP_005842874.1	0	N/A		0	N/A	
397675084	RVBD_3156	WP_003900642.1	NADH-quinone oxidoreductase subunit L	0	N/A		1 to 1	RBB	WP_011965311.1	0	N/A		0	N/A	
397675085	RVBD_3157	WP_003900643.1	NADH-quinone oxidoreductase subunit M	0	N/A		1 to 1	RBB	WP_005842878.1	0	N/A		0	N/A	
397675086	RVBD_3158	WP_003900644.1	NADH-quinone oxidoreductase subunit N	0	N/A		1 to 1	RBB	WP_041174433.1	0	N/A		0	N/A	
397675087	RVBD_3159c	WP_003906993.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675088	RVBD_3160c	WP_003416573.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675089	RVBD_3161c	WP_003900647.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397675090	RVBD_3162c	WP_003900648.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675091	RVBD_3163c	WP_003416584.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675092	RVBD_3164c	WP_003416588.1	MoxR-like ATPase	2 to 1	RBB	WP_005687907.1	0	N/A		1 to 1	RBB	WP_012739462.1	2 to 1	RBB	WP_041253991.1
397675093	RVBD_3165c	WP_003416593.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675094	RVBD_3166c	WP_003900649.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675095	RVBD_3167c	WP_003416599.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397675096	RVBD_3168	WP_003900650.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675097	RVBD_3169	WP_031647150.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675098	RVBD_3170	WP_003416607.1	monoamine oxidase	0	N/A		0	N/A		0	N/A		0	N/A	
397675099	RVBD_3171c	WP_010924623.1	peroxiredoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397675100	RVBD_3172c	WP_003917749.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675101	RVBD_3173c	WP_003416617.1	TetR/AcrR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397675102	RVBD_3174	WP_003900652.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397675103	RVBD_3175	WP_003416624.1	amidase	0	N/A		0	N/A		0	N/A		0	N/A	
397675104	RVBD_3176c	WP_003416627.1	microsomal epoxide hydrolase	0	N/A		0	N/A		0	N/A		0	N/A	
397675105	RVBD_3177	WP_003416628.1	peroxiredoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397675106	RVBD_3178	WP_003416632.1	deazaflavin-dependent nitroreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397675107	RVBD_3178A	YP_006516642	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675108	RVBD_3179	WP_003416640.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A		3 to 1	RBB	WP_012743903.1
397675109	RVBD_3180c	WP_003899952.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675110	RVBD_3181c	WP_003899953.1	prevent-host-death family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675111	RVBD_3182	WP_003899954.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675112	RVBD_3183	WP_003899955.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675113	RVBD_3184	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A	
397675114	RVBD_3185	WP_003899492.1	transposase	16 to 1	RBB	WP_014569096.1	0	N/A		0	N/A		16 to 1	RBB	WP_041254642.1
397675115	RVBD_3186	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A	
397675116	RVBD_3187	WP_003899492.1	transposase	16 to 1	RBB	WP_014569096.1	0	N/A		0	N/A		16 to 1	RBB	WP_041254642.1
397675117	RVBD_3188	WP_003899956.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675118	RVBD_3189	WP_003899957.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675120	RVBD_3190A	WP_003416778.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675121	RVBD_3190B	YP_006516656	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675119	RVBD_3190c	WP_003912135.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675122	RVBD_3191c	WP_003416786.1	transposase	1 to 4	RBB	WP_014568877.1	0	N/A		0	N/A		1 to 3	RBB	WP_041253786.1;WP_022293574.1
397675123	RVBD_3192	WP_003416793.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675124	RVBD_3192A	YP_006516659	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675125	RVBD_3193c	WP_003899961.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675126	RVBD_3194c	WP_003416799.1	PDZ domain-containing protein	1 to 1	RBB	WP_014569612.1	0	N/A		0	N/A		0	N/A	
397675127	RVBD_3195	WP_003912138.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675128	RVBD_3196	WP_021082912.1	bacteriocin biosynthesis cyclodehydratase domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675129	RVBD_3196A	WP_015456486.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675130	RVBD_3197	WP_003416815.1	ABC transporter ATP-binding protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675131	RVBD_3197A	WP_003899963.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675133	RVBD_3198A	WP_003416827.1	glutaredoxin-like protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675132	RVBD_3198c	WP_003912141.1	DNA helicase II/ATP-dependent DNA helicase PcrA	0	N/A		0	N/A		0	N/A		0	N/A	
397675134	RVBD_3199c	WP_003899965.1	NADH pyrophosphatase	1 to 1	Non-SSD	WP_014569216.1	1 to 1	RBB	WP_011965803.1	1 to 1	RBB	WP_012740206.1	1 to 1	RBB	WP_012741230.1
397675135	RVBD_3200c	WP_003899966.1	NAD+ diphosphatase	0	N/A		0	N/A		0	N/A		0	N/A	
397675136	RVBD_3201c	WP_003416833.1	DNA helicase II/ATP-dependent DNA helicase PcrA	0	N/A		0	N/A		0	N/A		0	N/A	
397675138	RVBD_3202A	WP_003907005.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675137	RVBD_3202c	WP_003899967.1	ATP-dependent DNA helicase	0	N/A		0	N/A		0	N/A		0	N/A	
397675139	RVBD_3203	WP_003899968.1	lipase lipV	0	N/A		0	N/A		0	N/A		0	N/A	
397675140	RVBD_3204	WP_003917132.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397675141	RVBD_3205c	WP_003416850.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675142	RVBD_3206c	WP_003416855.1	molybdopterin biosynthesis protein MoeB	2 to 1	RBB	WP_005684415.1	2 to 1	RBB	WP_005845950.1	2 to 1	RBB	WP_012738892.1	2 to 1	RBB	WP_015516814.1
397675143	RVBD_3207c	WP_003900656.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675144	RVBD_3208	WP_003416861.1	TetR family transcriptional regulator	2 to 1	RBB	WP_005711219.1	0	N/A		0	N/A		0	N/A	
397675145	RVBD_3208A	WP_003416863.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675146	RVBD_3209	WP_003416868.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675147	RVBD_3210c	WP_003416873.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675148	RVBD_3211	WP_003416875.1	ATP-dependent RNA helicase rhlE	0	N/A		0	N/A		0	N/A		0	N/A	
397675149	RVBD_3212	WP_003416876.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675150	RVBD_3213c	WP_003917133.1	chromosome partitioning protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675151	RVBD_3214	WP_003416878.1	phosphoglycerate mutase	1 to 1	RBB	WP_005685606.1	1 to 1	RBB	WP_005839851.1	0	N/A		0	N/A	
397675152	RVBD_3215	WP_003416879.1	isochorismate synthase	0	N/A		1 to 1	RBB	WP_011965595.1	0	N/A		0	N/A	
397675153	RVBD_3216	YP_006516688	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675155	RVBD_3217Ac	YP_006516690	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675154	RVBD_3217c	WP_003416881.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675156	RVBD_3218	WP_003416883.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675157	RVBD_3219	WP_003416884.1	transcriptional regulator whib-like whiB1	0	N/A		0	N/A		0	N/A		0	N/A	
397675158	RVBD_3220c	WP_003416886.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675160	RVBD_3221A	WP_003416891.1	anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A	
397675159	RVBD_3221c	WP_003416887.1	biotinylated protein	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012742470.1
397675161	RVBD_3222c	WP_003899976.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675162	RVBD_3223c	WP_003900660.1	RNA polymerase sigma-E factor	0	N/A		1 to 3	RBB	WP_011965206.1;WP_041174475.1;WP_012055751.1	0	N/A		0	N/A	
397675163	RVBD_3224	WP_003416899.1	citronellol/citronellal dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A	
397675164	RVBD_3224A	WP_003416901.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675165	RVBD_3224B	WP_003416902.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675166	RVBD_3225c	WP_003899979.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675167	RVBD_3226c	WP_003416907.1	hypothetical protein	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012744277.1
397675168	RVBD_3227	WP_003416914.1	3-phosphoshikimate 1-carboxyvinyltransferase	0	N/A		1 to 1	RBB	WP_005849087.1	1 to 1	RBB	WP_012738630.1	1 to 1	SSD	WP_012742819.1
397675169	RVBD_3228	WP_003416916.1	ribosome small subunit-dependent GTPase A	1 to 1	SSD	WP_005684372.1	1 to 1	RBB	WP_005839841.1	1 to 1	RBB	WP_012738966.1	1 to 1	RBB	WP_012743166.1
397675170	RVBD_3229c	WP_003416919.1	stearoyl-CoA 9-desaturase	0	N/A		0	N/A		0	N/A		0	N/A	
397675171	RVBD_3230c	WP_003416922.1	stearoyl-CoA 9-desaturase electron transfer partner	0	N/A		0	N/A		0	N/A		0	N/A	
397675172	RVBD_3231c	WP_031647152.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675173	RVBD_3232c	WP_009938021.1	polyphosphate kinase 2	1 to 1	RBB	WP_014569427.1	0	N/A		0	N/A		1 to 1	RBB	WP_041253989.1
397675174	RVBD_3233c	YP_006516709	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A	
397675175	RVBD_3234c	YP_006516710	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A	
397675176	RVBD_3235	WP_003912151.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675177	RVBD_3236c	WP_003416933.1	CPA2 family monovalent cation:H+ antiporter-2	0	N/A		1 to 2	RBB	WP_005842453.1;WP_005841685.1	0	N/A		0	N/A	
397675178	RVBD_3237c	WP_003899982.1	TrkA domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675179	RVBD_3238c	WP_003416945.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675180	RVBD_3239c	WP_003900661.1	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	0	N/A		6 to 1	RBB	WP_005849911.1	0	N/A		0	N/A	
397675181	RVBD_3240c	WP_003901576.1	protein translocase subunit secA 1	1 to 1	RBB	WP_005684487.1	2 to 1	RBB	WP_005848202.1	1 to 1	RBB	WP_041687905.1	1 to 1	RBB	WP_012743547.1
397675182	RVBD_3241c	WP_003901577.1	ribosomal subunit interface protein	1 to 1	RBB	WP_005684485.1	0	N/A		1 to 1	RBB	WP_012738636.1	1 to 1	RBB	WP_012743698.1
397675183	RVBD_3242c	WP_003416963.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675184	RVBD_3243c	WP_003416966.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675185	RVBD_3244c	WP_003901578.1	lipoprotein lpqB	0	N/A		0	N/A		0	N/A		0	N/A	
397675186	RVBD_3245c	WP_003917137.1	sensor histidine kinase mtrB	1 to 1	RBB	WP_014569412.1	1 to 3	RBB	WP_011965069.1;WP_005842753.1;WP_011965811.1	0	N/A		1 to 2	RBB	WP_012742456.1;WP_012743673.1
397675187	RVBD_3246c	WP_003899985.1	DNA-binding response regulator mtrA	0	N/A		4 to 1	RBB	WP_005839770.1	0	N/A		0	N/A	
397675188	RVBD_3247c	WP_003417036.1	thymidylate kinase	1 to 1	RBB	WP_005687104.1	0	N/A		0	N/A		0	N/A	
397675189	RVBD_3248c	WP_003417039.1	adenosylhomocysteinase	0	N/A		0	N/A		0	N/A		0	N/A	
397675190	RVBD_3249c	WP_003417042.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675191	RVBD_3250c	WP_003417044.1	rubredoxin-2	0	N/A		1 to 1	RBB	WP_005845392.1	0	N/A		0	N/A	
397675192	RVBD_3251c	WP_003417045.1	rubredoxin 3	0	N/A		0	N/A		0	N/A		0	N/A	
397675193	RVBD_3252c	WP_003417047.1	alkane 1-monooxygenase	0	N/A		0	N/A		0	N/A		0	N/A	
397675194	RVBD_3253c	WP_003417049.1	APA family basic amino acid/polyamine antiporter	0	N/A		1 to 1	RBB	WP_008669383.1	1 to 1	RBB	WP_012738833.1	2 to 1	RBB	WP_012741025.1
397675195	RVBD_3254	WP_003899988.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675196	RVBD_3255c	WP_003417054.1	mannose-6-phosphate isomerase	0	N/A		0	N/A		0	N/A		0	N/A	
397675197	RVBD_3256c	WP_003417056.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675198	RVBD_3257c	WP_003899989.1	phosphomannomutase	0	N/A		1 to 1	RBB	WP_005842943.1	0	N/A		0	N/A	
397675199	RVBD_3258c	WP_003417073.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675200	RVBD_3259	WP_003417076.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675201	RVBD_3260c	WP_003900662.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675202	RVBD_3261	WP_003417087.1	2-phospho-L-lactate transferase	0	N/A		0	N/A		0	N/A		0	N/A	
397675203	RVBD_3262	WP_003900663.1	gamma-glutamyl ligase	0	N/A		0	N/A		0	N/A		0	N/A	
397675204	RVBD_3262A	YP_006516739	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675205	RVBD_3263	WP_003912160.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397675206	RVBD_3264c	WP_003417097.1	mannose-1-phosphate guanylyltransferase	0	N/A		1 to 1	RBB	WP_005847156.1	0	N/A		0	N/A	
397675207	RVBD_3265c	WP_003899992.1	dTDP-Rha:alpha-D-GlcNAc-pyrophosphate polyprenol, alpha-3-L-rhamnosyltransferase	0	N/A		1 to 2	RBB	WP_011965293.1;WP_011965832.1	0	N/A		0	N/A	
397675208	RVBD_3266c	WP_003899993.1	dTDP-4-dehydrorhamnose reductase	1 to 1	SSD	WP_005688280.1	1 to 2	RBB	WP_005851079.1;WP_011965591.1	1 to 1	RBB	WP_012738360.1	0	N/A	
397675209	RVBD_3267	WP_003900664.1	hypothetical protein	0	N/A		0	N/A		3 to 1	RBB	WP_041687862.1	3 to 1	RBB	WP_012743515.1
397675210	RVBD_3268	WP_003417112.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675211	RVBD_3269	WP_003417115.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675212	RVBD_3270	WP_003899995.1	heavy metal translocating P-type ATPase	1 to 1	RBB	WP_014568923.1	0	N/A		1 to 1	RBB	WP_012738827.1	1 to 1	RBB	WP_012742093.1
397675213	RVBD_3271c	WP_003417119.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675214	RVBD_3272	WP_003417120.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675215	RVBD_3273	WP_003917141.1	carbonic anhydrase	0	N/A		0	N/A		0	N/A		0	N/A	
397675216	RVBD_3274c	WP_003417122.1	acyl-CoA dehydrogenase fadE25	0	N/A		8 to 1	RBB	WP_005840641.1	0	N/A		1 to 1	SSD	WP_012741637.1
397675217	RVBD_3275c	WP_003899997.1	N5-carboxyaminoimidazole ribonucleotide mutase	1 to 1	SSD	WP_014569765.1	1 to 1	RBB	WP_005845363.1	1 to 1	RBB	WP_012738797.1	1 to 1	SSD	WP_012743289.1
397675218	RVBD_3276c	WP_003417126.1	N5-carboxyaminoimidazole ribonucleotide synthase	1 to 1	RBB	WP_014569764.1	0	N/A		0	N/A		0	N/A	
397675219	RVBD_3277	WP_003899998.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675220	RVBD_3278c	WP_003417130.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675221	RVBD_3279c	WP_003899999.1	biotin-[acetyl-CoA-carboxylase] ligase	1 to 1	SSD	WP_014569315.1	0	N/A		1 to 1	RBB	WP_012739899.1	1 to 1	RBB	WP_012740987.1
397675222	RVBD_3280	WP_003417136.1	propionyl-CoA carboxylase subunit beta	0	N/A		1 to 3	RBB	WP_005845448.1;WP_005847426.1;WP_005846500.1	3 to 1	RBB	WP_041688071.1	3 to 1	SimNSSD	WP_012742468.1
397675223	RVBD_3281	WP_010886160.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675224	RVBD_3282	WP_003417146.1	maf-like protein	1 to 1	SSD	WP_014569992.1	1 to 1	RBB	WP_005847433.1	1 to 1	RBB	WP_012739457.1	1 to 1	RBB	WP_012744043.1
397675225	RVBD_3283	WP_003417149.1	thiosulfate sulfurtransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397675226	RVBD_3284	WP_003417152.1	cysteine desulfuration protein SufE	0	N/A		1 to 1	RBB	WP_005838774.1	0	N/A		0	N/A	
397675227	RVBD_3285	WP_003417156.1	acetyl/propionyl-CoA carboxylase subunit alpha	0	N/A		0	N/A		3 to 1	RBB	WP_041688255.1	0	N/A	
397675228	RVBD_3286c	WP_003417158.1	sigma-B/F/G subfamily RNA polymerase sigma-70 factor	0	N/A		0	N/A		1 to 2	RBB	WP_012739561.1;WP_041688731.1	1 to 2	RBB	WP_012743075.1;WP_012743392.1
397675229	RVBD_3287c	WP_003417160.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675230	RVBD_3288c	WP_003900003.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675231	RVBD_3289c	WP_003417165.1	transmembrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675232	RVBD_3290c	WP_003900004.1	L-lysine 6-transaminase	0	N/A		0	N/A		0	N/A		0	N/A	
397675233	RVBD_3291c	WP_003417179.1	lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_041254504.1
397675234	RVBD_3292	WP_003417184.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675235	RVBD_3293	WP_031647156.1	aldehyde dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A	
397675236	RVBD_3294c	WP_003417192.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A		3 to 1	RBB	WP_012743903.1
397675237	RVBD_3295	WP_003417200.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397675238	RVBD_3296	WP_003912132.1	ATP-dependent helicase Lhr	0	N/A		0	N/A		0	N/A		0	N/A	
397675239	RVBD_3297	WP_003900006.1	endonuclease VIII	0	N/A		0	N/A		0	N/A		0	N/A	
397675240	RVBD_3298c	WP_003417210.1	polyhydroxybutyrate depolymerase	0	N/A		0	N/A		0	N/A		0	N/A	
397675241	RVBD_3299c	WP_003916522.1	arylsulfatase	0	N/A		3 to 1	RBB	WP_032937921.1	0	N/A		0	N/A	
397675242	RVBD_3300c	WP_003913034.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675243	RVBD_3301c	WP_003417216.1	phosphate transporter regulatory protein PhoU	2 to 1	RBB	WP_005684502.1	2 to 1	RBB	WP_005851515.1	2 to 1	RBB	WP_041688448.1	2 to 1	RBB	WP_012743703.1
397675244	RVBD_3302c	WP_003417217.1	glycerol-3-phosphate dehydrogenase	2 to 1	RBB	WP_015764870.1	0	N/A		0	N/A		0	N/A	
397675245	RVBD_3303c	WP_009936266.1	NAD(P)H dehydrogenase (quinone)	0	N/A		0	N/A		0	N/A		0	N/A	
397675246	RVBD_3304	WP_003417219.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675247	RVBD_3305c	WP_003417220.1	amidohydrolase	1 to 2	SSD	WP_014568948.1;WP_014570246.1	0	N/A		0	N/A		0	N/A	
397675248	RVBD_3306c	WP_003900009.1	amidohydrolase	1 to 1	RBB	WP_014569109.1	0	N/A		0	N/A		0	N/A	
397675249	RVBD_3307	WP_003417233.1	purine nucleoside phosphorylase	0	N/A		1 to 1	RBB	WP_005845051.1	0	N/A		1 to 1	RBB	WP_012741222.1
397675250	RVBD_3308	WP_003900011.1	phosphomannomutase	1 to 1	RBB	WP_014569367.1	1 to 1	RBB	WP_005841583.1	1 to 1	RBB	WP_012739849.1	1 to 1	RBB	WP_012743433.1
397675251	RVBD_3309c	WP_003417245.1	uracil phosphoribosyltransferase	1 to 1	RBB	WP_005684911.1	1 to 2	RBB	WP_005844410.1	1 to 1	RBB	WP_041688626.1	1 to 1	SSD	WP_012741040.1
397675252	RVBD_3310	WP_003900013.1	acid phosphatase	0	N/A		0	N/A		0	N/A		0	N/A	
397675253	RVBD_3311	WP_003417251.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675256	RVBD_3312A	WP_003417257.1	pilin	0	N/A		0	N/A		0	N/A		0	N/A	
397675254	RVBD_3312c	WP_003417254.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675255	RVBD_3312Xc	YP_006516790	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675257	RVBD_3313c	WP_003417259.1	adenosine deaminase	1 to 1	RBB	WP_014569982.1	0	N/A		0	N/A		1 to 1	RBB	WP_041253794.1
397675258	RVBD_3314c	WP_003900016.1	thymidine phosphorylase	1 to 1	SSD	WP_014569981.1	0	N/A		1 to 1	RBB	WP_012739347.1	0	N/A	
397675259	RVBD_3315c	WP_003417264.1	cytidine deaminase	1 to 1	RBB	WP_005687660.1	1 to 1	RBB	WP_008781946.1	1 to 1	RBB	WP_012739209.1	1 to 1	RBB	WP_012741219.1
397675260	RVBD_3316	WP_003417267.1	succinate dehydrogenase, cytochrome b556 subunit	0	N/A		0	N/A		0	N/A		0	N/A	
397675261	RVBD_3317	WP_009936281.1	succinate dehydrogenase hydrophobic membrane anchor protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675262	RVBD_3318	WP_003417273.1	succinate dehydrogenase, flavoprotein subunit	0	N/A		0	N/A		0	N/A		0	N/A	
397675263	RVBD_3319	WP_003417279.1	succinate dehydrogenase and fumarate reductase iron-sulfur protein	0	N/A		3 to 1	RBB	WP_005843870.1	0	N/A		0	N/A	
397675264	RVBD_3320c	WP_003417282.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397675265	RVBD_3321c	WP_003417286.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397675266	RVBD_3322c	WP_003417288.1	methyltransferase	1 to 1	RBB	WP_014570009.1	0	N/A		0	N/A		0	N/A	
397675267	RVBD_3323c	WP_003417290.1	molybdopterin synthase catalytic subunit	0	N/A		0	N/A		0	N/A		0	N/A	
397675269	RVBD_3324A	YP_006516804	4a-hydroxytetrahydrobiopterin dehydratase	0	N/A		0	N/A		0	N/A		0	N/A	
397675268	RVBD_3324c	WP_003417293.1	molybdenum cofactor biosynthesis protein C 3	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_041254692.1
397675270	RVBD_3325	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A	
397675271	RVBD_3326	WP_003899492.1	transposase	16 to 1	RBB	WP_014569096.1	0	N/A		0	N/A		16 to 1	RBB	WP_041254642.1
397675272	RVBD_3327	WP_003905037.1	transposase	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_012744067.1
397675273	RVBD_3328c	WP_009935306.1	sigma-70 family RNA polymerase sigma factor	0	N/A		0	N/A		0	N/A		0	N/A	
397675274	RVBD_3329	WP_003912180.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397675275	RVBD_3330	WP_003417415.1	D-alanyl-D-alanine carboxypeptidase	1 to 1	RBB	WP_005685321.1	0	N/A		2 to 1	RBB	WP_041688858.1	1 to 1	RBB	WP_041254704.1
397675276	RVBD_3331	WP_003912183.1	sugar porter (SP) family MFS transporter	1 to 3	RBB	WP_015764821.1;WP_014569768.1;WP_005686564.1	1 to 2	RBB	WP_011964891.1;WP_012056002.1	0	N/A		0	N/A	
397675277	RVBD_3332	WP_003417418.1	N-acetylglucosamine-6-phosphate deacetylase	1 to 2	RBB	WP_014569010.1;WP_005685381.1	1 to 2	RBB	WP_011964604.1;WP_005840408.1	0	N/A		1 to 1	SSD	WP_041254224.1
397675279	RVBD_3333A	YP_006516814	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
