Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674558	RVBD_2649	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674726	RVBD_2814c	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131429	b3558	NP_418015.1	IS150 transposase B	170532	Mycobacterium tuberculosis H37Rv	397674169	RVBD_2279	WP_003899492.1	transposase	80	b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0299[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0372[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b0541[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b1026[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B];b2089[IS3 transposase B]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131435	b3564	NP_418021.1	xylulokinase	170532	Mycobacterium tuberculosis H37Rv	397672538	RVBD_0729	WP_003900204.1	xylulokinase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131445	b3574	NP_418031.1	DNA-binding transcriptional repressor of yiaK-S operon	170532	Mycobacterium tuberculosis H37Rv	397673579	RVBD_1719	WP_003408460.1	transcriptional regulator	4	b0272[CP4-6 prophage; predicted DNA-binding transcriptional regulator];b0506[DNA-binding transcriptional repressor for all (allantoin) and gcl (glyoxylate) operons; glyoxylate-induced];b1827[DNA-binding transcriptional regulator f kdgK, kdgT, eda];b4018[DNA-binding transcriptional repressor]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111619	b3588	NP_418045.4	aldehyde dehydrogenase B	170532	Mycobacterium tuberculosis H37Rv	397672252	RVBD_0458	WP_003402294.1	aldehyde dehydrogenase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131475	b3604	NP_418061.1	dual role activator/repressor for lldPRD operon	170532	Mycobacterium tuberculosis H37Rv	397672290	RVBD_0494	WP_003898483.1	GntR family transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131476	b3605	NP_418062.1	L-lactate dehydrogenase, FMN-linked	170532	Mycobacterium tuberculosis H37Rv	397673737	RVBD_1872c	WP_003899057.1	L-lactate dehydrogenase (cytochrome)				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131477	b3606	NP_418063.1	tRNA Leu mC34/mU34 2'-O-methyltransferase, SAM-dependent	170532	Mycobacterium tuberculosis H37Rv	397675313	RVBD_3366	WP_003417878.1	TrmH family RNA methyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131478	b3607	NP_418064.1	serine acetyltransferase	170532	Mycobacterium tuberculosis H37Rv	397674234	RVBD_2335	WP_003411985.1	serine acetyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131479	b3608	NP_418065.1	glycerol-3-phosphate dehydrogenase (NAD+)	170532	Mycobacterium tuberculosis H37Rv	397674903	RVBD_2982c	WP_003917087.1	glycerol-3-phosphate dehydrogenase [NAD(P)+]				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131481	b3610	NP_418067.1	glutaredoxin 3	170532	Mycobacterium tuberculosis H37Rv	397675133	RVBD_3198A	WP_003416827.1	glutaredoxin-like protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	162135913	b3613	NP_418070.6	activator of AmiB,C murein hydrolases, septal ring factor	170532	Mycobacterium tuberculosis H37Rv	397672772	RVBD_0950c	WP_003404862.1	hypothetical protein	1	b2742[activator of AmiC murein hydrolase activity, lipoprotein]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131486	b3615	NP_418072.1	predicted glycosyl transferase	170532	Mycobacterium tuberculosis H37Rv	397674875	RVBD_2957	WP_003918527.1	PGL/p-HBAD biosynthesis glycosyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131488	b3617	NP_418074.1	glycine C-acetyltransferase	170532	Mycobacterium tuberculosis H37Rv	397671812	RVBD_0032	WP_003905217.1	8-amino-7-oxononanoate synthase	1	b0776[8-amino-7-oxononanoate synthase]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131505	b3634	NP_418091.1	pantetheine-phosphate adenylyltransferase	170532	Mycobacterium tuberculosis H37Rv	397674884	RVBD_2965c	WP_003414998.1	phosphopantetheine adenylyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131506	b3635	NP_418092.1	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase	170532	Mycobacterium tuberculosis H37Rv	397674843	RVBD_2924c	WP_003414814.1	formamidopyrimidine-DNA glycosylase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131507	b3636	NP_418093.1	50S ribosomal subunit protein L33	170532	Mycobacterium tuberculosis H37Rv	397673934	RVBD_2057c	WP_003410628.1	50S ribosomal protein L33				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131508	b3637	NP_418094.1	50S ribosomal subunit protein L28	170532	Mycobacterium tuberculosis H37Rv	397673935	RVBD_2058c	WP_003410631.1	50S ribosomal protein L28	1		RVBD_0105c[50S ribosomal protein L28]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131508	b3637	NP_418094.1	50S ribosomal subunit protein L28	170532	Mycobacterium tuberculosis H37Rv	397671889	RVBD_0105c	WP_003400802.1	50S ribosomal protein L28				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111624	b3639	NP_418096.4	fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding	170532	Mycobacterium tuberculosis H37Rv	397673236	RVBD_1391	WP_003901150.1	coenzyme A biosynthesis CoaBC				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131511	b3640	NP_418097.1	deoxyuridinetriphosphatase	170532	Mycobacterium tuberculosis H37Rv	397674606	RVBD_2697c	WP_003413930.1	deoxyuridine 5'-triphosphate nucleotidohydrolase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	157783152	b3643	YP_001491547	defective ribonuclease PH	170532	Mycobacterium tuberculosis H37Rv	397673183	RVBD_1340	WP_003406926.1	ribonuclease PH				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131519	b3648	NP_418105.1	guanylate kinase	170532	Mycobacterium tuberculosis H37Rv	397673234	RVBD_1389	WP_003900331.1	guanylate kinase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131521	b3650	NP_418107.1	bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	170532	Mycobacterium tuberculosis H37Rv	397674489	RVBD_2583c	WP_003413368.1	bifunctional (p)ppGpp synthase/hydrolase relA				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131522	b3651	NP_418108.1	tRNA mG18-2'-O-methyltransferase, SAM-dependen	170532	Mycobacterium tuberculosis H37Rv	397673500	RVBD_1644	WP_003911576.1	TrmH family RNA methyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131523	b3652	NP_418109.1	ATP-dependent DNA helicase	170532	Mycobacterium tuberculosis H37Rv	397674893	RVBD_2973c	WP_003415026.1	ATP-dependent DNA helicase recG				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131546	b3676	NP_418132.1	inner membrane protein, DUF202 family	170532	Mycobacterium tuberculosis H37Rv	397674161	RVBD_2272	WP_003411674.1	membrane protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131548	b3678	NP_418134.1	predicted sulfatase/phosphatase	170532	Mycobacterium tuberculosis H37Rv	397675003	RVBD_3077	WP_003917117.1	hydrolase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131552	b3684	NP_418139.1	predicted DNA-binding transcriptional regulator	170532	Mycobacterium tuberculosis H37Rv	397672606	RVBD_0792c	WP_003404007.1	GntR family transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131565	b3697	NP_418152.1	sugar phosphate phosphatase; substrates include erythrose 4-P and mannose 1-P phosphatase	170532	Mycobacterium tuberculosis H37Rv	397675774	RVBD_3813c	WP_003420817.1	cof-like hydrolase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	49176395	b3699	YP_026241.1	DNA gyrase, subunit B	170532	Mycobacterium tuberculosis H37Rv	561108322	RVBD_0005	WP_003917863.1	DNA gyrase subunit B				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131568	b3700	NP_418155.1	gap repair protein	170532	Mycobacterium tuberculosis H37Rv	397671781	RVBD_0003	WP_003912365.1	DNA replication and repair protein RecF				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131569	b3701	NP_418156.1	DNA polymerase III, beta subunit	170532	Mycobacterium tuberculosis H37Rv	397671780	RVBD_0002	WP_003400271.1	DNA polymerase III subunit beta				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131570	b3702	NP_418157.1	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	170532	Mycobacterium tuberculosis H37Rv	397671779	RVBD_0001	WP_003400253.1	chromosomal replication initiator protein dnaA				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131571	b3703	NP_418158.1	50S ribosomal subunit protein L34	170532	Mycobacterium tuberculosis H37Rv	397675889	RVBD_3924c	WP_003400206.1	50S ribosomal protein L34				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	94541129	b4557	YP_588472.1	conserved protein, UPF0161 family	170532	Mycobacterium tuberculosis H37Rv	397675887	RVBD_3922c	WP_003899766.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131573	b3705	NP_418161.1	membrane protein insertase	170532	Mycobacterium tuberculosis H37Rv	397675886	RVBD_3921c	WP_003899765.1	membrane protein oxaA				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131581	b3713	NP_418169.1	chromate reductase, Class I, flavoprotein	170532	Mycobacterium tuberculosis H37Rv	397674980	RVBD_3054c	WP_031647141.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131585	b3717	NP_418173.1	conserved protein, UPF0167 family	170532	Mycobacterium tuberculosis H37Rv	397674185	RVBD_2295	WP_003899256.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	145698330	b3719	NP_418175.3	predicted xylanase	170532	Mycobacterium tuberculosis H37Rv	397673128	RVBD_1288	WP_003406625.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131592	b3724	NP_418180.1	negative regulator of PhoR/PhoB two-component regulator	170532	Mycobacterium tuberculosis H37Rv	397672636	RVBD_0821c	WP_003404314.1	phosphate transporter regulatory protein PhoU				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131593	b3725	NP_418181.1	phosphate transporter subunit	170532	Mycobacterium tuberculosis H37Rv	397672635	RVBD_0820	WP_003404312.1	phosphate import ATP-binding protein PstB 1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131594	b3726	NP_418182.1	phosphate transporter subunit	170532	Mycobacterium tuberculosis H37Rv	397672751	RVBD_0930	WP_003911305.1	phosphate transporter permease pstA 1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131595	b3727	NP_418183.1	phosphate transporter subunit	170532	Mycobacterium tuberculosis H37Rv	397672756	RVBD_0935	WP_003404792.1	phosphate transporter permease pstC 1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131596	b3728	NP_418184.1	periplasmic phosphate binding protein, high-affinity	170532	Mycobacterium tuberculosis H37Rv	397672755	RVBD_0934	WP_003900236.1	phosphate-binding protein pstS 1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131597	b3729	NP_418185.1	L-glutamine:D-fructose-6-phosphate aminotransferase	170532	Mycobacterium tuberculosis H37Rv	397675390	RVBD_3436c	WP_003418289.1	glucosamine--fructose-6-phosphate aminotransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131598	b3730	NP_418186.1	fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase	170532	Mycobacterium tuberculosis H37Rv	397672844	RVBD_1018c	WP_003405267.1	glmU protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131599	b3731	NP_418187.1	F1 sector of membrane-bound ATP synthase, epsilon subunit	170532	Mycobacterium tuberculosis H37Rv	397673153	RVBD_1311	WP_003406708.1	ATP synthase subunit epsilon				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131600	b3732	NP_418188.1	F1 sector of membrane-bound ATP synthase, beta subunit	170532	Mycobacterium tuberculosis H37Rv	397673152	RVBD_1310	WP_003406701.1	ATP synthase subunit beta				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131601	b3733	NP_418189.1	F1 sector of membrane-bound ATP synthase, gamma subunit	170532	Mycobacterium tuberculosis H37Rv	397673151	RVBD_1309	WP_003898819.1	ATP synthase subunit gamma				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131602	b3734	NP_418190.1	F1 sector of membrane-bound ATP synthase, alpha subunit	170532	Mycobacterium tuberculosis H37Rv	397673150	RVBD_1308	WP_003406699.1	ATP synthase subunit alpha				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131606	b3738	NP_418194.1	F0 sector of membrane-bound ATP synthase, subunit a	170532	Mycobacterium tuberculosis H37Rv	397673146	RVBD_1304	WP_003406681.1	ATP synthase subunit A				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131608	b3740	NP_418196.1	16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein	170532	Mycobacterium tuberculosis H37Rv	397675884	RVBD_3919c	WP_003899763.1	ribosomal RNA small subunit methyltransferase G				
