Escherichia coli str. K-12 substr. MG1655 - GI (Reference)	Escherichia coli str. K-12 substr. MG1655 - Locus Tag (Reference)	Escherichia coli str. K-12 substr. MG1655 - NCBI RefSeq Accession (Reference)	Escherichia coli str. K-12 substr. MG1655 - Description (Reference)	Lactobacillus rhamnosus GG NC_013198 - ortholog count (reference : comparison)	Lactobacillus rhamnosus GG NC_013198 - ortholuge status	Lactobacillus rhamnosus GG NC_013198 - ortholog NCBI RefSeq accession	Eubacterium rectale ATCC 33656 - ortholog count (reference : comparison)	Eubacterium rectale ATCC 33656 - ortholuge status	Eubacterium rectale ATCC 33656 - ortholog NCBI RefSeq accession	Bacteroides vulgatus ATCC 8482 - ortholog count (reference : comparison)	Bacteroides vulgatus ATCC 8482 - ortholuge status	Bacteroides vulgatus ATCC 8482 - ortholog NCBI RefSeq accession	Eubacterium eligens ATCC 27750 - ortholog count (reference : comparison)	Eubacterium eligens ATCC 27750 - ortholuge status	Eubacterium eligens ATCC 27750 - ortholog NCBI RefSeq accession
90111636	b3685	NP_418140.4	predicted transporter	0	N/A		0	N/A		4 to 1	RBB	WP_005846477.1;WP_005846503.1;WP_005847874.1;WP_005845692.1	0	N/A	
90111637	b3686	NP_418141.2	heat shock chaperone	0	N/A		0	N/A		0	N/A		0	N/A	
16131555	b3687	NP_418142.1	heat shock chaperone	0	N/A		0	N/A		1 to 1	RBB	WP_012055896.1	0	N/A	
90111638	b3688	NP_418143.2	conserved outer membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
308209622	b3689	NP_418144.3	conserved protein	0	N/A		0	N/A		0	N/A		0	N/A	
90111640	b3690	NP_418145.2	predicted oxidoreductase with FAD/NAD(P)-binding domain	0	N/A		0	N/A		0	N/A		0	N/A	
90111641	b3691	NP_418146.4	D-galactonate transporter	1 to 5	RBB	WP_014569101.1	0	N/A		1 to 4	RBB	WP_005842798.1	0	N/A	
16131561	b3693	NP_418148.1	2-oxo-3-deoxygalactonate kinase	0	N/A		0	N/A		0	N/A		0	N/A	
49176393	b3696	YP_026240.1	predicted lipoproteinC	0	N/A		0	N/A		0	N/A		0	N/A	
16131565	b3697	NP_418152.1	sugar phosphate phosphatase; substrates include erythrose 4-P and mannose 1-P phosphatase	1 to 1	RBB	WP_015764848.1	1 to 1	RBB	WP_012742293.1	1 to 1	RBB	WP_005852435.1	1 to 1	RBB	WP_012739845.1
90111642	b3698	NP_418153.4	conserved protein, DUF937 family	0	N/A		0	N/A		0	N/A		0	N/A	
49176395	b3699	YP_026241.1	DNA gyrase, subunit B	2 to 1	RBB	WP_005688009.1;WP_005690389.1	2 to 1	RBB	WP_012740940.1;WP_012743114.1	1 to 1	SSD	WP_005838938.1	2 to 1	RBB	WP_012739452.1;WP_012738289.1
16131568	b3700	NP_418155.1	gap repair protein	1 to 1	RBB	WP_014568870.1	1 to 1	RBB	WP_012740939.1	1 to 1	RBB	WP_005847371.1	1 to 1	RBB	WP_012738288.1
16131569	b3701	NP_418156.1	DNA polymerase III, beta subunit	1 to 1	RBB	WP_014568868.1	1 to 1	RBB	WP_012740937.1	1 to 1	RBB	WP_005843451.1	1 to 1	RBB	WP_012738286.1
16131570	b3702	NP_418157.1	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	1 to 1	RBB	WP_005685692.1	1 to 1	RBB	WP_012740936.1	1 to 1	RBB	WP_005839492.1	1 to 1	RBB	WP_012738285.1
16131571	b3703	NP_418158.1	50S ribosomal subunit protein L34	1 to 1	RBB	WP_003568442.1	1 to 1	RBB	WP_012744420.1	1 to 1	RBB	YP_001297862	1 to 1	RBB	WP_012740282.1
16131572	b3704	NP_418159.1	protein C5 component of RNase P	1 to 1	RBB	WP_005685694.1	0	N/A		0	N/A		1 to 1	RBB	WP_041688336.1
16131573	b3705	NP_418161.1	membrane protein insertase	1 to 1	RBB	WP_005685695.1	1 to 1	RBB	WP_041254370.1	1 to 1	RBB	WP_005840021.1	1 to 1	RBB	WP_012738385.1
16131574	b3706	NP_418162.1	GTPase	1 to 1	RBB	WP_005716635.1	1 to 1	RBB	WP_012744415.1	1 to 1	RBB	WP_032934854.1	1 to 1	RBB	WP_012740277.1
16131575	b3707	NP_418163.1	tryptophanase leader peptide	0	N/A		0	N/A		0	N/A		0	N/A	
90111643	b3708	NP_418164.4	tryptophanase/L-cysteine desulfhydrase, PLP-dependent	0	N/A		0	N/A		0	N/A		0	N/A	
16131577	b3709	NP_418165.1	tryptophan transporter of low affinity	0	N/A		0	N/A		0	N/A		0	N/A	
16131578	b3710	NP_418166.1	multidrug efflux system protein	0	N/A		0	N/A		0	N/A		0	N/A	
16131579	b3711	NP_418167.1	predicted DNA-binding transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
226524759	b3712	NP_418168.2	predicted phosphopantetheinyl transferase, COG2091 family	0	N/A		0	N/A		0	N/A		0	N/A	
16131581	b3713	NP_418169.1	chromate reductase, Class I, flavoprotein	0	N/A		0	N/A		0	N/A		0	N/A	
16131582	b3714	NP_418170.1	adenine permease, high affinity	1 to 3	RBB	WP_005687419.1	1 to 4	RBB	WP_041253946.1	0	N/A		1 to 2	RBB	WP_012739516.1
16131583	b3715	NP_418171.1	phosphoenolpyruvate and 6-phosphogluconate phosphatase	1 to 1	RBB	WP_005687676.1	0	N/A		0	N/A		0	N/A	
16131584	b3716	NP_418172.1	inner membrane protein, creBC regulon	0	N/A		0	N/A		0	N/A		0	N/A	
16131585	b3717	NP_418173.1	conserved protein, UPF0167 family	0	N/A		0	N/A		0	N/A		0	N/A	
49176397	b3718	YP_026242.1	predicted 6-phosphogluconolactonase	0	N/A		0	N/A		0	N/A		0	N/A	
145698330	b3719	NP_418175.3	predicted xylanase	0	N/A		1 to 1	RBB	WP_041254480.1	1 to 1	RBB	WP_032945992.1	0	N/A	
16131588	b3720	NP_418176.1	carbohydrate-specific outer membrane porin, cryptic	0	N/A		0	N/A		0	N/A		0	N/A	
16131589	b3721	NP_418177.1	cryptic phospho-beta-glucosidase B	0	N/A		0	N/A		0	N/A		0	N/A	
16131590	b3722	NP_418178.1	fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component	1 to 1	RBB	WP_014569968.1	1 to 1	RBB	WP_012743681.1	0	N/A		0	N/A	
16131591	b3723	NP_418179.1	transcriptional antiterminator of the bgl operon	1 to 1	RBB	WP_005684687.1	0	N/A		0	N/A		0	N/A	
16131592	b3724	NP_418180.1	negative regulator of PhoR/PhoB two-component regulator	1 to 1	RBB	WP_005684502.1	1 to 1	RBB	WP_012743703.1	1 to 1	RBB	WP_005851515.1	1 to 1	RBB	WP_041688448.1
16131593	b3725	NP_418181.1	phosphate transporter subunit	2 to 1	RBB	WP_005684501.1;WP_005713669.1	1 to 1	RBB	WP_015516042.1	1 to 1	SSD	WP_005843167.1	1 to 1	RBB	WP_012738721.1
16131594	b3726	NP_418182.1	phosphate transporter subunit	1 to 1	RBB	WP_005684499.1	1 to 1	SSD	WP_012743711.1	1 to 1	RBB	WP_005843166.1	1 to 1	RBB	WP_012738720.1
16131595	b3727	NP_418183.1	phosphate transporter subunit	1 to 1	RBB	WP_005684497.1	1 to 1	RBB	WP_012743712.1	1 to 1	RBB	WP_005843165.1	1 to 1	RBB	WP_041688446.1
16131596	b3728	NP_418184.1	periplasmic phosphate binding protein, high-affinity	2 to 1	RBB	WP_005685590.1;WP_005684496.1	0	N/A		0	N/A		1 to 1	RBB	WP_012738718.1
16131597	b3729	NP_418185.1	L-glutamine:D-fructose-6-phosphate aminotransferase	1 to 1	RBB	WP_005716005.1	1 to 1	RBB	WP_012741712.1	1 to 1	SSD	WP_012055978.1	1 to 1	RBB	WP_041688133.1
16131598	b3730	NP_418186.1	fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase	1 to 1	RBB	WP_005685248.1	1 to 1	Borderline-SSD	WP_012742984.1	0	N/A		1 to 1	RBB	WP_012739476.1
16131599	b3731	NP_418187.1	F1 sector of membrane-bound ATP synthase, epsilon subunit	1 to 1	RBB	WP_005684903.1	1 to 1	RBB	WP_012741051.1	1 to 1	RBB	WP_005846822.1	1 to 1	RBB	WP_012740148.1
16131600	b3732	NP_418188.1	F1 sector of membrane-bound ATP synthase, beta subunit	1 to 1	RBB	WP_005684904.1	2 to 1	SSD	WP_012743653.1;WP_012741050.1	1 to 1	RBB	WP_005846820.1	2 to 1	RBB	WP_041688187.1;WP_041688829.1
16131601	b3733	NP_418189.1	F1 sector of membrane-bound ATP synthase, gamma subunit	1 to 1	RBB	WP_005689005.1	1 to 1	RBB	WP_012741049.1	1 to 1	RBB	WP_005846837.1	2 to 1	RBB	WP_012740150.1;WP_012739708.1
16131602	b3734	NP_418190.1	F1 sector of membrane-bound ATP synthase, alpha subunit	1 to 1	RBB	WP_005713769.1	1 to 1	RBB	WP_012741048.1	1 to 1	RBB	WP_005846835.1	1 to 1	RBB	WP_012740151.1
16131603	b3735	NP_418191.1	F1 sector of membrane-bound ATP synthase, delta subunit	1 to 1	RBB	WP_014569524.1	0	N/A		0	N/A		1 to 1	RBB	WP_012740152.1
16131604	b3736	NP_418192.1	F0 sector of membrane-bound ATP synthase, subunit b	1 to 1	RBB	WP_005684908.1	0	N/A		1 to 1	RBB	WP_005846830.1	0	N/A	
16131605	b3737	NP_418193.1	F0 sector of membrane-bound ATP synthase, subunit c	1 to 1	RBB	WP_005684909.1	0	N/A		0	N/A		0	N/A	
16131606	b3738	NP_418194.1	F0 sector of membrane-bound ATP synthase, subunit a	1 to 1	RBB	WP_014569523.1	0	N/A		1 to 1	RBB	WP_012055505.1	2 to 1	RBB	WP_012740155.1;WP_041688193.1
90111645	b3739	NP_418195.2	ATP synthase, membrane-bound accessory factor	0	N/A		0	N/A		0	N/A		0	N/A	
16131608	b3740	NP_418196.1	16S rRNA m(7)G527 methyltransferase, SAM-dependent; glucose-inhibited cell-division protein	1 to 1	RBB	WP_014568987.1	1 to 1	RBB	WP_012744413.1	1 to 1	RBB	WP_005846883.1	1 to 1	RBB	WP_012740275.1
16131609	b3741	NP_418197.1	5-methylaminomethyl-2-thiouridine modification at tRNA U34	1 to 1	RBB	WP_014570248.1	1 to 1	RBB	WP_012744414.1	1 to 1	RBB	WP_005843914.1	1 to 1	RBB	WP_012740276.1
16131610	b3742	NP_418198.1	FMN-binding protein MioC	2 to 1	RBB	WP_005685286.1;WP_005685786.1	0	N/A		0	N/A		0	N/A	
16131611	b3743	NP_418199.1	DNA-binding transcriptional dual regulator	0	N/A		1 to 1	RBB	WP_041254504.1	2 to 1	RBB	WP_005838800.1;WP_005849015.1	0	N/A	
16131612	b3744	NP_418200.1	asparagine synthetase A	0	N/A		1 to 1	RBB	WP_012742219.1	1 to 1	RBB	WP_012056037.1	0	N/A	
49176398	b3745	YP_026243.1	predicted von Willibrand factor containing protein	0	N/A		0	N/A		1 to 1	RBB	WP_012055508.1	0	N/A	
90111646	b3746	NP_418202.4	fused predicted transcriptional regulator: sigma54 activator protein/conserved protein	0	N/A		1 to 1	RBB	WP_041253991.1	1 to 1	RBB	WP_012055507.1	0	N/A	
49176400	b3747	YP_026244.1	potassium transporter	1 to 1	RBB	WP_014570051.1	0	N/A		0	N/A		0	N/A	
90111647	b3748	NP_418204.2	predicted cytoplasmic sugar-binding protein	0	N/A		0	N/A		0	N/A		0	N/A	
16131617	b3749	NP_418205.1	fused D-ribose transporter subunits of ABC superfamily: ATP-binding components	0	N/A		0	N/A		0	N/A		0	N/A	
16131618	b3750	NP_418206.1	D-ribose transporter subunit	0	N/A		0	N/A		0	N/A		0	N/A	
16131619	b3751	NP_418207.1	D-ribose transporter subunit	0	N/A		0	N/A		0	N/A		0	N/A	
16131620	b3752	NP_418208.1	ribokinase	1 to 1	RBB	WP_014569041.1	0	N/A		1 to 1	RBB	WP_005838735.1	0	N/A	
16131621	b3753	NP_418209.1	DNA-binding transcriptional repressor of ribose metabolism	1 to 1	RBB	WP_014569907.1	1 to 3	RBB	WP_012741936.1	1 to 5	RBB	WP_005844540.1	0	N/A	
16131622	b3754	NP_418210.1	predicted multidrug or homocysteine efflux system	0	N/A		0	N/A		0	N/A		0	N/A	
49176401	b3755	YP_026245.1	predicted transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
16131624	b3764	NP_418213.1	conserved protein, UPF0438 family	0	N/A		0	N/A		0	N/A		0	N/A	
145698331	b3765	NP_418214.2	predicted bifunctional enzyme and transcriptional regulator	0	N/A		1 to 1	RBB	WP_012742657.1	1 to 1	RBB	WP_005844470.1	1 to 1	RBB	WP_041688035.1
16131626	b3766	NP_418215.1	ilvG operon leader peptide	0	N/A		0	N/A		0	N/A		0	N/A	
16131627	b3769	NP_418217.1	acetolactate synthase II, small subunit	0	N/A		0	N/A		0	N/A		0	N/A	
49176403	b3770	YP_026247.1	branched-chain amino-acid aminotransferase	1 to 1	RBB	WP_014569847.1	1 to 1	Non-SSD	WP_015517407.1	1 to 1	Borderline-SSD	WP_005845621.1	1 to 1	RBB	WP_012740133.1
49176404	b3771	YP_026248.1	dihydroxyacid dehydratase	0	N/A		1 to 1	SSD	WP_012742718.1	1 to 1	SSD	WP_005847233.1	1 to 1	RBB	WP_012739006.1
16131630	b3772	NP_418220.1	threonine deaminase	0	N/A		1 to 1	RBB	WP_015568683.1	0	N/A		1 to 1	RBB	WP_012739292.1
16131631	b3773	NP_418221.1	DNA-binding transcriptional dual regulator	0	N/A		0	N/A		0	N/A		0	N/A	
16131632	b3774	NP_418222.1	ketol-acid reductoisomerase, NAD(P)-binding	0	N/A		1 to 1	Borderline-SSD	WP_012742838.1	1 to 1	SSD	WP_005847241.1	1 to 1	RBB	WP_012739603.1
16131633	b3775	NP_418223.1	peptidyl-prolyl cis-trans isomerase C (rotamase C)	1 to 2	RBB	WP_005689802.1	0	N/A		0	N/A		0	N/A	
49176407	b3778	YP_026251.1	DNA helicase and single-stranded DNA-dependent ATPase	0	N/A		0	N/A		0	N/A		0	N/A	
49176408	b3779	YP_026252.1	guanosine pentaphosphatase/exopolyphosphatase	1 to 2	RBB	WP_005690971.1	0	N/A		2 to 2	RBB	WP_005842460.1;WP_011965850.1	0	N/A	
16131636	b3780	NP_418227.1	ATP-dependent RNA helicase	0	N/A		0	N/A		0	N/A		0	N/A	
67005950	b3781	NP_418228.2	thioredoxin 1	1 to 2	RBB	WP_005685527.1	1 to 1	SSD	WP_012742078.1	1 to 1	RBB	WP_005839896.1	1 to 2	RBB	WP_012738890.1
16131639	b3783	NP_418230.1	transcription termination factor	0	N/A		1 to 1	RBB	WP_041254554.1	1 to 1	RBB	WP_005840325.1	1 to 1	RBB	WP_041688175.1
16131640	b3784	NP_418231.1	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	0	N/A		0	N/A		3 to 1	RBB	WP_005636844.1;WP_007219035.1;WP_041174532.1	0	N/A	
90111649	b3785	NP_418232.2	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	0	N/A		0	N/A		0	N/A		0	N/A	
49176409	b3786	YP_026253.1	UDP-N-acetyl glucosamine-2-epimerase	1 to 1	RBB	YP_003171738	0	N/A		3 to 1	RBB	WP_007219053.1;WP_008652188.1	1 to 1	RBB	WP_012738522.1
49176410	b3787	YP_026254.1	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	0	N/A		0	N/A		2 to 1	SSD	WP_005636852.1	0	N/A	
49176411	b3788	YP_026255.1	dTDP-glucose 4,6-dehydratase	2 to 2	RBB	WP_014569834.1;WP_014569852.1	0	N/A		1 to 2	RBB	WP_005840518.1	1 to 2	RBB	WP_012738361.1
16131645	b3789	NP_418236.1	glucose-1-phosphate thymidylyltransferase	0	N/A		0	N/A		2 to 1	RBB	WP_005840524.1;WP_005843154.1	0	N/A	
145698332	b3790	YP_026256.2	TDP-fucosamine acetyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
16131647	b3791	NP_418238.1	TDP-4-oxo-6-deoxy-D-glucose transaminase	0	N/A		0	N/A		0	N/A		0	N/A	
16131648	b3792	NP_418239.1	O-antigen translocase	0	N/A		0	N/A		0	N/A		0	N/A	
16131649	b3793	NP_418241.1	predicted Wzy protein involved in ECA polysaccharide chain elongation	0	N/A		0	N/A		0	N/A		0	N/A	
16131650	b3794	NP_418242.1	UDP-N-acetyl-D-mannosaminuronic acid transferase	0	N/A		0	N/A		2 to 1	RBB	WP_005656920.1	0	N/A	
49176414	b3795	YP_026258.1	predicted transporter	1 to 1	RBB	WP_014569202.1	0	N/A		0	N/A		0	N/A	
49176415	b3800	YP_026259.1	predicted regulator of arylsulfatase activity	0	N/A		2 to 2	RBB	WP_012741874.1;WP_012741649.1	1 to 1	RBB	WP_005850852.1	1 to 2	RBB	WP_012739621.1
16131653	b3801	NP_418245.1	acrylsulfatase-like enzyme	0	N/A		0	N/A		2 to 1	RBB	WP_011964997.1;WP_011965849.1	0	N/A	
16131654	b3802	NP_418246.1	predicted protoheme IX synthesis protein	0	N/A		0	N/A		0	N/A		0	N/A	
16131655	b3803	NP_418247.1	predicted uroporphyrinogen III methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
16131656	b3804	NP_418248.1	uroporphyrinogen III synthase	0	N/A		0	N/A		0	N/A		0	N/A	
49176416	b3805	YP_026260.1	hydroxymethylbilane synthase	0	N/A		1 to 1	SSD	WP_012741775.1	0	N/A		1 to 1	RBB	WP_012738992.1
16131658	b3806	NP_418250.1	adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A	
16131659	b3807	NP_418251.1	iron-dependent inhibitor of iron-sulfur cluster formation; frataxin; iron-binding and oxidizing protein	0	N/A		0	N/A		0	N/A		0	N/A	
90111650	b3809	NP_418254.2	diaminopimelate epimerase	1 to 1	RBB	WP_014568952.1	1 to 1	SSD	WP_012742330.1	1 to 1	RBB	WP_005839633.1	1 to 1	RBB	WP_041687923.1
16131662	b3810	NP_418255.1	conserved protein, DUF484 family	0	N/A		0	N/A		0	N/A		0	N/A	
16131663	b3811	NP_418256.1	site-specific tyrosine recombinase	0	N/A		1 to 2	RBB	WP_012743493.1	1 to 2	RBB	WP_005844476.1	1 to 2	RBB	WP_041688082.1
16131664	b3812	NP_418257.1	FMN phosphatase	0	N/A		0	N/A		1 to 1	RBB	WP_005847345.1	0	N/A	
16131665	b3813	NP_418258.1	DNA-dependent ATPase I and helicase II	1 to 1	RBB	WP_014569418.1	1 to 1	RBB	WP_012742254.1	1 to 1	SSD	WP_005852749.1	1 to 1	RBB	WP_012739785.1
16131666	b3816	NP_418260.1	magnesium/nickel/cobalt transporter	0	N/A		0	N/A		1 to 1	SSD	WP_005843785.1	0	N/A	
16131667	b3817	NP_418261.1	predicted inner membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
90111651	b3818	NP_418262.2	conserved inner membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
49176418	b3819	YP_026262.1	predicted chloramphenical resistance permease	0	N/A		0	N/A		0	N/A		0	N/A	
90111652	b3820	NP_418264.4	conserved protein, 4HBT family of thioesterases	0	N/A		0	N/A		0	N/A		0	N/A	
16131671	b3821	NP_418265.1	outer membrane phospholipase A	0	N/A		0	N/A		0	N/A		0	N/A	
162135918	b3822	YP_026263.3	ATP-dependent DNA helicase	1 to 1	RBB	WP_014569437.1	1 to 1	RBB	WP_012741186.1	1 to 1	RBB	WP_005841106.1	1 to 1	RBB	WP_012739925.1
49176421	b3823	YP_026264.1	threonine efflux pump	0	N/A		0	N/A		0	N/A		0	N/A	
49176422	b3824	YP_026265.1	homoserine, homoserine lactone and S-methyl-methionine efflux pump	0	N/A		0	N/A		0	N/A		0	N/A	
49176423	b3825	YP_026266.1	lysophospholipase L2	0	N/A		1 to 1	RBB	WP_012743558.1	0	N/A		0	N/A	
49176424	b3826	YP_026267.1	predicted hydrolase	0	N/A		1 to 3	RBB	WP_012742235.1	0	N/A		0	N/A	
16131676	b3827	NP_418271.1	predicted inner membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
16131677	b3828	NP_418272.1	DNA-binding transcriptional activator, homocysteine-binding	0	N/A		0	N/A		0	N/A		0	N/A	
16131678	b3829	NP_418273.1	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	1 to 1	RBB	WP_014569192.1	0	N/A		0	N/A		1 to 1	RBB	WP_041687996.1
49176425	b3830	YP_026268.1	predicted hydrolase	0	N/A		0	N/A		0	N/A		0	N/A	
16131680	b3831	NP_418275.1	uridine phosphorylase	0	N/A		1 to 1	SSD	WP_012741217.1	1 to 2	Borderline-SSD	WP_005839407.1	0	N/A	
16131681	b3832	NP_418276.1	predicted recombination limiting protein	0	N/A		0	N/A		1 to 1	RBB	WP_005843549.1	0	N/A	
49176426	b3833	YP_026269.1	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase/ S-adenosylmethionine:2-DMK methyltransferase	0	N/A		0	N/A		1 to 1	RBB	WP_005847210.1	0	N/A	
16131683	b3834	NP_418278.1	conserved protein, SCP2 family	0	N/A		0	N/A		0	N/A		0	N/A	
16131684	b3835	NP_418279.1	2-octaprenylphenol hydroxylase	0	N/A		1 to 1	SSD	WP_012741571.1	0	N/A		0	N/A	
90111653	b3836	NP_418280.4	TatABCE protein translocation system subunit	0	N/A		0	N/A		0	N/A		0	N/A	
49176428	b3838	YP_026270.1	TatABCE protein translocation system subunit	0	N/A		0	N/A		0	N/A		0	N/A	
16131687	b3839	NP_418282.1	TatABCE protein translocation system subunit	0	N/A		0	N/A		1 to 1	RBB	WP_005852112.1	0	N/A	
16131688	b3842	NP_418284.1	DNA-binding transcriptional antiterminator	0	N/A		0	N/A		0	N/A		0	N/A	
16131689	b3843	NP_418285.1	3-octaprenyl-4-hydroxybenzoate decarboxylase	1 to 1	RBB	WP_005686511.1	0	N/A		0	N/A		0	N/A	
16131690	b3844	NP_418286.1	NAD(P)H-flavin reductase	0	N/A		0	N/A		0	N/A		0	N/A	
49176430	b3845	YP_026272.1	3-ketoacyl-CoA thiolase (thiolase I)	0	N/A		0	N/A		0	N/A		0	N/A	
16131692	b3846	NP_418288.1	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase	0	N/A		0	N/A		0	N/A		1 to 3	RBB	WP_041688235.1
16131693	b3847	NP_418289.1	proline dipeptidase	0	N/A		0	N/A		0	N/A		0	N/A	
90111654	b3848	NP_418290.4	conserved protein, UPF0029 family	1 to 1	RBB	WP_014569355.1	1 to 1	SSD	WP_012741607.1	1 to 1	SSD	WP_005846644.1	1 to 1	RBB	WP_012739825.1
49176432	b3849	YP_026273.1	potassium transporter	0	N/A		1 to 2	RBB	WP_012743561.1	1 to 2	RBB	WP_005842856.1	1 to 2	RBB	WP_012739805.1
16131696	b3850	NP_418292.1	protoporphyrin oxidase, flavoprotein	0	N/A		0	N/A		0	N/A		0	N/A	
145698333	b3856	NP_418293.2	molybdopterin-guanine dinucleotide biosynthesis protein B	0	N/A		0	N/A		0	N/A		0	N/A	
16131698	b3857	NP_418294.1	molybdopterin-guanine dinucleotide synthase	0	N/A		0	N/A		0	N/A		0	N/A	
16131699	b3858	NP_418295.1	conserved protein	0	N/A		0	N/A		0	N/A		0	N/A	
16131700	b3859	NP_418296.1	Thr/Ser kinase implicated in Cpx stress response	0	N/A		0	N/A		0	N/A		0	N/A	
16131701	b3860	NP_418297.1	periplasmic protein disulfide isomerase I	0	N/A		0	N/A		0	N/A		0	N/A	
90111655	b3861	NP_418298.4	conserved protein, DUF945 family	0	N/A		0	N/A		0	N/A		0	N/A	
16131703	b3862	NP_418299.1	inner membrane protein, Predicted acyltransferas	0	N/A		0	N/A		0	N/A		0	N/A	
16131704	b3863	NP_418300.1	fused DNA polymerase I 5'->3' polymerase/3'->5' exonuclease/5'->3' exonuclease	1 to 1	RBB	WP_014569731.1	1 to 1	RBB	WP_012742403.1	1 to 1	RBB	WP_011965088.1	1 to 1	RBB	WP_012739308.1
145698334	b3865	NP_418301.3	GTP-binding protein required for normal cell division	1 to 1	RBB	WP_005685656.1	1 to 1	RBB	WP_012741855.1	1 to 1	SSD	WP_005846771.1	1 to 1	RBB	WP_012739679.1
16131706	b3866	NP_418302.1	activator of Der GTPase	0	N/A		0	N/A		0	N/A		0	N/A	
90111657	b3867	NP_418303.2	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	0	N/A		0	N/A		0	N/A		0	N/A	
16131708	b3868	NP_418304.1	fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein	0	N/A		0	N/A		0	N/A		0	N/A	
16131709	b3869	NP_418305.1	sensory histidine kinase in two-component regulatory system with GlnG	0	N/A		0	N/A		0	N/A		0	N/A	
16131710	b3870	NP_418306.1	glutamine synthetase	1 to 1	RBB	WP_005684408.1	1 to 1	Borderline-SSD	WP_012743363.1	1 to 1	Borderline-SSD	WP_012055757.1	1 to 1	RBB	WP_012738683.1
49176434	b3871	YP_026274.1	GTP-binding protein	1 to 1	RBB	WP_014569611.1	1 to 1	RBB	WP_012743360.1	1 to 1	RBB	WP_005844415.1	1 to 1	RBB	WP_012739817.1
16131712	b3872	NP_418308.1	predicted DNA-binding transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
16131713	b3873	NP_418309.1	predicted sugar phosphate isomerase	0	N/A		0	N/A		0	N/A		0	N/A	
16131714	b3874	NP_418310.1	inner membrane protein, predicted transporter	0	N/A		0	N/A		0	N/A		0	N/A	
16131715	b3875	NP_418311.1	outer membrane porin L	0	N/A		0	N/A		0	N/A		0	N/A	
49176435	b3876	YP_026275.1	predicted transporter	0	N/A		1 to 3	RBB	WP_012742271.1	0	N/A		1 to 6	RBB	WP_041688284.1
145698335	b3877	NP_418313.4	predicted transporter	0	N/A		1 to 3	RBB	WP_012742271.1	0	N/A		1 to 6	RBB	WP_041688284.1
16131718	b3878	NP_418314.1	alpha-glucosidase	1 to 2	RBB	WP_014570182.1	1 to 1	RBB	WP_012743412.1	0	N/A		0	N/A	
49176437	b3879	NP_418315.3	predicted aldose-1-epimerase	0	N/A		0	N/A		0	N/A		0	N/A	
90111658	b3880	NP_418316.4	aldose-ketose isomerase; D-mannose isomerase	0	N/A		0	N/A		0	N/A		0	N/A	
16131721	b3881	NP_418317.1	predicted aldolase	0	N/A		0	N/A		0	N/A		0	N/A	
16131722	b3882	NP_418318.1	gamma-hydroxybutyrate dehydrogenase, NADH-dependent	0	N/A		1 to 4	RBB	WP_012743415.1	0	N/A		0	N/A	
90111659	b3883	NP_418319.2	predicted sugar kinase	0	N/A		0	N/A		0	N/A		0	N/A	
90111660	b3884	NP_418320.2	predicted DNA-binding transcriptional regulator	2 to 2	RBB	WP_014568974.1;WP_005686557.1	0	N/A		0	N/A		0	N/A	
90111661	b3885	NP_418321.4	alpha-D-Glucose-1-P phosphatase, anomer-specific	0	N/A		1 to 1	RBB	WP_012744145.1	2 to 1	RBB	WP_005842285.1;WP_008666357.1	0	N/A	
16131726	b3886	NP_418322.1	predicted inner membrane protein	0	N/A		1 to 1	RBB	WP_012742419.1	1 to 1	RBB	WP_032934749.1	1 to 1	RBB	WP_012739402.1
16131727	b3887	NP_418323.1	D-tyr-tRNA(Tyr) deacylase	1 to 1	RBB	WP_005687677.1	1 to 1	RBB	WP_012742551.1	1 to 1	RBB	WP_005843922.1	1 to 1	RBB	WP_012738334.1
16131728	b3888	NP_418324.1	predicted acetyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
145698336	b3889	NP_418325.3	predicted transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
