Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog count (reference : comparison)	Mycobacterium avium subsp. paratuberculosis K-10 - ortholuge status	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus N315 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus N315 - ortholuge status	Staphylococcus aureus subsp. aureus N315 - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Mycobacterium abscessus ATCC 19977 - ortholog count (reference : comparison)	Mycobacterium abscessus ATCC 19977 - ortholuge status	Mycobacterium abscessus ATCC 19977 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Mycobacterium intracellulare ATCC 13950 - ortholog count (reference : comparison)	Mycobacterium intracellulare ATCC 13950 - ortholuge status	Mycobacterium intracellulare ATCC 13950 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Mycobacterium marinum M - ortholog count (reference : comparison)	Mycobacterium marinum M - ortholuge status	Mycobacterium marinum M - ortholog NCBI RefSeq accession	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog count (reference : comparison)	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholuge status	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession	Mycobacterium avium 104 - ortholog count (reference : comparison)	Mycobacterium avium 104 - ortholuge status	Mycobacterium avium 104 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholuge status	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholuge status	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog NCBI RefSeq accession	Acinetobacter baumannii AYE - ortholog count (reference : comparison)	Acinetobacter baumannii AYE - ortholuge status	Acinetobacter baumannii AYE - ortholog NCBI RefSeq accession	Enterococcus faecium Aus0004 - ortholog count (reference : comparison)	Enterococcus faecium Aus0004 - ortholuge status	Enterococcus faecium Aus0004 - ortholog NCBI RefSeq accession
397675208	RVBD_3266c	WP_003899993.1	dTDP-4-dehydrorhamnose reductase	1 to 1	SSD	YP_005238131	1 to 1	SSD	WP_003874545.1	0	N/A		1 to 1	RBB	NP_416544.1	1 to 1	SSD	NP_253849.1	1 to 1	SSD	YP_001704342	1 to 1	RBB	WP_003141888.1	1 to 1	SSD	NP_461041.1	1 to 1	SSD	WP_014385682.1	0	N/A		1 to 1	SSD	WP_012393147.1	1 to 1	SSD	YP_886196.1	0	N/A		1 to 1	SSD	WP_033722841.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002294531.1
397675209	RVBD_3267	WP_003900664.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003874544.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001704343	0	N/A		0	N/A		1 to 1	SSD	WP_041787102.1	0	N/A		1 to 1	SSD	WP_012393146.1	1 to 1	SSD	YP_886195.1	0	N/A		1 to 1	SSD	WP_003874544.1	0	N/A		0	N/A		0	N/A		0	N/A		3 to 2	RBB	WP_002295400.1;WP_002296209.1
397675210	RVBD_3268	WP_003417112.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003878957.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001704344	0	N/A		0	N/A		1 to 1	SSD	WP_041787217.1	0	N/A		1 to 1	SSD	WP_012393145.1	1 to 1	SSD	YP_886194.1	0	N/A		1 to 1	SSD	WP_033712620.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675211	RVBD_3269	WP_003417115.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_003874542.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_008259830.1	0	N/A		1 to 1	RBB	WP_011740561.1	1 to 1	Borderline-SSD	YP_890281.1	0	N/A		1 to 1	RBB	WP_009978763.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675212	RVBD_3270	WP_003899995.1	heavy metal translocating P-type ATPase	0	N/A		1 to 1	RBB	WP_010949941.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014380975.1	0	N/A		1 to 1	RBB	WP_012393144.1	1 to 1	Borderline-SSD	YP_890280.1	0	N/A		1 to 1	RBB	WP_011725961.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_002287647.1;WP_002296577.1
397675213	RVBD_3271c	WP_003417119.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001703338	0	N/A		0	N/A		1 to 1	SSD	WP_014380976.1	0	N/A		1 to 1	RBB	WP_036457494.1	1 to 1	Non-SSD	YP_889838.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675214	RVBD_3272	WP_003417120.1	hypothetical protein	3 to 1	RBB	YP_005235718	1 to 1	RBB	WP_003874538.1	0	N/A		1 to 2	RBB	NP_416872.4;NP_416875.1	1 to 3	RBB	NP_249137.1;NP_249573.1;NP_252282.1	1 to 2	RBB	YP_001701572;YP_001705374	1 to 3	RBB	WP_003084679.1;WP_003138047.1;WP_003140833.1	3 to 1	RBB	NP_459077.1	1 to 1	RBB	WP_009953222.1	1 to 1	RBB	YP_001083765	1 to 1	RBB	WP_012393140.1	1 to 2	RBB	YP_890896.1;YP_890981.1	1 to 2	RBB	YP_002387826;YP_002387829	1 to 1	RBB	WP_011725962.1	0	N/A		0	N/A		0	N/A		1 to 3	RBB	WP_000501111.1;WP_000050378.1;WP_000501127.1	0	N/A	
397675215	RVBD_3273	WP_003917141.1	carbonic anhydrase	0	N/A		1 to 2	RBB	WP_003876892.1;WP_033706228.1	0	N/A		0	N/A		1 to 1	RBB	NP_248793.1	1 to 1	SSD	YP_001703829	1 to 1	RBB	WP_003136999.1	0	N/A		1 to 2	Non-SSD	WP_014378806.1;WP_009951853.1	1 to 1	RBB	YP_001086218	1 to 1	SSD	WP_012393139.1	0	N/A		0	N/A		1 to 2	RBB	WP_011723351.1;WP_033706228.1	1 to 1	RBB	WP_012737245.1	0	N/A		0	N/A		1 to 1	RBB	WP_001111063.1	0	N/A	
397675216	RVBD_3274c	WP_003417122.1	acyl-CoA dehydrogenase fadE25	0	N/A		1 to 1	SSD	WP_003878960.1	3 to 1	RBB	WP_000142198.1	2 to 1	RBB	NP_414581.1	1 to 1	RBB	NP_250322.1	1 to 1	SSD	YP_001704346	1 to 1	RBB	WP_003109952.1	0	N/A		1 to 1	RBB	WP_009953234.1	1 to 1	RBB	YP_001085178	1 to 1	SSD	WP_012393135.1	1 to 1	SSD	YP_886192.1	2 to 1	RBB	YP_002385537	1 to 1	SSD	WP_003878960.1	1 to 4	RBB	WP_000337350.1	3 to 1	RBB	YP_001574152	3 to 1	RBB	YP_498794.1	1 to 3	RBB	WP_000602467.1;WP_000617392.1;WP_000617420.1	0	N/A	
397675217	RVBD_3275c	WP_003899997.1	N5-carboxyaminoimidazole ribonucleotide mutase	1 to 1	SSD	YP_005236237	1 to 1	SSD	WP_003874531.1	1 to 1	RBB	WP_000861572.1	1 to 1	RBB	NP_415056.1	1 to 1	SSD	NP_254113.1	1 to 1	SSD	YP_001704347	1 to 1	SSD	WP_003106314.1	1 to 1	SSD	NP_459529.1	1 to 1	SSD	WP_041787219.1	1 to 1	SSD	YP_001085969	1 to 1	SSD	WP_011740570.1	1 to 1	Non-SSD	YP_886191.1	1 to 1	RBB	YP_002386000	1 to 1	SSD	WP_011725965.1	1 to 1	SSD	WP_004151322.1	1 to 1	RBB	YP_001574908	1 to 1	RBB	YP_499558.1	1 to 1	SSD	WP_000994663.1	1 to 1	RBB	WP_002303771.1
397675218	RVBD_3276c	WP_003417126.1	N5-carboxyaminoimidazole ribonucleotide synthase	1 to 1	RBB	YP_005236236	1 to 1	SSD	WP_003878962.1	1 to 1	RBB	WP_001010413.1	1 to 1	RBB	NP_415055.1	1 to 1	RBB	NP_254112.1	1 to 1	SSD	YP_001704348	1 to 1	RBB	WP_003142082.1	1 to 1	Borderline-SSD	NP_459528.1	1 to 1	SSD	WP_041787221.1	1 to 1	SSD	YP_001085968	1 to 1	SSD	WP_041324428.1	1 to 1	Borderline-SSD	YP_886190.1	1 to 1	RBB	YP_002385999	1 to 1	SSD	WP_011725966.1	1 to 1	SSD	WP_012737545.1	1 to 1	RBB	YP_001574909	1 to 1	RBB	YP_499559.1	1 to 1	SSD	WP_000361794.1	1 to 1	RBB	WP_002302886.1
397675219	RVBD_3277	WP_003899998.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003874529.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014380985.1	0	N/A		1 to 1	SSD	WP_011740572.1	1 to 1	SSD	YP_886189.1	0	N/A		1 to 1	SSD	WP_003874529.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675220	RVBD_3278c	WP_003417130.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003874528.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001704353	0	N/A		0	N/A		1 to 1	SSD	WP_008259908.1	0	N/A		1 to 1	SSD	WP_012393132.1	1 to 1	SSD	YP_886188.1	0	N/A		1 to 1	SSD	WP_009978777.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675221	RVBD_3279c	WP_003899999.1	biotin-[acetyl-CoA-carboxylase] ligase	1 to 1	SSD	YP_005240421	1 to 1	SSD	WP_003874527.1	1 to 1	RBB	WP_000049921.1	1 to 1	RBB	NP_418404.1	1 to 1	SSD	NP_252970.1	1 to 1	SSD	YP_001704354	1 to 1	SSD	WP_003112012.1	1 to 1	RBB	NP_463012.1	1 to 1	SSD	WP_014380986.1	1 to 1	Borderline-SSD	YP_001083834	1 to 1	SSD	WP_012393131.1	1 to 1	SSD	YP_886193.1	1 to 1	RBB	YP_002389446	1 to 1	SSD	WP_031353823.1	1 to 1	SSD	WP_014908110.1	1 to 1	RBB	YP_001575283	1 to 1	RBB	YP_499991.1	1 to 1	Borderline-SSD	WP_000362827.1	1 to 1	RBB	WP_002297289.1
397675222	RVBD_3280	WP_003417136.1	propionyl-CoA carboxylase subunit beta	0	N/A		1 to 1	SSD	WP_003874526.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001704359	0	N/A		0	N/A		1 to 1	SSD	WP_008259921.1	0	N/A		1 to 1	SSD	WP_012393130.1	1 to 1	SSD	YP_886185.1	0	N/A		1 to 1	SSD	WP_003874526.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675223	RVBD_3281	WP_010886160.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003874525.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001704360	0	N/A		0	N/A		1 to 1	SSD	WP_014380991.1	0	N/A		1 to 1	SSD	WP_012393129.1	1 to 1	RBB	YP_886184.1	0	N/A		1 to 1	SSD	WP_011725969.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675224	RVBD_3282	WP_003417146.1	maf-like protein	1 to 2	RBB	YP_005236945;YP_005239557	1 to 1	Borderline-SSD	WP_003878965.1	0	N/A		1 to 2	RBB	NP_415605.2;NP_417714.1	1 to 2	RBB	NP_251662.1;NP_253168.1	1 to 1	SSD	YP_001704361	1 to 2	RBB	WP_003091145.1;WP_003141317.1	1 to 2	RBB	NP_460159.1;NP_462281.1	1 to 1	Borderline-SSD	WP_014380992.1	1 to 1	RBB	YP_001085792	1 to 1	SSD	WP_012393128.1	1 to 1	SSD	YP_886183.1	1 to 2	RBB	YP_002386577;YP_002388724	1 to 1	Borderline-SSD	WP_019732479.1	2 to 1	RBB	WP_015875196.1;WP_014907850.1	0	N/A		0	N/A		1 to 1	RBB	WP_000940845.1	0	N/A	
397675225	RVBD_3283	WP_003417149.1	thiosulfate sulfurtransferase	0	N/A		1 to 1	SSD	WP_003878966.1	0	N/A		0	N/A		3 to 1	RBB	NP_253643.1	1 to 1	RBB	YP_001704369	3 to 1	RBB	WP_003095676.1	0	N/A		1 to 1	SSD	WP_014380993.1	3 to 1	RBB	YP_001086370	1 to 1	SSD	WP_012393127.1	1 to 1	SSD	YP_886181.1	0	N/A		1 to 1	SSD	WP_003878966.1	0	N/A		0	N/A		0	N/A		3 to 1	RBB	WP_000174475.1	0	N/A	
397675226	RVBD_3284	WP_003417152.1	cysteine desulfuration protein SufE	1 to 1	RBB	YP_005239106	1 to 1	SSD	WP_003874522.1	0	N/A		1 to 1	RBB	NP_417291.1	1 to 1	RBB	NP_252358.1	1 to 1	RBB	YP_001704370	1 to 1	RBB	WP_003092439.1	1 to 1	RBB	NP_461904.1	1 to 1	SSD	WP_009953247.1	0	N/A		1 to 1	SSD	WP_012393126.1	1 to 1	SSD	YP_886180.1	1 to 1	RBB	YP_002388275	1 to 1	SSD	WP_003874522.1	1 to 1	RBB	WP_004142894.1	0	N/A		0	N/A		0	N/A		0	N/A	
397675227	RVBD_3285	WP_003417156.1	acetyl/propionyl-CoA carboxylase subunit alpha	0	N/A		1 to 1	SSD	WP_003878967.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001704371	0	N/A		0	N/A		1 to 1	SimNSSD	WP_009953248.1	1 to 1	RBB	YP_001084300	1 to 1	SSD	WP_012393125.1	1 to 1	RBB	YP_886179.1	0	N/A		1 to 1	SSD	WP_003874521.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_001091000.1	0	N/A	
397675228	RVBD_3286c	WP_003417158.1	sigma-B/F/G subfamily RNA polymerase sigma-70 factor	1 to 1	RBB	YP_005237923	1 to 1	SSD	WP_003878969.1	1 to 1	RBB	WP_001041111.1	1 to 1	RBB	NP_416432.3	0	N/A		1 to 1	Borderline-SSD	YP_001703246	0	N/A		1 to 1	RBB	NP_460909.1	1 to 1	SSD	WP_008259929.1	0	N/A		1 to 1	SSD	WP_011740583.1	1 to 1	SSD	YP_886176.1	1 to 1	RBB	YP_002387419	1 to 1	SSD	WP_041160738.1	0	N/A		1 to 1	RBB	YP_001575935	1 to 1	RBB	YP_500776.1	0	N/A		0	N/A	
397675229	RVBD_3287c	WP_003417160.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003878970.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001703248	0	N/A		0	N/A		1 to 1	SSD	WP_008259930.1	0	N/A		1 to 1	SSD	WP_015354822.1	1 to 1	SSD	YP_886175.1	0	N/A		1 to 1	SSD	WP_003878970.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675230	RVBD_3288c	WP_003900003.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003874516.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001703254	0	N/A		0	N/A		1 to 1	SSD	WP_008259932.1	0	N/A		1 to 1	SSD	WP_012393121.1	1 to 3	RBB	YP_886141.1;YP_886149.1;YP_886163.1	0	N/A		1 to 1	SSD	WP_003874516.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675231	RVBD_3289c	WP_003417165.1	transmembrane protein	0	N/A		1 to 1	SSD	WP_003874515.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014380994.1	0	N/A		1 to 1	SSD	WP_012393120.1	1 to 1	RBB	YP_886139.1	0	N/A		1 to 1	SSD	WP_003874515.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675232	RVBD_3290c	WP_003900004.1	L-lysine 6-transaminase	0	N/A		1 to 1	Borderline-SSD	WP_010949951.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001704374	0	N/A		0	N/A		1 to 1	SSD	WP_041787223.1	0	N/A		1 to 1	SSD	WP_012393119.1	1 to 1	SSD	YP_886136.1	0	N/A		1 to 1	Borderline-SSD	WP_009978790.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675233	RVBD_3291c	WP_003417179.1	"lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"	1 to 1	RBB	YP_005236673	1 to 1	Borderline-SSD	WP_003874513.1	0	N/A		1 to 1	RBB	NP_415409.1	1 to 1	RBB	NP_251267.1	1 to 1	SSD	YP_001704375	1 to 1	RBB	WP_003090065.1	1 to 1	RBB	NP_459935.1	1 to 1	SSD	WP_008259938.1	0	N/A		1 to 1	SSD	WP_011740589.1	1 to 1	SSD	YP_886135.1	1 to 1	RBB	YP_002386388	1 to 1	Borderline-SSD	WP_003874513.1	1 to 1	RBB	WP_000228469.1	0	N/A		0	N/A		1 to 3	RBB	WP_000344223.1;YP_001713969;WP_001247568.1	0	N/A	
397675234	RVBD_3292	WP_003417184.1	hypothetical protein	1 to 1	RBB	YP_005237531	1 to 1	SSD	WP_003878972.1	0	N/A		1 to 1	RBB	NP_415940.1	0	N/A		1 to 1	RBB	YP_001704376	0	N/A		1 to 1	RBB	NP_460583.1	1 to 1	SSD	WP_014380996.1	0	N/A		1 to 1	SSD	WP_012393118.1	0	N/A		1 to 1	RBB	YP_002386860	1 to 1	SSD	WP_009978791.1	1 to 1	RBB	WP_002907549.1	0	N/A		0	N/A		0	N/A		0	N/A	
397675235	RVBD_3293	WP_031647156.1	aldehyde dehydrogenase	0	N/A		1 to 1	SSD	WP_003874510.1	0	N/A		0	N/A		1 to 1	RBB	NP_249718.1	1 to 1	RBB	YP_001704377	1 to 1	RBB	WP_016254122.1	0	N/A		1 to 1	SSD	WP_014380997.1	0	N/A		1 to 1	SSD	WP_012393117.1	1 to 1	RBB	YP_886134.1	0	N/A		1 to 1	Borderline-SSD	WP_009978792.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675236	RVBD_3294c	WP_003417192.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675237	RVBD_3295	WP_003417200.1	TetR family transcriptional regulator	3 to 1	RBB	YP_005236863	1 to 1	SSD	WP_003874509.1	0	N/A		4 to 1	RBB	NP_415533.1	0	N/A		1 to 1	RBB	YP_001704378	0	N/A		3 to 1	RBB	NP_460094.1	1 to 1	SSD	WP_026071218.1	2 to 1	RBB	YP_001085008	1 to 1	SSD	WP_011740592.1	0	N/A		4 to 1	RBB	YP_002386515	1 to 1	SSD	WP_009978793.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675238	RVBD_3296	WP_003912132.1	ATP-dependent helicase Lhr	0	N/A		1 to 1	SSD	WP_010949952.1	0	N/A		1 to 1	RBB	NP_416170.1	1 to 1	RBB	NP_251962.1	1 to 1	SSD	YP_001704379	1 to 1	RBB	WP_011666592.1	0	N/A		1 to 1	SSD	WP_014380999.1	0	N/A		1 to 1	SSD	WP_012393116.1	1 to 1	SSD	YP_886129.1	1 to 1	RBB	YP_002387134	1 to 1	SSD	WP_011725976.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675239	RVBD_3297	WP_003900006.1	endonuclease VIII	0	N/A		1 to 1	SSD	WP_003874506.1	0	N/A		1 to 1	RBB	NP_415242.1	0	N/A		1 to 1	SSD	YP_001705450	0	N/A		0	N/A		1 to 1	SSD	WP_014381000.1	0	N/A		1 to 1	SSD	WP_012393115.1	1 to 1	SSD	YP_886128.1	1 to 1	RBB	YP_002386154	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675240	RVBD_3298c	WP_003417210.1	polyhydroxybutyrate depolymerase	0	N/A		1 to 1	SSD	WP_003874505.1	0	N/A		0	N/A		2 to 1	RBB	NP_249234.1	0	N/A		2 to 1	RBB	WP_003137327.1	0	N/A		1 to 1	SSD	WP_014383210.1	0	N/A		1 to 1	SSD	WP_012393114.1	1 to 1	RBB	YP_887767.1	0	N/A		1 to 1	SSD	WP_009978799.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675241	RVBD_3299c	WP_003916522.1	arylsulfatase	3 to 1	RBB	YP_005239271	0	N/A		0	N/A		3 to 1	RBB	NP_416015.2	3 to 1	RBB	NP_248873.1	0	N/A		3 to 1	RBB	WP_003137060.1	3 to 1	RBB	NP_462037.1	0	N/A		3 to 1	RBB	YP_001084011	1 to 1	RBB	WP_012393110.1	0	N/A		3 to 1	RBB	YP_002386943	0	N/A		1 to 3	RBB	WP_012737578.1	0	N/A		0	N/A		3 to 1	RBB	WP_000875361.1	0	N/A	
397675242	RVBD_3300c	WP_003913034.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003878980.1	0	N/A		0	N/A		1 to 1	RBB	NP_250733.1	1 to 1	SSD	YP_001704382	1 to 1	RBB	WP_003111649.1	0	N/A		1 to 1	SSD	WP_026071217.1	1 to 1	RBB	YP_001085146	1 to 1	SSD	WP_012393109.1	1 to 1	RBB	YP_886109.1	0	N/A		1 to 1	SSD	WP_023860891.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_000097958.1	0	N/A	
397675243	RVBD_3301c	WP_003417216.1	phosphate transporter regulatory protein PhoU	2 to 1	RBB	YP_005240120	0	N/A		2 to 1	RBB	WP_000974847.1	0	N/A		2 to 1	RBB	NP_254052.1	0	N/A		2 to 1	RBB	WP_003142030.1	2 to 1	RBB	NP_462752.1	0	N/A		0	N/A		1 to 1	RBB	WP_012393107.1	0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_004145007.1	2 to 1	RBB	YP_001575210	2 to 1	RBB	YP_499911.1	2 to 1	RBB	WP_000075183.1	2 to 1	RBB	WP_002289490.1
397675244	RVBD_3302c	WP_003417217.1	glycerol-3-phosphate dehydrogenase	2 to 1	RBB	YP_005239732	1 to 1	SSD	WP_003878981.1	1 to 1	RBB	WP_001218596.1	2 to 1	RBB	NP_417884.1	1 to 1	RBB	NP_252274.1	1 to 1	SSD	YP_001704383	1 to 1	RBB	WP_003109717.1	2 to 1	RBB	NP_462428.1	1 to 1	SSD	WP_036459611.1	1 to 1	RBB	YP_001085687	1 to 1	SSD	WP_012393103.1	1 to 1	SSD	YP_886108.1	2 to 1	RBB	YP_002388887	1 to 1	SSD	WP_003874498.1	1 to 2	RBB	WP_002920554.1	1 to 1	RBB	YP_001575125	1 to 1	RBB	YP_499810.1	1 to 1	RBB	WP_000868053.1	2 to 1	RBB	WP_002294666.1
397675245	RVBD_3303c	WP_009936266.1	NAD(P)H dehydrogenase (quinone)	0	N/A		1 to 1	SSD	WP_019305894.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001704384	0	N/A		0	N/A		1 to 1	SSD	WP_014381008.1	0	N/A		1 to 1	SSD	WP_041324423.1	1 to 1	SSD	YP_886107.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675246	RVBD_3304	WP_003417219.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003874496.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_001704385	0	N/A		0	N/A		1 to 1	SSD	WP_009954068.1	0	N/A		1 to 1	SSD	WP_011740604.1	1 to 1	SSD	YP_886106.1	0	N/A		1 to 1	SSD	WP_003874496.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014387051.1
397675247	RVBD_3305c	WP_003417220.1	amidohydrolase	0	N/A		1 to 1	SSD	WP_003878983.1	1 to 3	RBB	WP_001075809.1;WP_000887920.1;WP_000523157.1	0	N/A		1 to 2	RBB	NP_251612.1;NP_253034.1	1 to 1	SSD	YP_001704386	1 to 2	RBB	WP_003114014.1;WP_003093956.1	0	N/A		1 to 1	SSD	WP_014381010.1	1 to 2	RBB	YP_001083773;YP_001085608	1 to 1	SSD	WP_012393100.1	1 to 1	SSD	YP_886079.1	0	N/A		1 to 1	SSD	WP_003874495.1	5 to 1	RBB	WP_004142619.1;WP_002901900.1;WP_014907431.1;WP_014907890.1;WP_014907515.1	1 to 3	RBB	YP_001574030;YP_001574447;YP_001576180	1 to 3	RBB	YP_498662.1;YP_499103.1;YP_501066.1	1 to 3	RBB	WP_000276836.1;WP_000340497.1;WP_001033441.1	1 to 1	RBB	WP_002286870.1
397675248	RVBD_3306c	WP_003900009.1	amidohydrolase	0	N/A		1 to 1	SSD	WP_003878984.1	1 to 1	RBB	WP_001291497.1	1 to 1	RBB	NP_415853.1	0	N/A		1 to 1	SSD	YP_001704387	0	N/A		0	N/A		1 to 1	SSD	WP_014381011.1	0	N/A		1 to 1	SSD	WP_012393099.1	1 to 1	SSD	YP_886078.1	1 to 1	RBB	YP_002386809	1 to 1	SSD	WP_011725981.1	1 to 1	RBB	WP_014907662.1	1 to 1	RBB	YP_001575998	1 to 1	RBB	YP_500851.1	0	N/A		1 to 1	RBB	WP_002293788.1
397675249	RVBD_3307	WP_003417233.1	purine nucleoside phosphorylase	1 to 1	RBB	YP_005238505	1 to 1	SSD	WP_003878986.1	0	N/A		1 to 1	RBB	NP_416902.1	0	N/A		1 to 1	SSD	YP_001704388	0	N/A		0	N/A		1 to 1	SSD	WP_014381013.1	0	N/A		1 to 1	SSD	WP_012393098.1	1 to 1	SSD	YP_886077.1	0	N/A		1 to 1	SSD	WP_011725983.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002289198.1
