Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Propionibacterium propionicum F0230a - ortholog count (reference : comparison)	Propionibacterium propionicum F0230a - ortholuge status	Propionibacterium propionicum F0230a - ortholog NCBI RefSeq accession	Pseudomonas stutzeri DSM 10701 - ortholog count (reference : comparison)	Pseudomonas stutzeri DSM 10701 - ortholuge status	Pseudomonas stutzeri DSM 10701 - ortholog NCBI RefSeq accession	Pseudomonas putida KT2440 - ortholog count (reference : comparison)	Pseudomonas putida KT2440 - ortholuge status	Pseudomonas putida KT2440 - ortholog NCBI RefSeq accession	Pseudomonas putida S16 - ortholog count (reference : comparison)	Pseudomonas putida S16 - ortholuge status	Pseudomonas putida S16 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PA7 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PA7 - ortholuge status	Pseudomonas aeruginosa PA7 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa DK2 - ortholog count (reference : comparison)	Pseudomonas aeruginosa DK2 - ortholuge status	Pseudomonas aeruginosa DK2 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Pseudomonas mendocina ymp - ortholog count (reference : comparison)	Pseudomonas mendocina ymp - ortholuge status	Pseudomonas mendocina ymp - ortholog NCBI RefSeq accession	Neisseria meningitidis MC58 - ortholog count (reference : comparison)	Neisseria meningitidis MC58 - ortholuge status	Neisseria meningitidis MC58 - ortholog NCBI RefSeq accession	Neisseria gonorrhoeae FA 1090 - ortholog count (reference : comparison)	Neisseria gonorrhoeae FA 1090 - ortholuge status	Neisseria gonorrhoeae FA 1090 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa NCGM2.S1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa NCGM2.S1 - ortholuge status	Pseudomonas aeruginosa NCGM2.S1 - ortholog NCBI RefSeq accession	Corynebacterium kroppenstedtii DSM 44385 - ortholog count (reference : comparison)	Corynebacterium kroppenstedtii DSM 44385 - ortholuge status	Corynebacterium kroppenstedtii DSM 44385 - ortholog NCBI RefSeq accession
397675080	RVBD_3152	WP_003416445.1	NADH-quinone oxidoreductase subunit H	1 to 1	SSD	WP_014847368.1	1 to 1	SSD	WP_014852507.1	1 to 1	RBB	NP_746244.1	1 to 1	RBB	WP_003251440.1	1 to 1	SSD	WP_003152492.1	1 to 1	RBB	WP_003090465.1	1 to 1	RBB	WP_003090465.1	1 to 1	RBB	WP_012018732.1	1 to 1	SSD	NP_273306.1	1 to 1	SSD	YP_208777.1	1 to 1	RBB	WP_003090465.1	0	N/A	
397675081	RVBD_3153	WP_031647147.1	NADH-quinone oxidoreductase subunit I	1 to 1	SSD	WP_014847367.1	1 to 1	SSD	WP_014852506.1	1 to 1	RBB	NP_746245.1	1 to 1	RBB	WP_003251442.1	1 to 1	SSD	WP_003090467.1	1 to 1	RBB	WP_003090467.1	1 to 1	RBB	WP_003090467.1	1 to 1	RBB	WP_003240692.1	1 to 1	RBB	NP_273307.1	1 to 1	RBB	YP_208776.1	1 to 1	RBB	WP_003090467.1	0	N/A	
397675082	RVBD_3154	WP_003416449.1	NADH dehydrogenase I subunit J	1 to 1	RBB	WP_041697743.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675083	RVBD_3155	WP_003416452.1	NADH-quinone oxidoreductase subunit K	1 to 1	SSD	WP_014847365.1	1 to 1	SSD	WP_014852504.1	1 to 1	RBB	NP_746247.1	1 to 1	RBB	WP_003251446.1	1 to 1	RBB	WP_003090475.1	1 to 1	RBB	WP_003090475.1	1 to 1	RBB	WP_003090475.1	1 to 1	RBB	WP_003240696.1	1 to 1	SSD	NP_273310.1	1 to 1	RBB	YP_208774.1	1 to 1	RBB	WP_003090475.1	0	N/A	
397675084	RVBD_3156	WP_003900642.1	NADH-quinone oxidoreductase subunit L	1 to 1	SSD	WP_041697741.1	1 to 1	SSD	WP_014852503.1	1 to 1	RBB	NP_746248.1	1 to 1	RBB	WP_013973388.1	1 to 1	SSD	WP_012075438.1	1 to 1	RBB	WP_003097681.1	1 to 1	RBB	WP_003138929.1	1 to 1	RBB	WP_012018734.1	1 to 1	SSD	NP_273313.1	1 to 1	SSD	YP_208773.1	1 to 1	RBB	WP_003090477.1	1 to 1	Borderline-SSD	WP_012732616.1
397675085	RVBD_3157	WP_003900643.1	NADH-quinone oxidoreductase subunit M	1 to 1	SSD	WP_041697739.1	1 to 1	SSD	WP_014852502.1	1 to 1	RBB	NP_746249.1	1 to 1	RBB	WP_013973389.1	1 to 1	SSD	WP_003152490.1	1 to 1	RBB	WP_003097684.1	1 to 1	RBB	WP_003090479.1	1 to 1	RBB	WP_012018735.1	1 to 1	SSD	NP_273314.1	1 to 1	RBB	YP_208771.1	1 to 1	RBB	WP_003090479.1	0	N/A	
397675086	RVBD_3158	WP_003900644.1	NADH-quinone oxidoreductase subunit N	1 to 1	SSD	WP_041696650.1	1 to 1	SSD	WP_014852501.1	1 to 1	RBB	NP_746250.1	1 to 1	RBB	WP_013973390.1	1 to 1	SSD	WP_012075437.1	1 to 1	RBB	WP_003090482.1	1 to 1	RBB	WP_003090482.1	1 to 1	RBB	WP_012018736.1	1 to 1	SSD	NP_273315.1	1 to 1	SSD	YP_208770.1	1 to 1	RBB	WP_003090482.1	0	N/A	
397675087	RVBD_3159c	WP_003906993.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675088	RVBD_3160c	WP_003416573.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675089	RVBD_3161c	WP_003900647.1	oxidoreductase	0	N/A		1 to 1	RBB	WP_014852648.1	1 to 1	RBB	NP_742482.1	1 to 2	RBB	WP_013970512.1;WP_013972270.1	1 to 2	RBB	WP_012077995.1;WP_012075552.1	1 to 2	RBB	YP_006482520;WP_003096766.1	1 to 2	RBB	WP_003139109.1;WP_003142076.1	1 to 1	RBB	WP_004373739.1	0	N/A		0	N/A		1 to 2	RBB	WP_003089876.1;WP_003096766.1	0	N/A	
397675090	RVBD_3162c	WP_003900648.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675091	RVBD_3163c	WP_003416584.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675092	RVBD_3164c	WP_003416588.1	MoxR-like ATPase	1 to 1	RBB	WP_014846931.1	1 to 2	RBB	WP_014851769.1	0	N/A		0	N/A		2 to 1	RBB	WP_012077132.1	2 to 1	RBB	WP_003112780.1	2 to 1	RBB	WP_003141222.1	2 to 1	RBB	WP_003246021.1	0	N/A		0	N/A		2 to 1	RBB	WP_003093896.1	0	N/A	
397675093	RVBD_3165c	WP_003416593.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675094	RVBD_3166c	WP_003900649.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675095	RVBD_3167c	WP_003416599.1	TetR family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675096	RVBD_3168	WP_003900650.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_744935.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_031632496.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014603811.1	0	N/A	
397675097	RVBD_3169	WP_031647150.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675098	RVBD_3170	WP_003416607.1	monoamine oxidase	1 to 1	Borderline-SSD	WP_014847728.1	0	N/A		0	N/A		1 to 2	RBB	WP_044040031.1;WP_024087620.1	1 to 1	RBB	WP_012074009.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675099	RVBD_3171c	WP_010924623.1	peroxiredoxin	0	N/A		1 to 1	RBB	WP_014852407.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675100	RVBD_3172c	WP_003917749.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675101	RVBD_3173c	WP_003416617.1	TetR/AcrR family transcriptional regulator	0	N/A		1 to 1	RBB	WP_043942637.1	1 to 1	RBB	NP_745095.1	0	N/A		1 to 1	RBB	WP_012075120.1	1 to 1	RBB	WP_003103255.1	1 to 1	RBB	WP_003138570.1	1 to 1	RBB	WP_011920539.1	0	N/A		0	N/A		1 to 1	RBB	WP_003091250.1	1 to 1	RBB	WP_012730784.1
397675102	RVBD_3174	WP_003900652.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675103	RVBD_3175	WP_003416624.1	amidase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012018183.1	0	N/A		0	N/A		0	N/A		0	N/A	
397675104	RVBD_3176c	WP_003416627.1	microsomal epoxide hydrolase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675105	RVBD_3177	WP_003416628.1	peroxiredoxin	1 to 1	SSD	WP_014847422.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675106	RVBD_3178	WP_003416632.1	deazaflavin-dependent nitroreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675107	RVBD_3178A	YP_006516642	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675108	RVBD_3179	WP_003416640.1	ATPase AAA+ superfamily protein	2 to 1	RBB	WP_014847431.1;WP_014847566.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675109	RVBD_3180c	WP_003899952.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675110	RVBD_3181c	WP_003899953.1	prevent-host-death family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675111	RVBD_3182	WP_003899954.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675112	RVBD_3183	WP_003899955.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675113	RVBD_3184	WP_003899493.1	transposase	0	N/A		3 to 16	RBB	WP_003298990.1	16 to 1	RBB	NP_745120.1	16 to 3	RBB	WP_011535022.1	0	N/A		0	N/A		0	N/A		16 to 1	RBB	WP_012020325.1	0	N/A		0	N/A		0	N/A		0	N/A	
397675114	RVBD_3185	WP_003899492.1	transposase	0	N/A		3 to 16	RBB	WP_014853328.1;WP_014852999.1	16 to 1	RBB	NP_745121.1	16 to 8	RBB	WP_013970401.1;WP_033694705.1;WP_044047268.1;WP_044047136.1	16 to 9	RBB	WP_012075313.1;WP_012077889.1;WP_004352797.1;WP_012075643.1;WP_012077066.1;WP_041025510.1;WP_003115187.1;WP_012076686.1	16 to 1	RBB	YP_006484750	16 to 2	RBB	WP_003137178.1;WP_023443521.1	0	N/A		0	N/A		16 to 2	RBB	YP_207993.1;YP_208019.1	16 to 7	RBB	WP_003115187.1;WP_041025738.1	0	N/A	
397675115	RVBD_3186	WP_003899493.1	transposase	0	N/A		3 to 16	RBB	WP_003298990.1	16 to 1	RBB	NP_745120.1	16 to 3	RBB	WP_011535022.1	0	N/A		0	N/A		0	N/A		16 to 1	RBB	WP_012020325.1	0	N/A		0	N/A		0	N/A		0	N/A	
397675116	RVBD_3187	WP_003899492.1	transposase	0	N/A		3 to 16	RBB	WP_014853328.1;WP_014852999.1	16 to 1	RBB	NP_745121.1	16 to 8	RBB	WP_013970401.1;WP_033694705.1;WP_044047268.1;WP_044047136.1	16 to 9	RBB	WP_012075643.1;WP_012077066.1;WP_012076686.1;WP_041025510.1;WP_012075313.1;WP_004352797.1;WP_012077889.1;WP_003115187.1	16 to 1	RBB	YP_006484750	16 to 2	RBB	WP_003137178.1;WP_023443521.1	0	N/A		0	N/A		16 to 2	RBB	YP_207993.1;YP_208019.1	16 to 7	RBB	WP_003115187.1;WP_041025738.1	0	N/A	
397675117	RVBD_3188	WP_003899956.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675118	RVBD_3189	WP_003899957.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675120	RVBD_3190A	WP_003416778.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675121	RVBD_3190B	YP_006516656	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675119	RVBD_3190c	WP_003912135.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675122	RVBD_3191c	WP_003416786.1	transposase	4 to 1	RBB	WP_041697156.1;WP_041697065.1;WP_041697684.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 14	RBB	NP_273282.1;NP_273490.1;NP_273678.1;NP_273847.1;NP_273875.1;NP_273951.1;NP_274056.1;NP_274084.1;NP_274130.1;NP_274274.1;NP_274281.1;NP_274716.1;NP_274770.1;NP_275133.1	0	N/A		0	N/A		0	N/A	
397675123	RVBD_3192	WP_003416793.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675124	RVBD_3192A	YP_006516659	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675125	RVBD_3193c	WP_003899961.1	hypothetical protein	1 to 2	RBB	WP_014846937.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_012732082.1
397675126	RVBD_3194c	WP_003416799.1	PDZ domain-containing protein	1 to 1	RBB	WP_041696516.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012732086.1
397675127	RVBD_3195	WP_003912138.1	hypothetical protein	1 to 1	RBB	WP_014846940.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_041629479.1
397675128	RVBD_3196	WP_021082912.1	bacteriocin biosynthesis cyclodehydratase domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675129	RVBD_3196A	WP_015456486.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675130	RVBD_3197	WP_003416815.1	ABC transporter ATP-binding protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675131	RVBD_3197A	WP_003899963.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675133	RVBD_3198A	WP_003416827.1	glutaredoxin-like protein	0	N/A		1 to 1	RBB	WP_014854471.1	1 to 1	RBB	NP_745102.1	0	N/A		1 to 2	RBB	WP_003155550.1;WP_005005995.1	1 to 1	RBB	WP_003096057.1	1 to 1	RBB	WP_003096057.1	1 to 1	RBB	WP_012019541.1	0	N/A		0	N/A		1 to 1	RBB	WP_003096057.1	1 to 1	RBB	WP_041629127.1
397675132	RVBD_3198c	WP_003912141.1	DNA helicase II/ATP-dependent DNA helicase PcrA	1 to 1	RBB	WP_014846941.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_041629481.1
397675134	RVBD_3199c	WP_003899965.1	NADH pyrophosphatase	1 to 1	SSD	WP_041697475.1	1 to 1	RBB	WP_014852910.1	1 to 1	RBB	NP_746157.1	1 to 1	RBB	WP_013973304.1	1 to 1	SSD	WP_012076159.1	1 to 1	RBB	WP_003113595.1	1 to 1	RBB	WP_003139928.1	1 to 1	RBB	WP_012018495.1	0	N/A		0	N/A		1 to 1	RBB	WP_003087976.1	0	N/A	
397675135	RVBD_3200c	WP_003899966.1	NAD+ diphosphatase	1 to 1	RBB	WP_041697488.1	0	N/A		1 to 1	RBB	NP_745454.1	0	N/A		1 to 1	RBB	WP_003152168.1	1 to 1	RBB	WP_003086638.1	1 to 1	RBB	WP_003086638.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003086638.1	1 to 1	RBB	WP_041629482.1
397675136	RVBD_3201c	WP_003416833.1	DNA helicase II/ATP-dependent DNA helicase PcrA	1 to 1	RBB	WP_014846552.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012732095.1
397675138	RVBD_3202A	WP_003907005.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675137	RVBD_3202c	WP_003899967.1	ATP-dependent DNA helicase	1 to 1	RBB	WP_041697454.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012732096.1
397675139	RVBD_3203	WP_003899968.1	lipase lipV	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		3 to 1	RBB	NP_273326.1	1 to 1	RBB	YP_208758.1	0	N/A		0	N/A	
397675140	RVBD_3204	WP_003917132.1	methyltransferase	1 to 1	RBB	WP_041697141.1	1 to 1	RBB	WP_014853771.1	0	N/A		0	N/A		1 to 1	RBB	WP_012077180.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675141	RVBD_3205c	WP_003416850.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041629483.1
397675142	RVBD_3206c	WP_003416855.1	molybdopterin biosynthesis protein MoeB	1 to 2	RBB	WP_014845883.1	1 to 2	RBB	WP_014853799.1	2 to 1	RBB	NP_742896.1	2 to 1	RBB	WP_013970911.1	2 to 1	RBB	WP_041025524.1	2 to 1	RBB	WP_003117430.1	2 to 1	RBB	WP_003141626.1	2 to 1	RBB	WP_041772818.1	2 to 1	RBB	NP_275052.1	2 to 1	RBB	YP_209039.1	2 to 1	RBB	WP_014603555.1	2 to 1	SSD	WP_041629569.1
397675143	RVBD_3207c	WP_003900656.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041629484.1
397675144	RVBD_3208	WP_003416861.1	TetR family transcriptional regulator	0	N/A		0	N/A		1 to 1	RBB	NP_744119.1	1 to 1	RBB	WP_013971583.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003245158.1	0	N/A		0	N/A		0	N/A		0	N/A	
397675145	RVBD_3208A	WP_003416863.1	hypothetical protein	1 to 1	RBB	WP_014846548.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012732099.1
397675146	RVBD_3209	WP_003416868.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675147	RVBD_3210c	WP_003416873.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675148	RVBD_3211	WP_003416875.1	ATP-dependent RNA helicase rhlE	1 to 1	RBB	WP_041697450.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 2	RBB	NP_274386.1;NP_274434.1	2 to 2	RBB	YP_207319.1;YP_207789.1	0	N/A		1 to 1	SSD	WP_012732100.1
397675149	RVBD_3212	WP_003416876.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041629485.1
397675150	RVBD_3213c	WP_003917133.1	chromosome partitioning protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675151	RVBD_3214	WP_003416878.1	phosphoglycerate mutase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675152	RVBD_3215	WP_003416879.1	isochorismate synthase	1 to 1	SSD	WP_014847377.1	1 to 1	SSD	WP_043942791.1	0	N/A		0	N/A		1 to 1	SSD	WP_012074234.1	1 to 1	RBB	WP_003118152.1	1 to 1	RBB	WP_003129314.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003093658.1	1 to 1	SSD	WP_041629402.1
397675153	RVBD_3216	YP_006516688	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_745545.1	1 to 1	RBB	WP_013972788.1	1 to 1	RBB	WP_003152524.1	1 to 1	Borderline-SSD	WP_003084777.1	1 to 1	Borderline-SSD	WP_003084777.1	1 to 1	RBB	WP_012017878.1	0	N/A		0	N/A		1 to 1	Borderline-SSD	WP_003084777.1	0	N/A	
397675155	RVBD_3217Ac	YP_006516690	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675154	RVBD_3217c	WP_003416881.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041629486.1
397675156	RVBD_3218	WP_003416883.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675157	RVBD_3219	WP_003416884.1	transcriptional regulator whib-like whiB1	1 to 1	RBB	WP_014846439.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012732103.1
397675158	RVBD_3220c	WP_003416886.1	hypothetical protein	1 to 1	RBB	WP_014846438.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675160	RVBD_3221A	WP_003416891.1	anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675159	RVBD_3221c	WP_003416887.1	biotinylated protein	1 to 1	RBB	WP_014845770.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675161	RVBD_3222c	WP_003899976.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675162	RVBD_3223c	WP_003900660.1	RNA polymerase sigma-E factor	1 to 1	SSD	WP_014846436.1	1 to 1	RBB	WP_014851841.1	1 to 1	RBB	NP_743585.1	4 to 1	RBB	WP_013972484.1	1 to 1	RBB	WP_003085543.1	1 to 1	RBB	WP_014834101.1	1 to 1	Borderline-SSD	WP_003085543.1	2 to 1	RBB	WP_003245473.1	4 to 1	RBB	NP_275129.1	3 to 1	RBB	YP_208968.1	1 to 1	Borderline-SSD	WP_003085543.1	1 to 1	SSD	WP_012732106.1
397675163	RVBD_3224	WP_003416899.1	citronellol/citronellal dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012075225.1	1 to 1	RBB	WP_003101741.1	1 to 1	RBB	WP_003101741.1	1 to 1	RBB	WP_012018929.1	0	N/A		0	N/A		1 to 1	RBB	WP_003090997.1	0	N/A	
397675164	RVBD_3224A	WP_003416901.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675165	RVBD_3224B	WP_003416902.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_014852007.1	1 to 1	RBB	NP_743238.1	1 to 1	RBB	WP_013973962.1	1 to 1	RBB	WP_012074736.1	1 to 1	RBB	WP_003092163.1	1 to 1	RBB	WP_003092163.1	1 to 1	RBB	WP_003246064.1	0	N/A		0	N/A		1 to 1	RBB	WP_003092163.1	1 to 1	RBB	WP_012732107.1
397675166	RVBD_3225c	WP_003899979.1	hypothetical protein	1 to 1	RBB	WP_041697919.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
