Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession
397675140	RVBD_3204	WP_003917132.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001085708	0	N/A	
397675141	RVBD_3205c	WP_003416850.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675142	RVBD_3206c	WP_003416855.1	molybdopterin biosynthesis protein MoeB	0	N/A		2 to 1	RBB	NP_415347.1	2 to 1	RBB	NP_250793.1	2 to 1	RBB	WP_003141626.1	0	N/A		2 to 1	RBB	YP_001085175	0	N/A	
397675143	RVBD_3207c	WP_003900656.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675144	RVBD_3208	WP_003416861.1	TetR family transcriptional regulator	3 to 1	RBB	YP_005236863	4 to 1	RBB	NP_415533.1	0	N/A		0	N/A		3 to 1	RBB	NP_460094.1	0	N/A		4 to 1	RBB	YP_002386515
397675145	RVBD_3208A	WP_003416863.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675146	RVBD_3209	WP_003416868.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675147	RVBD_3210c	WP_003416873.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675148	RVBD_3211	WP_003416875.1	ATP-dependent RNA helicase rhlE	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001085285	0	N/A	
397675149	RVBD_3212	WP_003416876.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675150	RVBD_3213c	WP_003917133.1	chromosome partitioning protein	3 to 1	RBB	YP_005238743	0	N/A		0	N/A		0	N/A		3 to 1	RBB	NP_460771.1	3 to 1	RBB	YP_001084580	0	N/A	
397675151	RVBD_3214	WP_003416878.1	phosphoglycerate mutase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675152	RVBD_3215	WP_003416879.1	isochorismate synthase	1 to 1	RBB	YP_005236301	1 to 1	RBB	NP_415125.1	1 to 1	RBB	NP_252921.1	1 to 1	RBB	WP_003129314.1	1 to 1	SSD	NP_459587.1	1 to 2	SSD	YP_001085393;YP_001085600	1 to 1	RBB	YP_002386049
397675153	RVBD_3216	YP_006516688	hypothetical protein	0	N/A		0	N/A		1 to 1	SSD	NP_249169.1	1 to 1	Borderline-SSD	WP_003084777.1	0	N/A		0	N/A		0	N/A	
397675155	RVBD_3217Ac	YP_006516690	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675154	RVBD_3217c	WP_003416881.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675156	RVBD_3218	WP_003416883.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675157	RVBD_3219	WP_003416884.1	transcriptional regulator whib-like whiB1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675158	RVBD_3220c	WP_003416886.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675160	RVBD_3221A	WP_003416891.1	anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675159	RVBD_3221c	WP_003416887.1	biotinylated protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675161	RVBD_3222c	WP_003899976.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675162	RVBD_3223c	WP_003900660.1	RNA polymerase sigma-E factor	1 to 1	RBB	YP_005238759	1 to 1	RBB	NP_417068.1	1 to 1	SSD	NP_249453.1	1 to 1	Borderline-SSD	WP_003085543.1	1 to 1	RBB	NP_461575.1	0	N/A		1 to 1	RBB	YP_002388068
397675163	RVBD_3224	WP_003416899.1	citronellol/citronellal dehydrogenase	0	N/A		0	N/A		1 to 1	RBB	NP_251582.1	1 to 1	RBB	WP_003101741.1	0	N/A		0	N/A		0	N/A	
397675164	RVBD_3224A	WP_003416901.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675165	RVBD_3224B	WP_003416902.1	hypothetical protein	1 to 1	RBB	YP_005236196	1 to 1	RBB	NP_415014.1	1 to 1	RBB	NP_252270.1	1 to 1	RBB	WP_003092163.1	1 to 1	RBB	NP_459490.1	1 to 1	RBB	YP_001084675	1 to 1	RBB	YP_002385960
397675166	RVBD_3225c	WP_003899979.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675167	RVBD_3226c	WP_003416907.1	hypothetical protein	1 to 2	RBB	YP_005236784;YP_005237064	1 to 1	RBB	YP_025310.1	1 to 1	RBB	NP_253324.1	1 to 1	RBB	WP_003141612.1	1 to 1	SSD	NP_460027.1	0	N/A		1 to 1	RBB	YP_002387429
397675168	RVBD_3227	WP_003416914.1	3-phosphoshikimate 1-carboxyvinyltransferase	1 to 1	SSD	YP_005236696	1 to 1	RBB	NP_415428.1	0	N/A		1 to 1	SSD	WP_011666597.1	1 to 1	SSD	NP_459953.1	1 to 1	SSD	YP_001085301	1 to 1	RBB	YP_002386407
397675169	RVBD_3228	WP_003416916.1	ribosome small subunit-dependent GTPase A	1 to 1	SSD	YP_005240664	1 to 1	RBB	NP_418585.4	1 to 1	SSD	NP_253639.1	1 to 1	SSD	WP_003141723.1	1 to 1	RBB	NP_463213.2	1 to 1	RBB	YP_001083586	1 to 1	RBB	YP_002389630
397675170	RVBD_3229c	WP_003416919.1	stearoyl-CoA 9-desaturase	0	N/A		0	N/A		1 to 1	RBB	NP_253575.1	1 to 1	RBB	WP_003116117.1	0	N/A		1 to 2	RBB	YP_001083138;YP_001085478	0	N/A	
397675171	RVBD_3230c	WP_003416922.1	stearoyl-CoA 9-desaturase electron transfer partner	2 to 1	RBB	YP_005236642	1 to 1	RBB	NP_415393.1	1 to 1	RBB	NP_253576.1	1 to 1	RBB	WP_011666776.1	2 to 1	RBB	NP_459913.1	1 to 1	RBB	YP_001083137	1 to 1	RBB	YP_002386371
397675172	RVBD_3231c	WP_031647152.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675173	RVBD_3232c	WP_009938021.1	polyphosphate kinase 2	0	N/A		0	N/A		1 to 1	RBB	NP_251118.1	1 to 1	RBB	WP_003089666.1	0	N/A		1 to 1	RBB	YP_001083414	0	N/A	
397675174	RVBD_3233c	YP_006516709	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675175	RVBD_3234c	YP_006516710	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675176	RVBD_3235	WP_003912151.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675177	RVBD_3236c	WP_003416933.1	CPA2 family monovalent cation:H+ antiporter-2	1 to 1	RBB	YP_005236192	1 to 1	RBB	NP_415011.1	1 to 1	RBB	NP_254216.1	1 to 1	RBB	WP_003142154.1	1 to 1	RBB	NP_459487.1	0	N/A		1 to 1	RBB	YP_002385957
397675178	RVBD_3237c	WP_003899982.1	TrkA domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675179	RVBD_3238c	WP_003416945.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675180	RVBD_3239c	WP_003900661.1	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	1 to 1	RBB	YP_005240156	0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_462786.1	0	N/A		0	N/A	
397675181	RVBD_3240c	WP_003901576.1	protein translocase subunit secA 1	1 to 1	RBB	YP_005235795	1 to 1	RBB	NP_414640.1	1 to 1	SSD	NP_253093.1	1 to 1	SSD	WP_003141268.1	1 to 1	RBB	NP_459141.1	1 to 1	RBB	YP_001085870	1 to 1	RBB	YP_002385594
397675182	RVBD_3241c	WP_003901577.1	ribosomal subunit interface protein	1 to 1	RBB	YP_005239501	1 to 1	RBB	NP_417670.1	1 to 1	RBB	NP_253153.1	1 to 1	RBB	WP_003094359.1	1 to 1	RBB	NP_462231.1	0	N/A		1 to 1	RBB	YP_002388686
397675183	RVBD_3242c	WP_003416963.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675184	RVBD_3243c	WP_003416966.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675185	RVBD_3244c	WP_003901578.1	lipoprotein lpqB	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675186	RVBD_3245c	WP_003917137.1	sensor histidine kinase mtrB	1 to 2	RBB	YP_005237344;YP_005240334	1 to 2	RBB	NP_416126.1;NP_418347.1	1 to 2	RBB	NP_249849.1;NP_250489.1	1 to 2	RBB	WP_003087912.1;WP_003109067.1	1 to 2	RBB	NP_460432.1;NP_462939.1	0	N/A		1 to 2	RBB	YP_002387089;YP_002389388
397675187	RVBD_3246c	WP_003899985.1	DNA-binding response regulator mtrA	0	N/A		0	N/A		1 to 2	RBB	NP_249848.1;NP_250490.1	1 to 2	RBB	WP_003087915.1;WP_003082360.1	0	N/A		1 to 1	RBB	YP_001083790	0	N/A	
397675188	RVBD_3247c	WP_003417036.1	thymidylate kinase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675189	RVBD_3248c	WP_003417039.1	adenosylhomocysteinase	0	N/A		0	N/A		1 to 1	RBB	NP_249123.1	1 to 1	RBB	WP_004365056.1	0	N/A		1 to 1	SSD	YP_001085358	0	N/A	
397675190	RVBD_3249c	WP_003417042.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675191	RVBD_3250c	WP_003417044.1	rubredoxin-2	2 to 1	RBB	YP_005238941	2 to 1	RBB	NP_417190.1	1 to 2	RBB	NP_254037.1;NP_254038.1	1 to 2	RBB	WP_003098329.1;WP_003098330.1	2 to 1	RBB	NP_461761.1	1 to 1	RBB	YP_001084029	2 to 1	RBB	YP_002388165
397675192	RVBD_3251c	WP_003417045.1	rubredoxin 3	2 to 1	RBB	YP_005238941	2 to 1	RBB	NP_417190.1	0	N/A		0	N/A		2 to 1	RBB	NP_461761.1	0	N/A		2 to 1	RBB	YP_002388165
397675193	RVBD_3252c	WP_003417047.1	alkane 1-monooxygenase	0	N/A		0	N/A		1 to 2	RBB	NP_250216.1;NP_251264.1	1 to 2	RBB	WP_003090058.1;WP_003083349.1	0	N/A		1 to 1	RBB	YP_001084670	0	N/A	
397675194	RVBD_3253c	WP_003417049.1	APA family basic amino acid/polyamine antiporter	1 to 1	RBB	YP_005239277	0	N/A		2 to 4	RBB	NP_249013.1;NP_250731.1;NP_252287.1;NP_254197.1	2 to 5	RBB	WP_003110575.1;WP_003138044.1;WP_016254180.1;WP_003088677.1;WP_003099715.1	1 to 1	RBB	NP_462041.1	0	N/A		0	N/A	
397675195	RVBD_3254	WP_003899988.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675196	RVBD_3255c	WP_003417054.1	mannose-6-phosphate isomerase	1 to 1	RBB	YP_005237339	1 to 1	RBB	NP_416130.3	0	N/A		0	N/A		1 to 1	RBB	NP_460428.1	0	N/A		1 to 1	RBB	YP_002387093
397675197	RVBD_3256c	WP_003417056.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675198	RVBD_3257c	WP_003899989.1	phosphomannomutase	1 to 1	RBB	YP_005238139	1 to 1	RBB	NP_416552.1	1 to 1	RBB	NP_254009.1	1 to 1	RBB	WP_016254361.1	1 to 1	SSD	NP_461049.1	1 to 1	RBB	YP_001083163	1 to 2	RBB	YP_002387509;YP_002387529
397675199	RVBD_3258c	WP_003417073.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675200	RVBD_3259	WP_003417076.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675201	RVBD_3260c	WP_003900662.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675202	RVBD_3261	WP_003417087.1	2-phospho-L-lactate transferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675203	RVBD_3262	WP_003900663.1	gamma-glutamyl ligase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675204	RVBD_3262A	YP_006516739	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675205	RVBD_3263	WP_003912160.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675206	RVBD_3264c	WP_003417097.1	mannose-1-phosphate guanylyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001084578	0	N/A	
397675207	RVBD_3265c	WP_003899992.1	dTDP-Rha:alpha-D-GlcNAc-pyrophosphate polyprenol, alpha-3-L-rhamnosyltransferase	0	N/A		0	N/A		1 to 1	RBB	NP_249782.1	1 to 1	RBB	WP_003140597.1	0	N/A		0	N/A		0	N/A	
397675208	RVBD_3266c	WP_003899993.1	dTDP-4-dehydrorhamnose reductase	1 to 1	SSD	YP_005238131	1 to 1	RBB	NP_416544.1	1 to 1	SSD	NP_253849.1	1 to 1	RBB	WP_003141888.1	1 to 1	SSD	NP_461041.1	0	N/A		0	N/A	
397675209	RVBD_3267	WP_003900664.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675210	RVBD_3268	WP_003417112.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675211	RVBD_3269	WP_003417115.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675212	RVBD_3270	WP_003899995.1	heavy metal translocating P-type ATPase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675213	RVBD_3271c	WP_003417119.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675214	RVBD_3272	WP_003417120.1	hypothetical protein	3 to 1	RBB	YP_005235718	1 to 2	RBB	NP_416872.4;NP_416875.1	1 to 3	RBB	NP_249137.1;NP_249573.1;NP_252282.1	1 to 3	RBB	WP_003084679.1;WP_003138047.1;WP_003140833.1	3 to 1	RBB	NP_459077.1	1 to 1	RBB	YP_001083765	1 to 2	RBB	YP_002387826;YP_002387829
397675215	RVBD_3273	WP_003917141.1	carbonic anhydrase	0	N/A		0	N/A		1 to 1	RBB	NP_248793.1	1 to 1	RBB	WP_003136999.1	0	N/A		1 to 1	RBB	YP_001086218	0	N/A	
397675216	RVBD_3274c	WP_003417122.1	acyl-CoA dehydrogenase fadE25	0	N/A		2 to 1	RBB	NP_414581.1	1 to 1	RBB	NP_250322.1	1 to 1	RBB	WP_003109952.1	0	N/A		1 to 1	RBB	YP_001085178	2 to 1	RBB	YP_002385537
397675217	RVBD_3275c	WP_003899997.1	N5-carboxyaminoimidazole ribonucleotide mutase	1 to 1	SSD	YP_005236237	1 to 1	RBB	NP_415056.1	1 to 1	SSD	NP_254113.1	1 to 1	SSD	WP_003106314.1	1 to 1	SSD	NP_459529.1	1 to 1	SSD	YP_001085969	1 to 1	RBB	YP_002386000
397675218	RVBD_3276c	WP_003417126.1	N5-carboxyaminoimidazole ribonucleotide synthase	1 to 1	RBB	YP_005236236	1 to 1	RBB	NP_415055.1	1 to 1	RBB	NP_254112.1	1 to 1	RBB	WP_003142082.1	1 to 1	Borderline-SSD	NP_459528.1	1 to 1	SSD	YP_001085968	1 to 1	RBB	YP_002385999
397675219	RVBD_3277	WP_003899998.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675220	RVBD_3278c	WP_003417130.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675221	RVBD_3279c	WP_003899999.1	biotin-[acetyl-CoA-carboxylase] ligase	1 to 1	SSD	YP_005240421	1 to 1	RBB	NP_418404.1	1 to 1	SSD	NP_252970.1	1 to 1	SSD	WP_003112012.1	1 to 1	RBB	NP_463012.1	1 to 1	Borderline-SSD	YP_001083834	1 to 1	RBB	YP_002389446
397675222	RVBD_3280	WP_003417136.1	propionyl-CoA carboxylase subunit beta	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675223	RVBD_3281	WP_010886160.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675224	RVBD_3282	WP_003417146.1	maf-like protein	1 to 2	RBB	YP_005236945;YP_005239557	1 to 2	RBB	NP_415605.2;NP_417714.1	1 to 2	RBB	NP_251662.1;NP_253168.1	1 to 2	RBB	WP_003091145.1;WP_003141317.1	1 to 2	RBB	NP_460159.1;NP_462281.1	1 to 1	RBB	YP_001085792	1 to 2	RBB	YP_002386577;YP_002388724
397675225	RVBD_3283	WP_003417149.1	thiosulfate sulfurtransferase	0	N/A		0	N/A		3 to 1	RBB	NP_253643.1	3 to 1	RBB	WP_003095676.1	0	N/A		3 to 1	RBB	YP_001086370	0	N/A	
397675226	RVBD_3284	WP_003417152.1	cysteine desulfuration protein SufE	1 to 1	RBB	YP_005239106	1 to 1	RBB	NP_417291.1	1 to 1	RBB	NP_252358.1	1 to 1	RBB	WP_003092439.1	1 to 1	RBB	NP_461904.1	0	N/A		1 to 1	RBB	YP_002388275
397675227	RVBD_3285	WP_003417156.1	acetyl/propionyl-CoA carboxylase subunit alpha	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001084300	0	N/A	
397675228	RVBD_3286c	WP_003417158.1	sigma-B/F/G subfamily RNA polymerase sigma-70 factor	1 to 1	RBB	YP_005237923	1 to 1	RBB	NP_416432.3	0	N/A		0	N/A		1 to 1	RBB	NP_460909.1	0	N/A		1 to 1	RBB	YP_002387419
397675229	RVBD_3287c	WP_003417160.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675230	RVBD_3288c	WP_003900003.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675231	RVBD_3289c	WP_003417165.1	transmembrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675232	RVBD_3290c	WP_003900004.1	L-lysine 6-transaminase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675233	RVBD_3291c	WP_003417179.1	lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	1 to 1	RBB	YP_005236673	1 to 1	RBB	NP_415409.1	1 to 1	RBB	NP_251267.1	1 to 1	RBB	WP_003090065.1	1 to 1	RBB	NP_459935.1	0	N/A		1 to 1	RBB	YP_002386388
397675234	RVBD_3292	WP_003417184.1	hypothetical protein	1 to 1	RBB	YP_005237531	1 to 1	RBB	NP_415940.1	0	N/A		0	N/A		1 to 1	RBB	NP_460583.1	0	N/A		1 to 1	RBB	YP_002386860
397675235	RVBD_3293	WP_031647156.1	aldehyde dehydrogenase	0	N/A		0	N/A		1 to 1	RBB	NP_249718.1	1 to 1	RBB	WP_016254122.1	0	N/A		0	N/A		0	N/A	
397675236	RVBD_3294c	WP_003417192.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675237	RVBD_3295	WP_003417200.1	TetR family transcriptional regulator	3 to 1	RBB	YP_005236863	4 to 1	RBB	NP_415533.1	0	N/A		0	N/A		3 to 1	RBB	NP_460094.1	2 to 1	RBB	YP_001085008	4 to 1	RBB	YP_002386515
397675238	RVBD_3296	WP_003912132.1	ATP-dependent helicase Lhr	0	N/A		1 to 1	RBB	NP_416170.1	1 to 1	RBB	NP_251962.1	1 to 1	RBB	WP_011666592.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387134
397675239	RVBD_3297	WP_003900006.1	endonuclease VIII	0	N/A		1 to 1	RBB	NP_415242.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002386154
397675240	RVBD_3298c	WP_003417210.1	polyhydroxybutyrate depolymerase	0	N/A		0	N/A		2 to 1	RBB	NP_249234.1	2 to 1	RBB	WP_003137327.1	0	N/A		0	N/A		0	N/A	
397675241	RVBD_3299c	WP_003916522.1	arylsulfatase	3 to 1	RBB	YP_005239271	3 to 1	RBB	NP_416015.2	3 to 1	RBB	NP_248873.1	3 to 1	RBB	WP_003137060.1	3 to 1	RBB	NP_462037.1	3 to 1	RBB	YP_001084011	3 to 1	RBB	YP_002386943
397675242	RVBD_3300c	WP_003913034.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_250733.1	1 to 1	RBB	WP_003111649.1	0	N/A		1 to 1	RBB	YP_001085146	0	N/A	
397675243	RVBD_3301c	WP_003417216.1	phosphate transporter regulatory protein PhoU	2 to 1	RBB	YP_005240120	0	N/A		2 to 1	RBB	NP_254052.1	2 to 1	RBB	WP_003142030.1	2 to 1	RBB	NP_462752.1	0	N/A		0	N/A	
397675244	RVBD_3302c	WP_003417217.1	glycerol-3-phosphate dehydrogenase	2 to 1	RBB	YP_005239732	2 to 1	RBB	NP_417884.1	1 to 1	RBB	NP_252274.1	1 to 1	RBB	WP_003109717.1	2 to 1	RBB	NP_462428.1	1 to 1	RBB	YP_001085687	2 to 1	RBB	YP_002388887
397675245	RVBD_3303c	WP_009936266.1	NAD(P)H dehydrogenase (quinone)	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675246	RVBD_3304	WP_003417219.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675247	RVBD_3305c	WP_003417220.1	amidohydrolase	0	N/A		0	N/A		1 to 2	RBB	NP_251612.1;NP_253034.1	1 to 2	RBB	WP_003114014.1;WP_003093956.1	0	N/A		1 to 2	RBB	YP_001083773;YP_001085608	0	N/A	
397675248	RVBD_3306c	WP_003900009.1	amidohydrolase	0	N/A		1 to 1	RBB	NP_415853.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002386809
397675249	RVBD_3307	WP_003417233.1	purine nucleoside phosphorylase	1 to 1	RBB	YP_005238505	1 to 1	RBB	NP_416902.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675250	RVBD_3308	WP_003900011.1	phosphomannomutase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675251	RVBD_3309c	WP_003417245.1	uracil phosphoribosyltransferase	1 to 1	RBB	YP_005238590	1 to 1	RBB	NP_416993.2	1 to 1	RBB	NP_253335.1	1 to 1	RBB	WP_003094968.1	1 to 1	SSD	NP_461433.1	1 to 1	SSD	YP_001083807	1 to 1	RBB	YP_002387936
397675252	RVBD_3310	WP_003900013.1	acid phosphatase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675253	RVBD_3311	WP_003417251.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675256	RVBD_3312A	WP_003417257.1	pilin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675254	RVBD_3312c	WP_003417254.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675255	RVBD_3312Xc	YP_006516790	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675257	RVBD_3313c	WP_003417259.1	adenosine deaminase	1 to 1	RBB	YP_005237335	1 to 1	RBB	NP_416140.1	1 to 1	RBB	NP_248838.1	1 to 1	RBB	WP_003083850.1	1 to 1	RBB	NP_460426.1	1 to 1	RBB	YP_001083760	1 to 1	RBB	YP_002387103
397675258	RVBD_3314c	WP_003900016.1	thymidine phosphorylase	1 to 1	SSD	YP_005240912	1 to 1	RBB	NP_418799.1	0	N/A		0	N/A		1 to 1	RBB	NP_463424.1	0	N/A		1 to 1	RBB	YP_002389831
397675259	RVBD_3315c	WP_003417264.1	cytidine deaminase	1 to 1	RBB	YP_005238229	1 to 1	RBB	NP_416648.1	0	N/A		0	N/A		1 to 1	SSD	NP_461128.1	0	N/A		1 to 1	RBB	YP_002387621
397675260	RVBD_3316	WP_003417267.1	succinate dehydrogenase, cytochrome b556 subunit	0	N/A		0	N/A		1 to 1	RBB	NP_250272.1	1 to 1	RBB	WP_024915988.1	0	N/A		0	N/A		0	N/A	
397675261	RVBD_3317	WP_009936281.1	succinate dehydrogenase hydrophobic membrane anchor protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397675262	RVBD_3318	WP_003417273.1	succinate dehydrogenase, flavoprotein subunit	1 to 1	RBB	YP_005236453	1 to 1	RBB	NP_415251.1	1 to 1	RBB	NP_250274.1	1 to 1	RBB	WP_003087407.1	1 to 1	RBB	NP_459719.1	1 to 1	SSD	YP_001085728	1 to 1	RBB	YP_002386163
